Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Nyheim Hines,31.2,9,281,2,4,3,84,4,0
Diontae Johnson,12.4,20,248,1,1,1,85,7,1
Jabrill Peppers,12.2,4,49,0,1,1,40,4,0
T.J. Jones,12,8,96,0,1,1,60,2,3
Preston Williams,11.5,10,115,0,1,0,21,5,0
Braxton Berrios,11.4,21,240,0,3,0,26,32,1
Kalif Raymond,11.2,4,45,0,0,0,14,7,0
LeShaun Sims,11,1,11,0,0,0,11,0,0
Jarvis Landry,10.6,5,53,0,0,0,18,8,0
Chester Rogers,9.8,14,137,0,1,0,21,17,1
DeAndre Carter,9.7,22,214,0,1,0,23,18,2
Golden Tate,9.7,10,97,0,0,0,17,7,0
T.J. Logan,9.5,13,124,0,1,1,40,2,0
Cyrus Jones,9.4,12,113,0,1,0,25,10,1
Deonte Harty,9.4,36,338,1,4,1,53,11,3
Mecole Hardman,9.3,18,167,0,2,0,36,6,0
Jamal Agnew,9.2,19,175,1,3,1,64,13,1
Tarik Cohen,9.2,33,302,0,3,1,71,19,2
Gunner Olszewski,9,20,179,0,2,0,22,16,1
Adoree' Jackson,8.7,3,26,0,0,0,17,1,1
Randall Cobb,8.5,4,34,0,0,0,14,9,0
Ray-Ray McCloud,8.2,10,82,0,1,0,39,7,3
DJ Moore,8.2,5,41,0,0,0,16,4,0
Marvin Hall,8,2,16,0,0,0,14,1,0
Richie James,8,33,264,0,1,0,32,11,0
Bisi Johnson,8,1,8,0,0,0,8,1,0
Diontae Spencer,8,26,208,0,2,1,42,29,1
Cameron Sutton,8,1,8,0,0,0,8,1,0
Andre Roberts,8,28,223,0,1,0,22,15,1
JoJo Natson,7.8,19,149,0,2,0,35,20,0
Darren Sproles,7.8,11,86,0,0,0,17,7,1
Kenjon Barner,7.6,35,267,1,2,1,78,1,4
Hunter Renfrow,7.6,5,38,0,0,0,13,4,1
Pharoh Cooper,7.6,17,129,0,1,0,29,14,0
Alvin Kamara,7.5,4,30,0,1,0,27,1,0
David Moore,7.5,10,75,0,0,0,18,10,1
Mike Hughes,7.4,14,104,0,1,0,23,9,3
Tyler Ervin,7.2,16,115,0,0,0,18,10,2
Boston Scott,7.2,6,43,0,0,0,13,4,1
Dontrell Hilliard,7.1,15,107,0,0,0,18,6,2
Greg Dortch,7,4,28,0,0,0,11,1,0
Dwayne Harris,6.7,3,20,0,0,0,11,2,0
Trevor Davis,6.6,22,145,0,1,0,32,21,1
Chad Beebe,6.6,7,46,0,0,0,15,6,3
Adam Humphries,6.5,12,78,0,1,0,21,19,1
Ced Wilson,6.5,2,13,0,0,0,13,2,0
Alex Erickson,6.3,25,157,0,0,0,17,16,3
Dede Westbrook,5.7,23,132,0,2,1,43,18,1
De'Anthony Thomas,5.7,26,148,0,1,0,20,8,3
Desmond King,5.6,21,118,1,1,1,68,11,4
Mohamed Sanu,5.6,10,56,0,0,0,14,9,0
Christian Kirk,5.6,7,39,0,1,0,20,6,0
Danny Amendola,5.5,10,55,0,0,0,15,8,0
Micah Hyde,5.3,3,16,0,0,0,10,5,0
Da'Mari Scott,5.3,6,32,0,0,0,12,1,0
Tyler Lockett,5.1,13,66,0,1,0,20,10,0
Chris Hogan,5,4,20,0,0,0,8,3,0
Tavon Austin,4.9,17,84,0,0,0,15,9,0
Trey Quinn,4.9,16,78,0,0,0,15,9,0
Marcus Sherels,4.7,12,56,0,0,0,15,7,1
Rashard Davis,4.5,2,9,0,0,0,10,3,0
D'Ernest Johnson,4.5,2,9,0,0,0,9,1,0
Steven Sims,4.3,6,26,0,0,0,11,4,0
Michael Walker,4.3,3,13,0,0,0,7,0,0
Isaiah McKenzie,4,1,4,0,0,0,4,1,0
Ryan Switzer,3.6,8,29,0,0,0,13,11,1
Nelson Agholor,3.5,2,7,0,0,0,4,0,0
Jalen Richard,3.5,6,21,0,0,0,12,5,1
Greg Ward,3.4,7,24,0,0,0,16,12,0
Mike Thomas,3,1,3,0,0,0,3,0,0
Bobo Wilson,2.8,15,42,0,0,0,11,5,3
Darius Phillips,2.7,3,8,0,0,0,9,1,0
Nsimba Webster,2.6,7,18,0,0,0,14,6,1
Spencer Schnell,1.5,2,3,0,0,0,2,2,0
Justin Watson,1.5,2,3,0,0,0,7,5,0
Jakeem Grant,1.2,5,6,0,0,0,5,0,2
Fred Brown,0,1,0,0,0,0,0,0,1
Corey Clement,0,1,0,0,0,0,0,0,1
Jamel Dean,0,1,0,0,0,0,0,0,1
Rashaan Gaulden,0,1,0,0,0,0,0,0,1
Tyreek Hill,0,1,0,0,0,0,0,0,0
Bobby Okereke,0,1,0,0,0,0,0,0,1
Troymaine Pope,0,1,0,0,0,0,0,6,1
Tremon Smith,0,4,0,0,0,0,3,3,1
Brandon Zylstra,0,1,0,0,0,0,0,1,1
Tyler Boyd,-1,1,-1,0,0,0,-1,0,0
Darrius Shepherd,-4.5,2,-9,0,0,0,0,11,1
Odell Beckham Jr.,-6,1,-6,0,0,0,-6,0,1
Russell Gage,-6,1,-6,0,0,0,-6,0,1
