Player,INT,INT TD,INT Yds,Lng
Whitney Mercilus,2,0,88,86
Kenny Moore II,2,0,36,35
Nik Needham,2,0,23,23
Montae Nicholson,2,0,23,23
Amani Oruwariye,2,0,0,0
Steven Parker,2,0,35,35
Patrick Peterson,2,0,0,0
Jordan Poyer,2,0,0,0
Taylor Rapp,2,1,54,31
Justin Reid,2,0,55,37
Bradley Roby,2,1,49,27
Darnell Savage,2,0,37,28
Darius Slay,2,0,19,19
Daniel Sorensen,2,0,6,6
Earl Thomas,2,0,38,24
Tedric Thompson,2,0,18,18
Levi Wallace,2,0,2,2
Charvarius Ward,2,0,10,10
Denzel Ward,2,1,61,61
T.J. Watt,2,0,7,7
Darious Williams,2,0,0,0
K'Waun Williams,2,0,53,49
Tramon Williams,2,0,-4,0
Jarrod Wilson,2,0,4,4
Xavier Woods,2,0,38,29
Andrew Adams,1,0,21,21
Jamal Adams,1,1,61,61
Kwon Alexander,1,0,0,0
Mackensie Alexander,1,0,0,0
Troy Apke,1,0,33,33
Chidobe Awuzie,1,0,0,0
Jerome Baker,1,0,34,34
Anthony Barr,1,0,2,2
Shaquil Barrett,1,0,4,4
Mark Barron,1,0,0,0
Tarell Basham,1,0,1,1
Vonn Bell,1,0,19,19
Antoine Bethea,1,0,7,7
Vince Biegel,1,0,7,7
Nick Bosa,1,0,46,46
Jon Bostic,1,0,26,26
A.J. Bouye,1,0,25,25
Nigel Bradham,1,0,22,22
Terrence Brooks,1,0,0,0
Jayon Brown,1,0,0,0
James Burgess,1,0,2,2
Morgan Burnett,1,0,43,43
Maurice Canady,1,0,3,3
T.J. Carrie,1,0,0,0
Chuck Clark,1,0,12,12
Frank Clark,1,0,5,5
Jadeveon Clowney,1,1,27,27
Justin Coleman,1,0,55,55
Gareon Conley,1,0,3,3
Lavonte David,1,0,26,26
Carlton Davis,1,0,0,0
Demario Davis,1,0,1,1
Tremaine Edmunds,1,0,0,0
Trey Edmunds,1,0,2,2
Javien Elliott,1,0,0,0
Rashad Fenton,1,0,0,0
C.J. Gardner-Johnson,1,0,28,28
Clayton Geathers,1,0,0,0
Dre Greenlaw,1,0,47,47
Everson Griffen,1,0,17,17
Lawrence Guy,1,0,5,5
Nate Hairston,1,0,0,0
Shaun Dion Hamilton,1,0,0,0
Vernon Hargreaves III,1,1,15,15
Chris Harris,1,0,11,11
Mike Hilton,1,0,1,1
Xavien Howard,1,0,0,0
Mike Hughes,1,0,0,0
Maurice Hurst,1,0,55,55
Micah Hyde,1,0,0,0
Melvin Ingram,1,0,9,9
Myles Jack,1,0,14,14
William Jackson,1,0,19,19
Alexander Johnson,1,0,0,0
Trumaine Johnson,1,0,3,3
Deion Jones,1,1,27,27
Dre'Mont Jones,1,0,7,7
Johnathan Joseph,1,0,0,0
Karl Joseph,1,0,0,0
Jayron Kearse,1,0,0,0
Kam Kelly,1,0,10,10
Mychal Kendricks,1,0,1,1
A.J. Klein,1,1,14,14
Nick Kwiatkoski,1,0,4,4
Chris Lammons,1,0,0,0
Harold Landry,1,0,0,0
Marshon Lattimore,1,0,0,0
Devaroe Lawrence,1,0,0,0
Sean Lee,1,0,25,25
Ryan Lewis,1,0,3,3
Star Lotulelei,1,0,0,0
Julian Love,1,0,30,30
Dean Lowry,1,0,7,7
Blake Martinez,1,0,22,22
Arthur Maulet,1,0,13,13
Marcus Maye,1,0,0,0
Jason McCourty,1,0,16,16
Jalen Mills,1,0,0,0
Terrance Mitchell,1,0,28,28
Nicholas Morrow,1,0,11,11
Emmanuel Moseley,1,0,3,3
C.J. Mosley,1,1,17,17
Trayvon Mullen,1,0,0,0
Byron Murphy,1,0,0,0
Trent Murphy,1,0,0,0
Steven Nelson,1,0,33,33
Yannick Ngakoue,1,1,23,23
Derrick Nnadi,1,0,0,0
Josh Norman,1,0,2,2
Mark Nzeocha,1,0,1,1
Alec Ogletree,1,0,0,0
Will Parks,1,0,11,11
Jabrill Peppers,1,1,32,32
Denzel Perryman,1,0,0,0
Kevin Pierre-Louis,1,0,2,2
Brian Poole,1,1,15,15
Jalen Ramsey,1,0,13,13
Darryl Roberts,1,0,13,13
Craig Robertson,1,0,3,3
Eric Rowe,1,1,35,35
John Simon,1,0,6,6
Jimmy Smith,1,0,7,7
Jaylon Smith,1,0,0,0
Preston Smith,1,0,5,5
Roquan Smith,1,0,0,0
Chandon Sullivan,1,0,7,7
Cameron Sutton,1,0,26,26
Jahlani Tavai,1,0,2,2
Roderic Teamer,1,0,3,3
Jalen Thompson,1,0,18,18
Shy Tuttle,1,0,19,19
Kenny Vaccaro,1,0,2,2
Nick Vigil,1,0,34,34
Bobby Wagner,1,0,6,6
Anthony Walker,1,0,0,0
Tracy Walker III,1,0,0,0
Fred Warner,1,1,46,46
Trae Waynes,1,0,0,0
B.W. Webb,1,0,1,1
Kyzir White,1,0,0,0
Devin White,1,0,5,5
Jermaine Whitehead,1,0,0,0
Jordan Whitehead,1,0,11,11
P.J. Williams,1,0,0,0
Shawn Williams,1,0,12,12
Mack Wilson,1,0,21,21
Jomal Wiltz,1,0,0,0
Ahkello Witherspoon,1,1,25,25
Daryl Worley,1,0,0,0
Rock Ya-Sin,1,0,0,0
Avonte Maddox,0,0,8,8
