Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Justin Tucker,106,6646,1030,57,53.8,48,21.5,1,0,0,1
Harrison Butker,98,6157,725,60,61.2,37,19.6,1,0,0,0
Bradley Pinion,97,6303,207,88,90.7,9,23,0,0,0,0
Mitch Wishnowsky,96,6123,1029,49,51,46,22.4,0,0,1,0
Wil Lutz,94,6082,554,74,78.7,20,27.7,0,0,0,1
Dan Bailey,87,5601,511,66,75.9,20,25.6,1,0,1,0
Jason Myers,85,5337,532,59,69.4,24,22.2,1,0,0,0
Zane Gonzalez,83,5302,743,45,54.2,36,20.6,0,0,2,0
Greg Zuerlein,83,5353,467,64,77.1,17,27.5,0,0,2,0
Jake Elliott,81,5073,643,52,64.2,27,23.8,2,0,0,1
Ka'imi Fairbairn,81,5091,712,42,51.8,38,18.7,1,1,0,0
Mason Crosby,79,5068,702,49,62,29,24.2,0,0,1,0
Rigoberto Sanchez,79,5101,470,60,76,19,24.7,0,0,0,0
Austin Seibert,75,4784,896,30,40,44,20.4,0,0,1,0
Steven Hauschka,73,4529,681,42,57.5,29,23.5,2,0,0,1
Chris Boswell,72,4552,905,31,43.1,41,22.1,0,0,0,0
Brandon McManus,72,4634,456,55,76.4,17,26.8,0,0,0,0
Randy Bullock,71,4308,401,46,64.8,19,21.1,5,1,1,0
Daniel Carlson,71,4496,690,38,53.5,33,20.9,1,0,0,0
Aldrick Rosas,71,4467,352,50,70.4,19,18.5,1,0,2,0
Jason Sanders,71,4315,481,49,69,18,26.7,4,1,0,1
Joey Slye,70,4503,79,66,94.3,3,26.3,1,0,0,0
Brett Maher,69,4208,674,36,52.2,29,23.2,4,0,1,0
Dustin Hopkins,68,4231,439,48,70.6,17,25.8,3,0,0,0
Jake Bailey,65,4049,449,38,58.5,23,19.5,2,0,3,0
Sam Ficken,62,3763,594,29,46.8,30,19.8,3,0,0,0
Sam Martin,61,3779,927,17,27.9,42,22.1,1,0,1,0
Eddy Pineiro,52,3204,510,26,50,22,23.2,2,1,3,0
Younghoe Koo,50,3041,415,27,54,20,20.8,3,2,0,0
Ty Long,47,2978,479,28,59.6,18,26.6,1,0,0,1
Josh Lambo,40,2283,231,23,57.5,12,19.2,5,0,0,0
Logan Cooke,36,2300,459,16,44.4,20,23,0,0,0,0
Stephen Gostkowski,26,1687,153,21,80.8,5,30.6,0,0,0,0
Kai Forbath,23,1448,141,15,65.2,6,23.5,0,0,2,0
Cairo Santos,21,1339,201,12,57.1,9,22.3,0,0,0,0
Matt Prater,19,1159,357,8,42.1,10,35.7,1,1,0,1
Chase McLaughlin,18,1064,190,7,38.9,9,21.1,2,0,0,0
Ryan Santoso,17,1018,160,9,52.9,7,22.9,1,0,0,0
Ryan Succop,17,1015,299,3,17.6,13,23,1,0,0,0
Pat O'Donnell,15,962,165,10,66.7,5,33,0,0,0,0
Kasey Redfern,15,818,84,9,60,3,28,3,0,2,0
Cody Parkey,12,753,55,9,75,3,18.3,0,0,0,0
Mike Badgley,11,665,217,1,9.1,10,21.7,0,0,0,0
Greg Joseph,11,689,162,6,54.6,5,32.4,0,0,0,0
Matt Wile,11,699,53,7,63.6,2,26.5,0,0,2,0
Matt Bosher,6,318,13,4,66.7,1,13,1,0,0,0
Michael Palardy,6,155,23,0,0,2,11.5,4,1,0,0
Matt Bryant,5,304,125,0,0,5,25,0,0,0,0
Jamie Gillan,4,150,41,0,0,2,20.5,2,0,1,0
Jordan Berry,3,183,41,0,0,3,13.7,0,0,0,0
Lachlan Edwards,3,159,42,0,0,3,14,0,0,0,0
Kaare Vedvik,3,195,0,3,100,0,0,0,0,0,0
Matt Haack,2,109,59,0,0,2,29.5,0,0,0,0
Johnny Hekker,2,76,0,1,50,0,0,1,0,1,0
Bryan Anger,1,73,13,0,0,1,13,0,0,0,0
Corey Bojorquez,1,50,10,0,0,1,10,0,0,0,0
Britton Colquitt,1,63,16,0,0,1,16,0,0,0,0
Riley Dixon,1,52,9,0,0,1,9,0,0,0,0
Nick Folk,1,41,5,0,0,1,5,0,0,0,0
Matt Gay,1,14,0,0,0,0,0,1,0,1,0
Robbie Gould,1,37,14,0,0,1,14,0,0,0,0
Thomas Morstead,1,46,12,0,0,1,12,0,0,0,0
