Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Jameis Winston,5109,8.2,626,380,60.7,33,30,84.3,243,38.8,75,13,71,47,282
Dak Prescott,4902,8.2,596,388,65.1,30,11,99.7,229,38.4,68,16,62,23,151
Jared Goff,4638,7.4,626,394,62.9,22,16,86.5,220,35.1,72,6,66,22,170
Philip Rivers,4615,7.8,591,390,66,23,20,88.5,217,36.7,57,12,84,34,222
Matt Ryan,4466,7.2,616,408,66.2,26,14,92.1,228,37,47,5,93,48,316
Russell Wilson,4110,8,516,341,66.1,31,5,106.3,190,36.8,55,10,60,48,319
Tom Brady,4057,6.6,613,373,60.8,24,8,88,193,31.5,60,6,59,27,185
Derek Carr,4054,7.9,513,361,70.4,21,8,100.8,191,37.2,54,10,75,29,184
Carson Wentz,4039,6.6,607,388,63.9,27,7,93.1,213,35.1,52,6,53,37,230
Patrick Mahomes,4031,8.3,484,319,65.9,26,5,105.3,176,36.4,50,15,83,17,127
Aaron Rodgers,4002,7,569,353,62,26,4,95.4,189,33.2,52,12,74,36,284
Jimmy Garoppolo,3978,8.4,476,329,69.1,27,13,102,193,40.6,61,8,75,36,237
Deshaun Watson,3852,7.8,495,333,67.3,26,12,98,191,38.6,47,10,54,44,257
Baker Mayfield,3827,7.2,534,317,59.4,22,21,78.8,179,33.5,57,9,89,40,285
Kyler Murray,3722,6.9,542,349,64.4,20,12,87.4,173,31.9,47,10,88,48,309
Kirk Cousins,3603,8.1,444,307,69.1,26,6,107.4,165,37.2,52,11,66,28,206
Ryan Fitzpatrick,3529,7,502,311,62,20,13,85.5,182,36.2,43,6,51,40,209
Andy Dalton,3494,6.6,528,314,59.5,16,14,78.3,170,32.2,41,6,66,37,249
Kyle Allen,3322,6.8,489,303,62,17,16,80,188,38.4,35,5,52,46,397
Gardner Minshew,3271,7,470,285,60.6,21,6,91.2,150,31.9,43,6,70,33,184
Mitchell Trubisky,3138,6.1,516,326,63.2,17,10,83,156,30.2,35,2,53,38,234
Lamar Jackson,3127,7.8,401,265,66.1,36,6,113.3,161,40.2,42,8,83,23,106
Josh Allen,3089,6.7,461,271,58.8,20,9,85.3,146,31.7,47,7,53,38,237
Daniel Jones,3027,6.6,459,284,61.9,24,12,87.7,140,30.5,39,7,75,38,295
Sam Darnold,3024,6.9,441,273,61.9,19,13,84.3,147,33.3,40,6,92,33,212
Drew Brees,2979,7.9,378,281,74.3,27,4,116.3,159,42.1,37,7,61,12,89
Jacoby Brissett,2942,6.6,447,272,60.8,18,6,88,143,32,32,3,50,27,159
Ryan Tannehill,2742,9.6,286,201,70.3,22,6,117.5,126,44.1,41,9,91,31,212
Matthew Stafford,2499,8.6,291,187,64.3,19,5,106,117,40.2,41,8,66,18,137
Joe Flacco,1822,7,262,171,65.3,6,5,85.1,86,32.8,24,5,70,26,194
Mason Rudolph,1765,6.2,283,176,62.2,13,9,82,80,28.3,21,5,76,15,124
Case Keenum,1707,6.9,247,160,64.8,11,5,91.3,83,33.6,18,3,69,15,145
Teddy Bridgewater,1384,7.1,196,133,67.9,9,2,99.1,67,34.2,16,2,45,12,89
Dwayne Haskins,1365,6.7,203,119,58.6,7,7,76.1,65,32,19,3,75,29,204
Marcus Mariota,1203,7.5,160,95,59.4,7,2,92.3,50,31.2,17,6,75,25,162
Devlin Hodges,1063,6.6,160,100,62.5,5,8,71.4,51,31.9,11,2,79,15,102
Eli Manning,1042,7.1,147,91,61.9,6,5,82.6,47,32,15,4,55,5,44
Drew Lock,1020,6.5,156,100,64.1,7,3,89.7,54,34.6,13,2,48,5,26
David Blough,984,5.7,174,94,54,4,6,64,47,27,10,4,75,14,104
Nick Foles,736,6.3,117,77,65.8,3,2,84.6,31,26.5,10,0,39,8,60
Jeff Driskel,685,6.5,105,62,59,4,4,75.3,31,29.5,9,1,47,11,46
Matt Moore,659,7.2,91,59,64.8,4,0,100.9,35,38.5,9,3,57,8,65
Matt Schaub,580,8.7,67,50,74.6,3,1,109,30,44.8,5,0,35,2,19
Cam Newton,572,6.4,89,50,56.2,0,1,71,29,32.6,4,2,44,6,43
Josh Rosen,567,5.2,109,58,53.2,1,5,52,26,23.8,5,1,40,16,93
Brandon Allen,515,6.1,84,39,46.4,3,2,68.3,20,23.8,8,3,75,9,59
Ryan Finley,474,5.4,87,41,47.1,2,2,62.1,20,23,6,1,47,11,93
Chase Daniel,435,6.8,64,45,70.3,3,2,91.6,22,34.4,4,0,37,7,48
Luke Falk,416,5.7,73,47,64.4,0,3,62.4,15,20.6,4,0,36,16,96
Brian Hoyer,372,5.7,65,35,53.8,4,4,65.7,22,33.8,6,0,23,5,47
Matt Barkley,359,7,51,27,52.9,0,3,51,15,29.4,6,1,41,2,10
Ben Roethlisberger,351,5.7,62,35,56.4,0,1,66,14,22.6,4,1,45,2,7
Will Grier,228,4.4,52,28,53.8,0,4,33.2,12,23.1,1,0,28,6,44
Robert Griffin III,225,5.9,38,23,60.5,1,2,64,10,26.3,2,0,39,5,19
AJ McCarron,225,6.1,37,21,56.8,0,1,63.5,11,29.7,4,0,21,5,43
Sean Mannion,126,6,21,12,57.1,0,2,35.1,6,28.6,1,0,35,0,0
Colt McCoy,122,4.5,27,18,66.7,0,1,61,5,18.5,1,0,22,6,44
Mike Glennon,56,5.6,10,6,60,1,0,108.8,3,30,0,0,19,0,0
Taysom Hill,55,9.2,6,3,50,0,0,81.9,3,50,1,0,20,1,9
Brett Hundley,49,4.4,11,5,45.4,0,0,58.5,2,18.2,1,0,28,2,11
Julian Edelman,47,23.5,2,2,100,1,0,158.3,2,100,1,0,32,0,0
Courtland Sutton,38,38,1,1,100,0,0,118.8,1,100,1,0,38,0,0
Jaylen Samuels,35,7,5,4,80,0,1,56.2,2,40,1,0,21,0,0
Emmanuel Sanders,35,35,1,1,100,1,0,158.3,1,100,1,0,35,0,0
James White,35,35,1,1,100,0,0,118.8,1,100,1,0,35,0,0
Tyrod Taylor,33,5.5,6,4,66.7,1,0,120.1,3,50,0,0,14,0,0
John Brown,28,28,1,1,100,1,0,158.3,1,100,1,0,28,0,0
Johnny Hekker,28,9.3,3,2,66.7,0,1,56.9,2,66.7,1,0,23,0,0
Alex Erickson,26,26,1,1,100,0,0,118.8,1,100,1,0,26,0,0
Andy Lee,26,26,1,1,100,0,0,118.8,1,100,1,0,26,0,0
Josh McCown,24,4.8,5,3,60,0,0,72.1,2,40,0,0,13,0,0
Odell Beckham Jr.,20,10,2,1,50,0,0,85.4,1,50,1,0,20,0,0
Albert Wilson,20,10,2,1,50,0,0,85.4,1,50,1,0,20,1,10
Danny Amendola,19,19,1,1,100,1,0,158.3,1,100,0,0,19,0,0
Ryan Griffin,18,4.5,4,2,50,0,0,62.5,1,25,0,0,13,0,0
Logan Cooke,16,8,2,2,100,0,0,100,2,100,0,0,9,1,19
Dante Pettis,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Tim Boyle,15,3.8,4,3,75,0,0,80.2,1,25,0,0,7,0,0
Jarrett Stidham,14,3.5,4,2,50,0,1,18.8,1,25,0,0,11,1,7
Alvin Kamara,13,13,1,1,100,0,0,118.8,1,100,0,0,13,0,0
Michael Palardy,12,12,1,1,100,0,0,116.7,1,100,0,0,12,0,0
Kelvin Harmon,11,11,1,1,100,0,0,112.5,1,100,0,0,11,0,0
Brett Kern,11,5.5,2,1,50,0,0,66.7,1,50,0,0,11,0,0
Andrew Beck,6,6,1,1,100,0,0,91.7,1,100,0,0,6,0,0
DeAndre Hopkins,6,3,2,1,50,1,1,56.2,1,50,0,0,6,0,0
Kenjon Barner,3,3,1,1,100,0,0,79.2,0,0,0,0,3,0,0
Blake Bortles,3,1.5,2,1,50,0,0,56.2,0,0,0,0,3,0,0
Trevor Siemian,3,0.5,6,3,50,0,0,56.2,0,0,0,0,3,2,17
Matt Haack,1,0.5,2,1,50,1,0,95.8,1,50,0,0,1,0,0
