Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Alex Tanney,1,1,1,1,100,0,0,79.2,0,0,0,0,1,0,0
Randall Cobb,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dustin Colquitt,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Stefon Diggs,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Riley Dixon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Elliott,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
David Fales,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Garrett Gilbert,0,0,3,0,0,0,0,39.6,0,0,0,0,0,0,0
Josh Gordon,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kareem Hunt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Cooper Kupp,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Christian McCaffrey,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Zach Pascal,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bilal Powell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Steven Sims,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Colby Wadman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Preston Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mitch Wishnowsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Koch,-2,-2,1,1,100,0,0,79.2,0,0,0,0,-2,0,0
