Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Reggie Bonnafon,18.5,6,111,0,2,0,35,0,0
Ryan Switzer,18.4,9,166,0,5,0,26,0,0
Johnny Holton,18.3,3,55,0,2,0,21,0,0
Kendall Sheffield,17.7,6,106,0,2,0,29,0,0
Taywan Taylor,17.7,3,53,0,1,0,23,0,0
Tony Pollard,17.5,14,245,0,7,0,30,0,0
J.D. McKissic,17,1,17,0,0,0,17,0,0
C.J. Ham,16.5,2,33,0,0,0,17,0,1
Marcus Sherels,16.5,4,66,0,2,0,21,0,0
Darrius Shepherd,16.3,9,147,0,3,0,21,0,0
Tony Brooks-James,16,2,32,0,0,0,16,0,0
Dallas Goedert,16,1,16,0,0,0,16,0,0
Jonnu Smith,16,1,16,0,0,0,16,0,0
Chandon Sullivan,16,3,48,0,0,0,19,0,0
Kenyan Drake,15,1,15,0,0,0,15,0,0
Trent Sherfield,15,1,15,0,0,0,15,0,0
Jordan Wilkins,15,1,15,0,0,0,15,0,0
Damiere Byrd,14.8,4,59,0,2,0,23,0,0
Rashaad Penny,14.7,3,44,0,1,0,21,0,0
Giovani Bernard,14,1,14,0,0,0,14,0,0
Marcus Johnson,14,1,14,0,0,0,14,0,0
Wendell Smallwood,14,1,14,0,0,0,14,0,0
J.P. Holtz,13.5,2,27,0,0,0,16,0,0
Chad Beebe,13,1,13,0,0,0,13,0,0
Braxton Berrios,12,4,48,0,1,0,25,0,0
Marvin Hall,12,1,12,0,0,0,12,0,0
Taysom Hill,12,1,12,0,0,0,12,0,0
Damion Ratley,12,1,12,0,0,0,12,0,0
Dwayne Washington,12,1,12,0,0,0,12,1,0
Tarik Cohen,11.5,2,23,0,0,0,16,0,0
Adoree' Jackson,11.5,2,23,0,1,0,23,0,0
Durham Smythe,11.2,4,45,0,0,0,14,0,0
Chester Rogers,9,3,27,0,0,0,13,0,1
Jamaal Williams,9,1,9,0,0,0,9,0,0
Rashard Higgins,8,1,8,0,0,0,8,0,0
Benny Snell,8,1,8,0,0,0,8,0,0
Jason Vander Laan,8,1,8,0,0,0,8,0,0
Isaiah Ford,6,1,6,0,0,0,6,0,0
Randall Cobb,5.5,2,11,0,0,0,11,0,0
Dalton Schultz,5,1,5,0,0,0,5,0,0
Oshane Ximines,5,1,5,0,0,0,5,0,0
Stephen Carlson,3,1,3,0,0,0,3,0,0
Senorise Perry,2,1,2,0,0,0,2,0,0
Ted Ginn,0,1,0,0,0,0,0,0,0
Adam Shaheen,0,1,0,0,0,0,0,0,1
Tim Patrick,-14,1,-14,0,0,0,-14,0,0
