Team,FF,FR,FR TD
Falcons,0,12,0
Bills,0,20,1
Bears,0,14,0
Bengals,0,22,0
Browns,0,16,2
Cowboys,0,19,0
Broncos,0,16,1
Lions,0,17,1
Packers,0,27,1
Oilers,0,19,2
Colts,0,12,1
Chiefs,0,22,1
Rams,0,18,0
Raiders,0,6,0
Dolphins,0,9,0
Vikings,0,14,2
Patriots,0,16,1
Saints,0,23,2
Giants,0,8,0
Jets,0,13,0
Eagles,0,18,0
Cardinals,0,15,0
Steelers,0,10,1
Chargers,0,14,0
49ers,0,16,2
Redskins,0,19,2
