Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Steve Bono,796,6.8,117,66,56.4,4,4,74.6,38,32.5,9,3,62,0,0
Cody Carlson,727,5.5,132,59,44.7,1,4,52.2,30,22.7,10,1,81,15,115
Mark Rypien,694,5.4,128,59,46.1,4,3,63.7,36,28.1,9,2,43,2,11
Bobby Hebert,610,5.9,103,52,50.5,2,6,51,34,33,6,1,40,3,17
Gus Frerotte,600,6,100,46,46,5,5,61.2,35,35,8,1,51,3,18
Dan McGwire,578,5.5,105,51,48.6,1,2,60.7,31,29.5,8,0,36,13,96
Frank Reich,568,6.1,93,56,60.2,1,4,63.4,28,30.1,9,1,47,7,57
Bubby Brister,507,6.7,76,51,67.1,2,1,89.1,22,29,6,1,53,5,39
Jack Trudeau,496,5.4,91,50,55,1,4,55.9,26,28.6,4,0,24,9,52
Rodney Peete,470,8.4,56,33,58.9,4,1,102.5,16,28.6,7,3,65,4,21
Trent Dilfer,433,5.3,82,38,46.3,1,6,36.3,18,22,5,1,42,8,42
Gale Gilbert,410,6.1,67,41,61.2,3,1,87.3,21,31.3,2,0,26,4,28
Elvis Grbac,393,7.9,50,35,70,2,1,98.2,22,44,5,1,42,4,36
Jason Garrett,315,10.2,31,16,51.6,2,1,95.5,11,35.5,7,2,68,2,13
Kent Graham,295,5.6,53,24,45.3,3,2,66.2,14,26.4,3,2,55,2,22
Vince Evans,222,6.7,33,18,54.6,2,0,95.8,9,27.3,1,1,65,9,57
Jim McMahon,219,5.1,43,23,53.5,1,3,46.6,12,27.9,3,0,33,3,23
Wade Wilson,172,6.1,28,20,71.4,0,0,87.2,10,35.7,0,0,16,3,17
Sean Salisbury,156,4.6,34,16,47.1,0,1,48.2,7,20.6,1,0,38,1,6
Brad Johnson,150,4,37,22,59.5,0,0,68.5,7,18.9,0,0,15,1,5
Tommy Maddox,141,7.4,19,10,52.6,0,2,37.3,5,26.3,2,0,39,0,0
Mark Brunell,95,3.5,27,12,44.4,0,0,53.8,5,18.5,1,0,25,2,16
Stan Gelbaugh,80,7.3,11,7,63.6,1,0,115.7,4,36.4,1,0,25,0,0
Bernie Kosar,80,6.7,12,7,58.3,1,1,71.5,6,50,2,0,22,0,0
Browning Nagle,69,3.3,21,8,38.1,0,1,27.7,4,19,1,0,23,2,18
Casey Weldon,63,7,9,7,77.8,0,0,95.8,3,33.3,1,0,27,0,0
Darnay Scott,53,53,1,1,100,0,0,118.8,1,100,1,1,53,0,0
Glenn Foley,45,5.6,8,5,62.5,0,1,38,2,25,0,0,16,0,0
Andre Reed,32,32,1,1,100,0,0,118.8,1,100,1,0,32,0,0
Scott Zolak,28,3.5,8,5,62.5,0,0,68.8,1,12.5,0,0,13,0,0
Curtis Conway,23,23,1,1,100,1,0,158.3,1,100,1,0,23,0,0
Dan Stryzinski,21,21,1,1,100,0,0,118.8,1,100,1,0,21,0,0
Dave Meggett,16,8,2,1,50,1,0,116.7,1,50,0,0,16,1,7
Matt Blundin,13,2.6,5,1,20,0,1,0,1,20,0,0,13,0,0
Garrison Hearst,10,10,1,1,100,1,0,147.9,1,100,0,0,10,0,0
Lee Johnson,7,7,1,1,100,1,0,135.4,1,100,0,0,7,0,0
Tommy Barnhardt,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Steve Broussard,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rich Camarillo,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bert Emanuel,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Donald Hollas,0,0,2,0,0,0,1,0,0,0,0,0,0,1,20
Michael Jackson,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Perry Klein,0,0,1,0,0,0,0,39.6,0,0,0,0,0,2,9
Arthur Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Tony Martin,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Natrone Means,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eric Metcalf,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brian Mitchell,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ronald Moore,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brett Perriman,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Reggie Rivers,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Saxon,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rick Tuten,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Lamont Warren,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
