Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Johnnie Morton,35.8,4,143,1,2,1,93,0,1
Tyrone Braxton,34,1,34,0,1,0,34,0,0
Alton Montgomery,29,2,58,0,2,0,37,0,0
Robert Brooks,28.9,9,260,1,6,1,96,0,1
Bam Morris,28.5,4,114,0,4,1,45,0,0
Mel Gray,28.4,45,1276,3,32,4,102,0,3
Alexander Wright,28.2,10,282,0,7,3,55,0,0
Vaughn Dunbar,28,1,28,0,1,0,28,0,0
Michael Timpson,28,1,28,0,1,0,28,0,0
Lamont Warren,28,2,56,0,1,0,38,0,0
Donnell Woolford,28,1,28,0,1,0,28,0,0
Bryan Reeves,27.7,3,83,0,1,1,53,0,0
Herschel Walker,27.7,21,581,1,14,3,94,0,0
Ernest Givins,27,1,27,0,1,0,27,0,0
Randy Baldwin,26.9,28,753,1,17,6,85,0,1
Kevin R. Williams,26.7,43,1148,1,30,5,87,0,0
Andre Coleman,26.4,49,1293,2,30,8,90,0,3
Robert Smith,26.2,16,419,0,12,2,45,0,0
Brian Mitchell,25.5,58,1478,0,41,5,86,0,2
Jon Vaughn,25.1,33,829,2,16,3,93,0,0
Charles Wilson,25.1,10,251,0,8,2,41,0,0
Terrence Warren,25,14,350,0,9,1,47,0,0
Nate Lewis,25,35,874,0,25,3,55,0,1
Tyrone Hughes,24.7,63,1556,2,40,6,98,0,3
Rod Woodson,24.3,15,365,0,9,2,54,0,0
Todd Kinchen,24.3,21,510,0,14,2,46,0,1
Jeff Hill,24.2,4,97,0,2,1,40,0,0
Yancey Thigpen,24.2,5,121,0,4,0,31,1,0
Leonard Harris,23.5,2,47,0,1,0,30,0,0
Eric Metcalf,23.3,9,210,0,8,0,32,0,0
Clarence Verdin,23.3,44,1026,0,26,5,69,0,3
Travis Hannah,23.2,5,116,0,3,0,39,0,1
David Lang,23.2,27,626,0,17,1,57,0,0
Adrian Hardy,23.1,8,185,0,6,1,42,0,0
Qadry Ismail,23.1,35,807,0,21,3,61,0,2
Dexter Carter,23,48,1105,1,28,3,96,0,1
Charles Jordan,23,5,115,0,4,0,33,0,0
Irving Spikes,22.8,19,434,0,12,0,34,0,0
Curtis Conway,22.8,10,228,0,7,0,34,0,1
Darnay Scott,22.8,15,342,0,10,0,34,0,0
Butler By'Not'e,22.7,24,545,0,18,1,41,0,0
Harold Green,22.6,5,113,0,3,0,31,0,0
Ron Dickerson,22.5,21,472,0,9,1,62,0,1
Ronald Humphrey,22.4,35,783,1,20,1,95,0,4
Yonel Jourdain,22.3,27,601,0,15,1,42,0,1
Clayton Holmes,22.2,4,89,0,3,0,32,0,0
Curtis Buckley,22.1,8,177,0,4,0,35,0,1
Eric Ball,21.8,42,915,0,25,1,43,0,1
Johnny Bailey,21.7,12,260,0,7,0,32,0,0
Aaron Glenn,21.6,27,582,0,15,3,45,0,2
Charles Johnson,21.6,16,345,0,9,1,71,0,2
Chris Penn,21.6,9,194,0,5,0,34,0,0
William Bell,21.5,2,43,0,1,0,25,0,0
Derrell Mitchell,21.5,6,129,0,3,0,30,0,0
Raghib Ismail,21.5,43,923,0,23,1,51,0,0
Chris Brantley,21.4,7,150,0,5,0,33,0,0
Glyn Milburn,21.4,37,793,0,18,1,40,0,0
Corey Harris,21.3,29,618,0,17,1,59,0,1
O.J. McDuffie,21.3,36,767,0,19,1,46,0,1
Danan Hughes,21.1,9,190,0,5,0,32,0,0
Vaughn Hebron,21.1,21,443,0,11,0,33,0,0
Derek Russell,21,5,105,0,3,0,34,0,0
Frank Wycheck,21,4,84,0,2,1,43,0,0
Todd McNair,20.9,23,481,0,12,2,44,0,0
Leroy Thompson,20.9,18,376,0,13,0,30,0,0
Tony Martin,20.9,8,167,0,4,0,29,0,1
Lorenzo White,20.9,8,167,0,4,0,28,0,0
Tony Smith,20.8,16,333,0,10,0,31,0,1
Vernon Turner,20.6,43,886,0,23,1,77,0,0
Steve Jackson,20.4,14,285,0,6,1,40,0,0
Mario Bates,20,1,20,0,1,0,26,0,0
Fred Baxter,20,1,20,0,1,0,20,0,0
Dewell Brewer,19.9,18,358,0,9,0,34,0,0
Anthony Prior,19.8,16,316,0,9,0,27,0,0
Chuck Levy,19.7,26,513,0,13,0,31,0,0
Jeff Sydner,19.6,20,392,0,9,0,34,0,1
Thomas Lewis,19.6,26,509,0,14,0,36,0,2
Michael Bates,19.5,26,508,0,16,0,38,0,2
Brock Marion,19.5,2,39,0,1,0,21,0,0
Beno Bryant,19.4,7,136,0,3,0,38,0,0
Russell Copeland,19.3,12,232,0,5,0,32,0,0
Patrick Robinson,19.2,12,231,0,5,0,33,0,0
Don Beebe,19.2,12,230,0,4,0,35,0,3
Ray Crittenden,19.2,24,460,0,13,0,36,0,0
Adrian Murrell,19.1,14,268,0,5,0,37,0,1
Harvey Williams,19.1,8,153,0,5,0,24,0,0
Dave Meggett,18.9,29,548,0,13,0,30,0,2
John Henry Mills,18.8,15,282,0,6,0,34,0,1
Kimble Anders,18,2,36,0,0,0,19,0,0
Bucky Brooks,18,9,162,0,4,0,25,0,1
Raymont Harris,18,1,18,0,0,0,18,0,0
Brian Henesey,18,6,108,0,2,0,25,0,0
Shannon Mitchell,18,1,18,0,0,0,18,0,0
Howard Griffith,17.5,2,35,0,1,0,21,0,0
Ronnie Harmon,17.4,9,157,0,4,0,25,0,0
Corey Croom,17.2,10,172,0,5,0,24,0,1
Ricky Ervins,17,1,17,0,0,0,17,0,0
Derek Loville,17,2,34,0,0,0,19,0,0
Lorenzo Neal,17,1,17,0,0,0,15,0,0
Scott Radecic,17,1,17,0,0,0,17,0,0
Nate Turner,17,6,102,0,2,0,23,0,0
Darrell Thompson,16.8,4,67,0,0,0,19,0,0
Arthur Marshall,16.6,15,249,0,4,0,30,0,1
Dwight Stone,16.6,11,182,0,5,0,31,0,0
Tony Carter,16.5,6,99,0,3,0,26,0,0
Rogerick Green,16.5,2,33,0,0,0,18,0,0
Steve Broussard,16.4,7,115,0,3,0,24,0,1
Fred McAfee,16.1,7,113,0,2,0,29,0,0
Erric Pegram,16.1,9,145,0,2,0,35,0,0
D'Marco Farr,16,1,16,0,0,0,16,0,0
Milt Stegall,16,1,16,0,0,0,16,0,0
Charles Swann,16,1,16,0,0,0,16,0,0
Dorsey Levens,15.5,2,31,0,0,0,16,0,0
Brad Culpepper,15,2,30,0,0,0,18,0,0
Cliff Hicks,15,2,30,0,0,0,16,0,0
Leroy Hoard,15,2,30,0,1,0,20,1,0
Kelvin Martin,15,2,30,0,0,0,16,0,0
Tyrone Rush,15,3,45,0,1,0,25,0,0
Richie Anderson,14.3,3,43,0,0,0,18,0,0
John Jurkovic,14.2,4,57,0,0,0,16,0,0
Troy Brown,14,1,14,0,0,0,14,0,0
Steve DeOssie,14,1,14,0,0,0,14,0,0
Amp Lee,14,3,42,0,1,0,26,0,1
Corey Sawyer,14,1,14,0,0,0,14,0,0
Otis Smith,14,1,14,0,0,0,14,0,0
Adam Walker,13.7,6,82,0,0,0,19,0,0
Dave Moore,13.5,2,27,0,0,0,16,0,0
Blair Thomas,13.3,3,40,0,0,0,16,0,0
Kyle Clifton,13,1,13,0,0,0,13,0,0
Jim Flanigan,13,2,26,0,0,0,14,1,0
Scott Miller,13,1,13,0,0,0,13,0,0
Tim Worley,13,4,52,0,1,0,25,0,1
Robert Green,12.8,6,77,0,0,0,16,0,0
Spencer Tillman,12.8,4,51,0,0,0,19,0,1
Brian Kinchen,12.7,3,38,0,0,0,15,0,0
Van Malone,12.7,3,38,0,1,0,20,0,1
Mark Higgs,12.5,2,25,0,0,0,17,0,0
Ronnie Williams,12.5,2,25,0,0,0,15,0,0
Donnell Bennett,12,1,12,0,0,0,12,0,0
Rudy Harris,12,1,12,0,0,0,12,0,0
James Saxon,12,1,12,0,0,0,12,0,0
Eric Lynch,11.7,9,105,0,0,0,16,0,0
Carlos Etheredge,11.5,2,23,0,0,0,14,0,0
Nate Singleton,11.5,2,23,0,0,0,17,0,0
Derrick Clark,11.3,3,34,0,1,0,20,0,0
Derrick Moore,11.3,10,113,0,0,0,19,0,2
