Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Randall Cunningham,80,80,80,1,80,80,1,0,1,0,0,0,0,0,0
Sean Landeta,44.8,34.3,2677,78,62,3494,23,7,7,9,8,47,637,3,0
Reggie Roby,44.4,36.1,2958,82,65,3639,21,3,11,12,10,45,441,1,0
Greg Montgomery,44.2,34.8,2191,64,64,2782,19,2,8,8,9,36,431,2,1
Jeff Gossett,43.9,35.2,2711,77,65,3377,19,14,5,15,5,38,366,1,0
Lee Johnson,43.8,35.7,2822,80,64,3461,19,6,9,9,12,43,459,2,1
Tommy Barnhardt,43.6,33.5,2245,67,57,2920,14,1,9,9,8,40,495,2,0
Rick Tuten,42.9,36.7,3339,91,64,3905,33,7,13,7,21,43,426,1,0
Tom Rouen,42.9,37.1,2823,76,59,3258,23,6,10,8,13,39,275,0,0
Mike Saxon,42.9,36.2,2791,77,67,3301,28,10,8,5,10,44,410,1,0
Rich Camarillo,42.9,36.4,3497,96,58,4115,35,17,4,9,16,50,438,1,0
Rohn Stark,42.4,34.6,2526,74,60,3092,22,3,11,10,9,40,366,0,1
Louie Aguiar,42.1,34.5,2936,85,61,3582,15,5,10,7,13,50,506,0,0
Brian Hansen,42.1,36.1,3034,84,64,3534,25,9,12,12,13,38,260,0,0
John Jett,41.9,35.4,2477,70,58,2935,26,5,11,4,14,36,378,0,0
Chris Mohr,41.8,36,2415,67,71,2799,13,7,8,3,11,38,324,0,0
Bryan Wagner,41.6,35.3,2297,65,59,2705,20,5,7,3,12,38,348,0,0
Mike Horan,41.4,36.2,3074,87,63,3521,25,18,7,7,14,39,307,0,2
Klaus Wilmsmeyer,41.4,35.8,1933,54,60,2235,18,3,10,3,10,28,242,0,0
Craig Hentrich,41.4,35.5,2879,81,70,3351,24,11,14,10,10,36,272,0,0
Pat O'Neill,41.2,35.7,2461,69,67,2841,25,8,12,6,9,34,260,0,0
Bryan Barker,40.8,36.3,2398,66,67,2696,20,5,7,7,10,37,158,0,0
Jeff Feagles,40.8,36,3527,98,54,3997,33,18,8,10,22,40,270,0,0
John Kidd,40.4,30.1,633,21,58,848,3,6,2,4,3,6,135,1,0
Tom Tupa,40.1,35.4,2831,80,65,3211,27,4,15,8,15,38,220,0,0
Harold Alexander,39.9,34.8,2474,71,61,2836,12,14,9,6,15,27,242,0,0
Mark Royals,39.7,35.7,3466,97,64,3849,35,12,17,6,23,39,263,0,0
Jim Arnold,39.4,33.5,1541,46,53,1810,14,5,6,4,5,26,189,0,0
Dan Stryzinski,38.9,35.9,2586,72,53,2800,20,1,5,6,42,18,94,0,0
Mitch Berger,38,31.3,783,25,57,951,8,1,5,2,7,10,128,1,0
Chris Gardocki,37.8,32.4,2466,76,57,2871,23,8,15,9,18,26,225,0,0
Scott Tyner,35.6,31.8,254,8,46,285,2,2,1,0,1,4,31,0,0
Dave Brown,28.5,18.5,37,2,33,57,1,0,1,1,0,0,0,0,0
Michael Husted,26.5,22,44,2,32,53,2,1,0,0,0,1,9,0,0
