Player,Comb,Asst,Solo,Sck
Chris Spielman,191,70,121,0
Junior Seau,154,31,123,5.5
Sam Mills,152,39,113,1
Jeff Herrod,137,39,98,1
Jessie Tuggle,133,37,96,0
Al Smith,132,44,88,2.5
Mike Johnson,131,41,90,1.5
Mo Lewis,131,27,104,6
Jack Del Rio,128,43,85,2
Andre Collins,127,21,106,1.5
Terry Wooden,127,32,95,1.5
Rod Stephens,126,33,93,2.5
Steve Tovar,124,27,97,3
Chad Brown,122,29,93,8.5
Hardy Nickerson,122,36,86,1
Pepper Johnson,121,26,95,2.5
Ed McDaniel,120,29,91,1.5
Eric Hill,119,39,80,1.5
Michael Brooks,118,27,91,1
Vincent Brown,118,36,82,1.5
Robert Jones,118,34,84,0
Steve Grant,116,43,73,0
Blaine Bishop,114,36,78,1.5
Darryl Talley,114,33,81,0
Marcus Robertson,113,31,82,0
Elijah Alexander,112,23,89,1
Eric Turner,110,23,87,1
Greg Biekert,107,28,79,1.5
Shane Conlan,107,24,83,1
Tyronne Stowe,107,15,92,0
Ronnie Lott,104,33,71,1
Kevin Ross,104,24,80,1
Ray Buchanan,103,24,79,1
George Koonce,103,27,76,1
Chris Slade,102,42,60,9.5
Darryl Williams,102,14,88,1
James Francis,101,14,87,4.5
Levon Kirkland,101,31,70,3
Marquez Pope,101,15,86,0
Bryan Cox,100,25,75,3
Michael Stewart,100,22,78,0
Micheal Barrow,99,38,61,2.5
Ken Harvey,99,19,80,13.5
Roman Phifer,99,17,82,1.5
Sean Lumpkin,98,29,69,0
Marvcus Patton,97,33,64,0
Joe Cain,96,23,73,0
Marty Carter,94,19,75,1
Vince Buck,93,23,70,1
Quentin Coryatt,93,34,59,1
Stanley Richard,93,12,81,0
Darrien Gordon,92,15,77,0
Lorenzo Lynch,92,28,64,0.5
Bennie Blades,91,19,72,1
Darren Woodson,91,20,71,0
Todd Lyght,90,12,78,0
Rob Fredrickson,89,24,65,3
Clay Matthews,89,18,71,1
Tony Siragusa,88,26,62,5
Eddie Anderson,87,22,65,2
Jesse Campbell,87,25,62,0
Carlos Jenkins,87,30,57,1
Ken Norton,87,10,77,0
Broderick Thomas,87,24,63,7
William Thomas,87,27,60,6
Darren Carrington,86,20,66,0
James Hasty,86,11,75,3
Greg Lloyd,86,18,68,10
Mark Maddox,86,27,59,0
Darryl Morrison,86,9,77,0
Michael Bankston,85,28,57,7
Marvin Jones,85,26,59,0.5
Stevon Moore,85,19,66,0
Terry Hoage,84,22,62,1
Matt Darby,83,29,54,0
Bobby Houston,83,30,53,3.5
Brian Washington,83,20,63,0
Vencie Glenn,81,23,58,1
Myron Guyton,81,18,63,0
Henry Jones,81,20,61,1
James Washington,81,21,60,0
Dale Carter,80,3,77,0
Dante Jones,80,18,62,0
Eugene Robinson,80,14,66,1
Bruce Smith,80,24,56,10
Rod Woodson,80,15,65,3
Greg Jackson,79,16,63,0
Bryce Paup,79,32,47,7.5
Barney Bussey,78,20,58,1.5
Dixon Edwards,78,15,63,1
Donald Evans,78,29,49,0.5
Shaun Gayle,78,15,63,0
Carnell Lake,78,13,65,1
Patrick Bates,77,16,61,0
Martin Bayless,77,10,67,0
Cornelius Bennett,77,19,58,5
Vinnie Clark,77,9,68,0
Mickey Washington,77,12,65,0.5
Mike Zordich,77,27,50,1
Eugene Daniel,76,12,64,0
Martin Mayhew,76,12,64,0
Ben Smith,76,8,68,0
J.B. Brown,75,10,65,0
Anthony Parker,75,14,61,0
Rufus Porter,75,14,61,1.5
Fred Strickland,75,33,42,0
Dewayne Washington,75,7,68,0
David Griggs,74,14,60,0
Tim McDonald,74,5,69,0
Winston Moss,74,19,55,2
Steve Atwater,73,21,52,0
Carl Banks,73,17,56,1.5
Jason Belser,73,26,47,0
Maurice Douglass,73,11,62,1.5
Deon Figures,73,14,59,1
Tim Goad,73,27,46,3
Derrick Hoskins,73,24,49,0
Wayne Martin,73,13,60,10
Kelvin Pritchett,73,33,40,5.5
James E. Williams,73,12,61,0
Willie Clay,72,17,55,0
D.J. Johnson,72,6,66,0
Tracy Simien,72,14,58,0
Chris Zorich,72,21,51,5.5
Mark Carrier,71,17,54,0
Robert Massey,71,15,56,0
