Player,FF,FR,FR TD
Greg Lloyd,7,1,0
Chris Slade,5,0,0
Neil Smith,5,1,0
Marco Coleman,4,1,0
Ken Harvey,4,1,0
Mike Johnson,4,1,0
Seth Joyner,4,0,0
Darren Mickell,4,1,0
Bruce Smith,4,2,0
Derrick Thomas,4,3,0
Gene Atkins,3,0,0
Terrell Buckley,3,1,0
Glenn Cadrez,3,0,0
Ray Childress,3,0,0
Willie Clay,3,0,0
Darion Conner,3,1,0
Doug Evans,3,1,0
William Fuller,3,1,0
Charles Haley,3,0,0
Randy Hilliard,3,0,0
Carnell Lake,3,1,0
Lamar Lathon,3,1,0
Mo Lewis,3,1,0
Sean Lumpkin,3,1,0
Chester McGlockton,3,1,0
Chris Mims,3,2,0
John Randle,3,2,0
Chris Spielman,3,3,1
Rod Stephens,3,2,0
Dana Stubblefield,3,0,0
Steve Tovar,3,2,0
Brian Washington,3,3,0
Lee Woodall,3,1,0
Rod Woodson,3,0,0
Lester Archambeau,2,0,0
Harlon Barnett,2,2,0
Tony Bennett,2,1,1
Greg Biekert,2,0,0
Tim Bowens,2,1,0
Chad Brown,2,0,0
Rob Burnett,2,1,0
Jesse Campbell,2,2,0
Darren Carrington,2,2,0
Dale Carter,2,0,0
Vinnie Clark,2,0,0
Harry Colon,2,0,0
Brad Culpepper,2,1,0
Eric Curry,2,0,0
Shaun Gayle,2,1,0
Jumpy Geathers,2,0,0
Aaron Glenn,2,0,0
Steve Grant,2,1,0
Monty Grow,2,0,0
Phil Hansen,2,0,0
Roger Harper,2,0,0
James Hasty,2,2,0
Derrick Hoskins,2,1,0
Maurice Hurst,2,0,0
Greg Jackson,2,0,0
Rickey Jackson,2,2,0
George Jamison,2,3,0
Joe Johnson,2,1,0
Sean Jones,2,3,0
Todd Kelly,2,0,0
Jeff Lageman,2,3,0
Wilber Marshall,2,1,0
Lonnie Marts,2,2,0
J.J. McCleskey,2,1,0
O.J. McDuffie,2,0,0
Willie McGinest,2,2,0
Karl Mecklenburg,2,2,0
Sam Mills,2,1,0
Marty Moore,2,0,0
Leslie O'Neal,2,1,0
Dan Owens,2,0,0
Bryce Paup,2,1,0
Marquez Pope,2,0,0
Robert Porcher,2,1,0
Stanley Richard,2,0,0
Marcus Robertson,2,0,0
Kevin Ross,2,0,0
Dwayne Sabb,2,0,0
Tony Siragusa,2,1,0
Chuck Smith,2,2,0
Joel Steed,2,0,0
Tyronne Stowe,2,0,0
Broderick Thomas,2,2,0
Henry Thomas,2,1,0
Greg Townsend,2,1,0
Renaldo Turnbull,2,0,0
Ted Washington,2,0,0
Reggie White,2,1,0
David Whitmore,2,1,0
Darryl Williams,2,2,0
Jarvis Williams,2,0,0
Mike Zordich,2,3,0
Trev Alberts,1,0,0
Tuineau Alipate,1,1,0
Jessie Armstead,1,0,0
Steve Atwater,1,2,0
Roy Barker,1,1,0
Patrick Bates,1,2,0
Greg Baty,1,0,0
Willie Beamon,1,2,0
Cornelius Bennett,1,3,0
Robert Blackmon,1,3,0
Vaughn Booker,1,2,0
Issac Booth,1,0,0
Mark Bortz,1,0,0
Joe Bowden,1,0,0
Tony Brown,1,0,0
Corwin Brown,1,0,0
Dennis Brown,1,0,0
J.B. Brown,1,0,0
Curtis Buckley,1,1,0
Marcus Buckley,1,0,0
Lewis Bush,1,1,0
Barney Bussey,1,1,0
LeRoy Butler,1,0,0
Joe Cain,1,1,0
Mike Caldwell,1,0,0
Mark Carrier,1,0,0
Cris Carter,1,0,0
Marty Carter,1,0,0
Larry Centers,1,0,0
Bob Christian,1,0,0
Monte Coleman,1,0,0
Andre Collins,1,1,0
Shane Conlan,1,0,0
John Copeland,1,0,0
Bryan Cox,1,0,0
Ron Cox,1,0,0
Mike Croel,1,0,0
Jeff Cross,1,1,0
Eugene Daniel,1,0,0
Don Davey,1,0,0
Eric Davis,1,2,0
Jack Del Rio,1,2,0
Richard Dent,1,0,0
Stacey Dillard,1,0,0
Randy Dixon,1,0,0
Dedrick Dodge,1,0,0
Chris Doleman,1,0,0
Maurice Douglass,1,1,0
Shane Dronett,1,0,0
Dixon Edwards,1,1,0
Byron Evans,1,1,0
Chuck Evans,1,0,0
Jaime Fields,1,1,0
Deon Figures,1,0,0
Simon Fletcher,1,2,0
Mike Fox,1,0,0
James Francis,1,0,0
Rob Fredrickson,1,0,0
Sam Gash,1,0,0
Sean Gilbert,1,0,0
Tim Goad,1,1,0
Kevin Greene,1,3,0
Don Griffin,1,3,0
Robert Griffith,1,0,0
David Griggs,1,0,0
Burt Grossman,1,0,0
Andy Harmon,1,2,0
Corey Harris,1,0,0
James Harris,1,3,1
Nolan Harrison,1,2,0
Harald Hasselbach,1,0,0
Courtney Hawkins,1,0,0
Michael Haynes,1,0,0
Chad Hennings,1,1,0
Jeff Herrod,1,0,0
Cliff Hicks,1,0,0
Sean Hill,1,0,0
Terry Hoage,1,2,0
Rob Holmberg,1,0,0
Bobby Houston,1,1,0
