Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Doug Brien,96,5918,1901,6,6.2,88,21.6,0,0,2,0
John Carney,87,5323,1740,6,6.9,79,22,2,1,0,1
Fuad Reveiz,86,5068,1843,1,1.2,83,22.2,0,0,2,1
Chris Boniol,85,5106,1704,2,2.4,81,21,1,0,1,0
Chris Jacke,83,4525,1380,1,1.2,75,18.4,3,1,3,1
Pete Stoyanovich,83,5011,1549,7,8.4,74,20.9,1,0,1,2
Morten Andersen,82,5087,1493,14,17.1,63,23.7,5,1,0,0
Jason Elam,81,5053,1396,7,8.6,70,19.9,2,0,2,0
Pat O'Neill,78,4980,1375,13,16.7,63,21.8,1,1,1,1
Matt Stover,78,4831,1372,5,6.4,71,19.3,1,1,1,0
Steve Christie,77,4534,1455,3,3.9,72,20.2,1,0,1,0
Jason Hanson,76,4818,1572,10,13.2,65,24.2,1,1,0,1
Jeff Jaeger,72,4404,1389,4,5.6,64,21.7,1,0,3,0
Chip Lohmiller,72,4444,1389,5,6.9,62,22.4,2,1,3,1
Gary Anderson,71,4210,1530,1,1.4,68,22.5,1,0,1,2
Dean Biasucci,69,4263,1302,4,5.8,64,20.3,1,0,0,0
John Kasay,68,4085,1215,3,4.4,60,20.2,5,0,1,0
Tony Zendejas,67,3936,1446,1,1.5,63,23,2,0,1,2
Lee Johnson,66,4066,1402,6,9.1,59,23.8,0,0,1,2
Brad Daluiso,65,4293,923,19,29.2,43,21.5,0,0,3,0
Nick Lowery,63,3581,1195,0,0,61,19.6,1,0,1,0
Michael Husted,61,3948,941,14,23,44,21.4,2,0,1,0
Lin Elliott,56,3549,1062,4,7.1,48,22.1,0,0,3,0
Al Del Greco,55,2905,814,1,1.8,47,17.3,6,3,0,0
Greg Davis,52,3085,1002,3,5.8,44,22.8,2,1,2,1
Chris Gardocki,52,2896,969,0,0,50,19.4,4,1,0,1
Norm Johnson,47,2812,870,1,2.1,42,20.7,1,0,3,0
Eddie Murray,30,1602,606,0,0,27,22.4,2,1,1,0
Scott Tyner,24,1479,432,0,0,23,18.8,0,0,1,0
Jeff Wilkins,24,1446,476,1,4.2,23,20.7,0,0,0,0
Louie Aguiar,19,1166,385,1,5.3,18,21.4,0,0,0,0
Mitch Berger,17,997,343,2,11.8,14,24.5,0,0,1,0
Kevin Butler,15,890,302,0,0,15,20.1,0,0,0,0
Todd Peterson,9,562,147,1,11.1,6,24.5,0,0,2,0
Jeff Feagles,3,184,65,0,0,3,21.7,0,0,0,0
Matt Bahr,2,24,0,0,0,0,0,2,0,0,0
Doug Pelfrey,2,57,6,0,0,2,3,1,0,0,0
David Treadwell,2,24,0,0,0,0,0,2,1,0,0
Harold Alexander,1,62,26,0,0,1,26,0,0,0,0
Rich Camarillo,1,60,18,0,0,1,18,0,0,0,0
Jeff Gossett,1,66,17,0,0,1,17,0,0,0,0
Craig Hentrich,1,10,0,0,0,0,0,1,0,0,0
Mike Horan,1,50,0,0,0,1,0,0,0,0,0
John Jett,1,39,5,0,0,1,5,0,0,0,0
Rohn Stark,1,51,14,0,0,1,14,0,0,0,0
Rick Tuten,1,63,14,0,0,1,14,0,0,0,0
Klaus Wilmsmeyer,1,47,11,0,0,1,11,0,0,0,0
