Team,FF,FR,FR TD
Panthers,22,15,0
Broncos,22,12,1
Patriots,22,9,2
Cardinals,22,14,2
Redskins,22,15,1
Rams,20,12,2
Buccaneers,19,12,2
Saints,18,13,1
Giants,18,12,2
Eagles,18,11,1
Seahawks,18,8,3
Lions,17,9,1
Steelers,16,13,0
Jets,15,12,0
Browns,14,10,0
Jaguars,14,9,2
Raiders,14,10,0
Colts,13,8,1
Chiefs,13,6,2
Falcons,12,8,2
Packers,12,6,0
Texans,12,11,1
Titans,11,8,1
Vikings,11,9,1
Chargers,11,9,0
Bengals,10,7,0
Bills,9,8,1
Ravens,8,8,1
Dolphins,8,3,0
Bears,6,9,0
Cowboys,6,3,0
Niners,5,3,0
