Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Roddy White,115,1389,10,15,3,46,73,63.5,1,365,179
Reggie Wayne,111,1355,6,13,4,50,72,64.9,1,410,173
Jason Witten,94,1002,9,13,0,33,49,52.1,1,394,128
Santana Moss,93,1115,6,9,3,56,61,65.6,3,499,146
Larry Fitzgerald,90,1137,6,14,1,41,59,65.6,0,215,174
Andre Johnson,86,1216,8,18,5,60,59,68.6,1,328,138
Brandon Marshall,86,1014,3,9,2,46,57,66.3,2,219,147
Wes Welker,86,848,7,6,0,35,47,54.6,0,411,122
Danny Amendola,85,689,3,2,0,36,35,41.2,1,374,123
Marques Colston,84,1023,7,12,1,43,57,67.9,0,275,133
Steve Johnson,82,1073,10,11,2,45,61,74.4,1,401,143
Davone Bess,79,820,5,8,0,29,43,54.4,0,316,125
Hakeem Nicks,79,1052,11,20,1,46,55,69.6,1,297,128
LeSean McCoy,78,592,2,6,1,40,31,39.7,1,738,90
Chris Cooley,77,849,3,9,0,35,40,52,3,389,127
Calvin Johnson,77,1120,12,16,3,87,57,74,1,329,137
Brandon Lloyd,77,1448,11,23,9,71,72,93.5,0,198,153
Greg Jennings,76,1265,12,21,6,86,52,68.4,2,415,125
Dwayne Bowe,72,1162,15,19,4,75,55,76.4,1,371,132
Terrell Owens,72,983,9,15,3,78,47,65.3,0,271,139
Percy Harvin,71,868,5,14,2,53,41,57.8,0,442,110
Brandon Pettigrew,71,722,4,8,0,35,35,49.3,0,366,111
Tony Gonzalez,70,656,6,5,0,34,39,55.7,0,181,111
Jeremy Maclin,70,964,10,13,4,83,45,64.3,1,267,116
Miles Austin,69,1041,7,17,2,69,50,72.5,1,437,119
Benjamin Watson,68,763,3,10,1,44,40,58.8,0,279,102
Pierre Garcon,67,784,6,7,2,57,41,61.2,0,254,119
Chad Johnson,67,831,4,8,1,42,47,70.2,0,186,125
Jacob Tamme,67,631,4,5,0,30,35,52.2,0,310,93
Arian Foster,66,604,2,6,1,50,34,51.5,0,613,84
Lance Moore,66,763,8,7,2,80,40,60.6,1,276,95
Mike Thomas,66,820,4,13,1,50,38,57.6,0,299,102
Kellen Winslow,66,730,5,10,2,41,36,54.6,1,241,98
Jabar Gaffney,65,875,2,12,2,50,42,64.6,1,203,112
Mike Williams,65,964,11,18,2,58,44,67.7,3,334,127
Mike Williams,65,751,2,8,1,68,40,61.5,0,214,110
Anquan Boldin,64,837,7,10,1,61,43,67.2,1,237,108
Ray Rice,63,556,1,4,0,34,23,36.5,0,569,82
Deion Branch,61,818,6,10,3,79,43,70.5,1,272,92
Peyton Hillis,61,477,2,4,1,47,25,41,0,453,77
Derrick Mason,61,802,7,9,2,42,44,72.1,0,131,100
Mario Manningham,60,944,9,19,4,92,32,53.3,1,343,92
Zach Miller,60,685,5,11,1,43,36,60,1,271,91
Mike Wallace,60,1257,10,26,10,56,48,80,1,376,100
Eddie Royal,59,627,3,8,1,41,32,54.2,1,381,105
Darren Sproles,59,520,2,3,2,57,25,42.4,0,500,75
Hines Ward,59,755,5,14,1,43,35,59.3,1,258,94
Jahvid Best,58,487,2,5,2,75,16,27.6,0,590,80
Austin Collie,58,649,8,9,2,73,32,55.2,1,296,71
Marcedes Lewis,58,700,10,9,1,42,37,63.8,2,271,88
Vernon Davis,56,914,7,16,5,66,35,62.5,0,444,93
Nate Burleson,55,625,6,8,1,58,32,58.2,2,316,86
Michael Crabtree,55,741,6,10,1,60,40,72.7,0,301,101
Dustin Keller,55,687,5,11,2,41,33,60,0,234,100
Braylon Edwards,53,904,7,14,5,74,40,75.5,1,290,102
Brandon Gibson,53,620,2,6,1,41,33,62.3,0,215,91
Jermaine Gresham,52,471,4,5,0,27,25,48.1,2,354,83
Santonio Holmes,52,746,6,11,3,52,36,69.2,0,229,94
Jordan Shipley,52,600,3,7,2,64,30,57.7,0,202,75
LaDainian Tomlinson,52,368,0,2,0,21,19,36.5,1,357,79
Jason Avant,51,573,1,8,0,34,31,60.8,0,187,76
Donald Driver,51,565,4,6,2,61,29,56.9,1,180,84
Matt Forte,51,547,3,7,1,89,21,41.2,3,485,70
Jacoby Jones,51,562,3,6,1,47,31,60.8,1,229,79
Johnny Knox,51,960,5,17,4,67,43,84.3,1,243,100
Kevin Walter,51,621,5,8,0,35,33,64.7,0,134,80
Antonio Gates,50,782,10,15,1,48,42,84,0,331,66
James Jones,50,679,5,8,2,66,33,66,3,301,87
Felix Jones,48,450,1,7,1,71,16,33.3,1,562,52
Steve Smith,48,529,3,4,1,45,29,60.4,0,109,75
Ahmad Bradshaw,47,314,0,0,0,18,18,38.3,0,380,58
Steve Breaston,47,718,1,15,0,37,32,68.1,0,176,88
DeSean Jackson,47,1056,6,21,8,91,33,70.2,2,354,97
Darren McFadden,47,507,3,4,2,67,21,44.7,1,544,61
Tony Moeaki,47,556,3,6,0,34,31,66,0,201,72
Visanthe Shiancoe,47,530,2,8,0,33,21,44.7,0,172,80
Earl Bennett,46,561,3,7,1,48,27,58.7,1,212,70
Frank Gore,46,452,2,6,1,41,16,34.8,1,472,73
Steven Jackson,46,383,0,4,1,49,15,32.6,0,386,62
Steve Smith,46,554,2,7,0,39,24,52.2,2,221,102
Cadillac Williams,46,355,1,1,0,20,18,39.1,0,332,64
Dez Bryant,45,561,6,8,3,46,27,60,0,208,72
Jamaal Charles,45,468,3,7,0,31,21,46.7,1,427,66
Aaron Hernandez,45,563,6,9,2,46,27,60,0,297,64
Jordy Nelson,45,582,2,7,1,80,25,55.6,1,257,64
Tony Scheffler,45,378,1,2,0,25,24,53.3,1,161,72
Anthony Armstrong,44,871,3,15,7,76,32,72.7,1,171,86
Chris Johnson,44,245,1,1,0,25,9,20.4,1,256,57
Robert Meachem,44,638,5,10,5,55,27,61.4,0,129,66
Josh Morgan,44,698,2,12,2,65,27,61.4,1,295,80
Jason Snelling,44,303,3,1,0,28,11,25,1,268,51
Brian Hartline,43,615,1,10,1,54,27,62.8,1,221,73
Brandon Jackson,43,342,1,2,0,37,18,41.9,0,374,50
Mike Sims-Walker,43,562,7,11,0,39,33,76.7,1,134,79
Kenny Britt,42,775,9,12,5,80,33,78.6,1,124,73
Brent Celek,42,511,4,8,1,65,23,54.8,0,238,78
Rob Gronkowski,42,546,10,11,0,28,30,71.4,1,198,59
Heath Miller,42,512,2,6,0,36,24,57.1,1,242,67
Nate Washington,42,687,6,11,3,71,34,81,0,115,94
Jerricho Cotchery,41,433,2,3,1,49,26,63.4,0,119,87
Daniel Fells,41,391,2,4,0,36,24,58.5,0,261,65
Michael Jenkins,41,505,2,6,2,43,29,70.7,0,83,73
Louis Murphy,41,609,2,10,2,70,27,65.8,2,215,78
Greg Olsen,41,404,5,3,0,39,22,53.7,2,168,70
Jeremy Shockey,41,408,3,3,0,31,22,53.7,0,120,59
Mike Goodson,40,310,0,4,0,32,15,37.5,0,370,57
Todd Heap,40,599,5,7,1,65,30,75,1,240,64
Devin Hester,40,475,4,4,0,39,23,57.5,0,222,73
Chansi Stuckey,40,346,0,2,0,25,21,52.5,2,199,63
Anthony Fasano,39,528,4,9,0,31,29,74.4,0,207,59
Keiland Williams,39,309,2,3,0,36,11,28.2,1,316,58
Owen Daniels,38,471,2,8,0,31,25,65.8,0,276,67
Brandon LaFell,38,468,1,4,1,44,23,60.5,0,137,75
Dallas Clark,37,347,3,3,1,50,21,56.8,0,133,53
Lee Evans,37,578,4,9,3,54,26,70.3,2,127,82
Malcom Floyd,37,717,6,12,4,55,33,89.2,1,118,77
David Gettis,37,508,3,8,1,88,24,64.9,0,163,67
Knowshon Moreno,37,372,3,5,1,45,15,40.5,0,373,48
Roy Williams,37,530,5,11,2,63,25,67.6,3,218,64
Deon Butler,36,385,4,6,2,63,20,55.6,0,116,70
Joel Dreessen,36,518,4,9,2,43,24,66.7,1,198,55
Mohamed Massaquoi,36,483,2,7,1,41,24,66.7,1,136,75
Adrian Peterson,36,341,1,5,0,34,17,47.2,0,347,50
Bo Scaife,36,318,4,4,0,30,17,47.2,2,115,52
Blair White,36,355,5,3,0,33,24,66.7,0,75,59
Kevin Boss,35,531,5,9,1,54,22,62.9,1,237,69
Reggie Bush,34,208,1,2,0,20,10,29.4,0,204,43
Maurice Jones-Drew,34,317,2,2,1,75,11,32.4,0,319,44
Devery Henderson,34,464,1,6,1,57,21,61.8,0,137,61
Laurent Robinson,34,344,2,4,0,32,19,55.9,0,99,74
Danny Woodhead,34,379,1,3,1,50,15,44.1,0,318,44
Martellus Bennett,33,260,0,1,0,32,12,36.4,1,183,48
Ronnie Brown,33,242,0,2,0,24,13,39.4,0,223,42
Justin Forsett,33,252,0,1,0,21,9,27.3,0,234,51
Roscoe Parrish,33,400,2,8,0,37,20,60.6,1,121,53
Dante Rosario,32,264,0,2,0,26,15,46.9,0,133,59
John Carlson,31,318,1,4,0,37,12,38.7,0,131,58
Jimmy Graham,31,356,5,3,1,52,21,67.7,1,147,43
Fred Jackson,31,215,2,1,1,65,9,29,1,268,54
David Nelson,31,353,3,4,0,37,19,61.3,0,77,48
Brandon Stokley,31,354,0,2,0,36,23,74.2,0,101,43
T.J. Houshmandzadeh,30,398,3,6,1,56,19,63.3,1,89,58
Ben Obomanu,30,494,4,7,4,87,17,56.7,0,182,50
David Thomas,30,219,2,1,0,22,11,36.7,0,131,46
Jared Cook,29,361,1,6,0,36,18,62.1,0,156,45
Brian Robiskie,29,310,3,4,1,46,12,41.4,0,56,50
Pierre Thomas,29,201,0,2,0,23,9,31,0,249,29
Delanie Walker,29,331,0,5,0,38,13,44.8,1,168,44
Cedric Benson,28,178,1,1,0,24,9,32.1,0,196,38
Bernard Berrian,28,252,0,3,0,30,14,50,0,82,54
Correll Buckhalter,28,240,2,2,0,23,9,32.1,0,256,39
Patrick Crayton,28,514,1,9,3,49,24,85.7,0,220,42
Randy Moss,28,393,5,6,0,37,20,71.4,0,70,63
Emmanuel Sanders,28,376,2,6,0,35,18,64.3,0,78,49
Early Doucet,26,291,1,6,0,36,10,38.5,0,87,58
Darrius Heyward-Bey,26,366,1,5,1,69,17,65.4,0,103,65
Rashad Jennings,26,223,0,2,0,25,8,30.8,0,210,33
Mewelde Moore,26,205,0,3,0,29,10,38.5,0,212,31
Arrelious Benn,25,395,2,5,3,64,17,68,1,161,39
Andre Caldwell,25,345,0,4,2,53,16,64,0,109,37
Jacoby Ford,25,470,2,8,3,52,19,76,0,125,53
Maurice Morris,25,170,0,0,0,16,9,36,0,162,31
Marcel Reece,25,333,3,4,2,73,12,48,0,303,43
Mike Tolbert,25,216,0,2,0,28,8,32,0,196,29
Derek Hagan,24,223,1,0,0,17,15,62.5,0,26,43
Andre Roberts,24,307,2,4,1,74,10,41.7,1,136,49
C.J. Spiller,24,157,1,1,1,41,7,29.2,0,161,31
Sammie Stroughter,24,239,0,1,0,27,13,54.2,0,100,39
Brandon Tate,24,432,3,8,4,65,14,58.3,1,145,46
Ladell Betts,23,141,0,1,0,25,6,26.1,0,172,30
Mark Clayton,23,306,2,5,0,39,15,65.2,0,97,42
Josh Cribbs,23,292,1,4,1,65,11,47.8,0,137,39
Rashard Mendenhall,23,167,0,1,0,24,6,26.1,0,188,34
Legedu Naanee,23,371,1,5,1,59,20,87,1,102,46
Chris Chambers,22,213,1,1,0,26,13,59.1,0,46,44
Harry Douglas,22,294,1,4,1,46,15,68.2,0,125,52
Jacob Hester,22,145,1,1,0,21,9,40.9,0,163,26
Marshawn Lynch,22,145,0,1,0,22,5,22.7,2,145,28
Ryan Mathews,22,145,0,0,0,17,7,31.8,1,178,26
Antwaan Randle El,22,253,0,3,0,34,15,68.2,0,49,39
Demaryius Thomas,22,283,2,5,0,31,15,68.2,1,139,39
Craig Davis,21,259,1,3,1,49,14,66.7,0,96,39
Fred Davis,21,316,3,4,2,71,11,52.4,0,177,29
Jermichael Finley,21,301,1,7,0,34,12,57.1,0,103,26
Toby Gerhart,21,167,0,2,0,23,6,28.6,2,176,29
Tim Hightower,21,136,0,1,0,20,6,28.6,1,153,42
Le'Ron McClain,21,134,0,0,0,19,6,28.6,0,157,26
Dexter McCluster,21,209,1,2,0,31,11,52.4,0,173,39
Andrew Quarless,21,238,1,3,0,23,13,61.9,1,116,33
Golden Tate,21,227,0,2,1,52,8,38.1,0,114,38
Danario Alexander,20,306,1,4,2,46,12,60,0,121,37
Donald Brown,20,205,0,2,0,25,9,45,0,183,28
Greg Camarillo,20,240,1,3,0,31,12,60,0,93,33
Justin Gage,20,266,1,3,0,30,14,70,0,59,43
Brian Leonard,20,137,1,1,0,20,9,45,0,125,26
Randy McMichael,20,221,2,3,0,28,15,75,0,92,25
Zach Miller,20,216,1,1,1,52,10,50,0,104,26
Mike Sellers,20,224,0,5,0,28,9,45,0,148,40
Jerome Simpson,20,277,3,3,1,59,14,70,2,87,25
Chester Taylor,20,139,0,0,0,18,7,35,0,124,26
Joseph Addai,19,124,0,0,0,15,5,26.3,0,87,26
Brian Finneran,19,166,3,1,0,21,11,57.9,0,41,31
Jeff King,19,121,2,0,0,16,8,42.1,0,28,33
Owen Schmitt,19,136,1,0,0,18,9,47.4,0,98,24
Ricky Williams,19,141,1,2,0,28,6,31.6,0,136,30
Michael Bush,18,194,0,1,1,55,11,61.1,0,193,24
Terrance Copper,18,157,0,2,0,20,9,50,0,71,28
Daniel Graham,18,148,0,3,0,28,5,27.8,1,42,37
Bryant Johnson,18,210,0,2,0,24,11,61.1,0,63,49
Donald Jones,18,213,1,4,1,40,8,44.4,0,96,40
Ryan Torain,18,125,2,1,0,20,6,33.3,0,162,28
Tashard Choice,17,109,0,0,0,17,6,35.3,1,122,22
Julius Jones,17,59,0,0,0,13,3,17.6,0,107,22
Jimmy Kleinsasser,17,148,0,3,0,20,6,35.3,0,80,21
Greg Lewis,17,197,0,2,0,33,8,47.1,0,79,36
Sidney Rice,17,280,2,5,1,46,14,82.4,0,43,43
Micheal Spurlock,17,250,2,6,1,43,12,70.6,0,34,32
Antonio Brown,16,167,0,2,0,26,10,62.5,0,107,19
Earnest Graham,16,130,1,1,1,46,3,18.8,0,118,19
Shonn Greene,16,120,0,0,0,15,9,56.2,1,90,23
Evan Moore,16,322,1,7,1,49,11,68.8,1,95,26
LaRod Stephens-Howling,16,111,0,0,0,13,8,50,0,102,23
Brian Westbrook,16,150,1,1,1,62,5,31.2,0,145,24
Damian Williams,16,219,0,4,0,39,10,62.5,0,45,28
Ahmard Hall,15,100,0,0,0,19,5,33.3,0,116,20
John Kuhn,15,97,2,0,0,12,6,40,0,109,18
Ben Patrick,15,123,0,1,0,21,5,33.3,1,64,18
Billy Bajema,14,145,2,2,0,26,8,57.1,1,72,24
Sam Hurd,14,120,0,0,0,13,11,78.6,0,68,23
Vincent Jackson,14,248,3,3,1,58,12,85.7,0,46,24
Thomas Jones,14,122,0,1,0,20,8,57.1,0,118,20
Willis McGahee,14,55,1,1,0,32,2,14.3,0,96,18
Seyi Ajirotutu,13,262,2,5,1,55,12,92.3,0,70,23
Travis Beckum,13,116,2,2,0,29,7,53.8,0,35,18
John Gilmore,13,160,1,2,0,30,9,69.2,0,95,18
Michael Hoomanawanui,13,146,3,2,0,36,9,69.2,0,109,22
Ovie Mughelli,13,126,1,0,0,18,5,38.5,0,108,18
Kelley Washington,13,173,1,2,0,36,10,76.9,0,91,14
Joey Galloway,12,173,0,2,1,62,9,75,0,19,38
Ted Ginn,12,163,1,2,0,37,6,50,0,18,35
BenJarvus Green-Ellis,12,85,0,0,0,16,5,41.7,0,54,16
Jerome Harrison,12,85,0,1,0,23,2,16.7,0,85,13
Max Komar,12,117,0,1,0,20,6,50,1,39,22
Brandon Myers,12,80,0,0,0,16,4,33.3,0,47,16
Lousaka Polite,12,61,0,0,0,14,3,25,0,49,17
Jonathan Stupar,12,111,0,1,0,35,4,33.3,1,92,13
Tyrell Sutton,12,70,0,0,0,14,3,25,0,68,12
Michael Turner,12,85,0,0,0,19,2,16.7,0,91,20
David Anderson,11,117,0,1,0,35,5,45.4,0,52,18
Marion Barber,11,49,0,0,0,15,1,9.1,0,76,15
Ed Dickson,11,152,1,2,1,58,5,45.4,0,75,23
Chad Hall,11,115,1,1,1,48,5,45.4,0,28,19
Jason Hill,11,248,1,5,2,48,9,81.8,0,45,20
Greg Jones,11,47,0,0,0,12,2,18.2,0,43,11
Donald Lee,11,73,3,0,0,17,6,54.6,1,50,12
Bernard Scott,11,60,0,1,0,25,3,27.3,0,77,13
Kevin Smith,11,123,0,2,0,27,7,63.6,0,102,16
Craig Stevens,11,122,2,1,0,28,6,54.6,0,76,23
DeAngelo Williams,11,61,0,0,0,14,3,27.3,0,77,14
Devin Aromashodu,10,149,0,3,0,34,8,80,0,50,23
Tim Castille,10,43,0,0,0,14,3,30,0,50,12
Kenneth Darby,10,61,1,1,0,21,2,20,0,75,13
Johnnie Lee Higgins,10,103,0,1,0,26,5,50,0,21,29
Reggie Kelly,10,42,0,0,0,9,0,0,0,26,13
Justin Peelle,10,96,1,0,0,15,8,80,0,51,15
Leonard Pope,10,76,2,0,0,14,7,70,0,36,19
Chris Baker,9,116,1,1,1,44,4,44.4,0,46,19
Rashied Davis,9,84,1,1,0,21,6,66.7,0,30,14
Clay Harbor,9,72,1,1,0,24,3,33.3,0,22,15
Javarris James,9,63,0,0,0,11,3,33.3,1,79,11
Cameron Morrah,9,117,0,2,0,36,5,55.6,0,68,18
Bear Pascoe,9,72,0,0,0,12,5,55.6,0,56,13
Isaac Redman,9,72,2,0,0,16,3,33.3,0,85,10
Naaman Roosevelt,9,139,0,3,0,30,7,77.8,0,37,17
Matt Spaeth,9,80,1,0,0,13,4,44.4,0,34,19
Leon Washington,9,79,0,1,0,28,3,33.3,0,71,13
Stephen Williams,9,101,0,0,0,17,5,55.6,0,37,23
Dominique Zeigler,9,98,0,1,0,20,5,55.6,0,14,15
Aaron Brown,8,45,0,0,0,10,3,37.5,0,24,13
James Casey,8,98,0,2,0,33,5,62.5,0,63,15
Patrick Cobbs,8,91,2,1,0,29,4,50,0,32,19
Jerome Felton,8,54,0,0,0,19,3,37.5,0,63,15
Dan Gronkowski,8,65,0,0,0,13,3,37.5,0,28,13
Vonta Leach,8,91,0,1,0,21,3,37.5,0,72,15
Michael Robinson,8,37,0,0,0,13,0,0,0,41,13
Jonathan Stewart,8,103,1,1,1,55,2,25,0,66,13
Tiquan Underwood,8,111,0,3,0,22,6,75,0,21,22
Roydell Williams,8,109,0,1,0,34,4,50,0,57,18
Jason Wright,8,42,0,0,0,9,1,12.5,0,46,17
Adrian Arrington,7,79,0,0,0,17,3,42.9,0,27,9
Mike Bell,7,67,0,2,0,28,4,57.1,1,59,9
David Clowney,7,124,0,4,0,31,4,57.1,0,41,16
Riley Cooper,7,116,1,3,0,37,5,71.4,0,14,18
Julian Edelman,7,86,0,2,1,40,3,42.9,0,96,14
Heath Evans,7,41,1,0,0,18,4,57.1,0,38,11
Chris Gronkowski,7,35,1,0,0,12,2,28.6,0,30,14
Brandon Jacobs,7,59,0,1,0,22,3,42.9,0,31,13
David Martin,7,43,1,0,0,15,3,42.9,0,19,9
Ruvell Martin,7,158,1,3,1,61,6,85.7,0,55,10
Sammy Morris,7,77,0,1,0,22,4,57.1,0,72,12
Javon Ringer,7,44,0,0,0,9,2,28.6,0,22,8
Stephen Spach,7,40,0,0,0,14,3,42.9,0,21,17
Maurice Stovall,7,81,1,2,0,38,4,57.1,0,58,9
Derrick Ward,7,61,0,0,0,12,2,28.6,0,66,11
D.J. Ware,7,67,0,0,0,18,3,42.9,0,58,9
Dezmon Briscoe,6,93,1,1,1,54,4,66.7,0,40,7
Alge Crumpler,6,52,2,1,0,27,4,66.7,0,35,11
Eric Decker,6,106,1,2,0,38,4,66.7,1,31,8
Kevin Faulk,6,62,0,1,0,21,2,33.3,0,43,11
Mardy Gilyard,6,63,0,1,0,21,4,66.7,0,15,16
Mike Hart,6,25,0,0,0,10,2,33.3,0,24,6
Brandon James,6,40,0,0,0,17,3,50,0,15,11
Marlon Moore,6,128,1,2,1,57,4,66.7,0,75,19
Kassim Osgood,6,60,1,1,0,24,4,66.7,0,17,16
Brett Swain,6,72,0,1,0,31,3,50,0,57,9
Naufahu Tahi,6,39,1,0,0,11,3,50,0,37,6
Verran Tucker,6,114,1,2,0,38,5,83.3,0,22,19
Roberto Wallace,6,62,0,0,0,19,1,16.7,0,16,10
Eric Weems,6,61,0,0,0,18,3,50,0,21,6
Kris Wilson,6,73,0,1,0,37,2,33.3,1,58,9
Ramses Barden,5,64,0,2,0,26,2,40,0,8,7
LeGarrette Blount,5,14,0,0,0,7,0,0,1,10,7
Lorenzo Booker,5,32,0,0,0,7,3,60,1,32,6
Nate Byham,5,27,0,0,0,9,0,0,0,26,7
Anthony Dixon,5,11,0,0,0,8,1,20,0,10,5
Brody Eldridge,5,39,0,0,0,10,1,20,0,17,9
Tony Fiammetta,5,34,0,0,0,11,3,60,0,22,10
Anthony Gonzalez,5,67,0,1,0,34,3,60,0,17,9
Lavelle Hawkins,5,61,0,1,0,24,3,60,0,6,6
Mike Karney,5,14,0,0,0,4,1,20,0,11,5
Spencer Larsen,5,51,1,1,0,29,3,60,0,42,5
Brandon Manumaleuna,5,43,1,0,0,16,4,80,0,28,7
Michael Palmer,5,29,1,0,0,11,3,60,0,17,8
Clinton Portis,5,55,0,0,0,14,4,80,0,63,9
Ryan Purvis,5,38,0,0,0,12,3,60,0,30,6
Tony Richardson,5,31,0,0,0,14,1,20,0,25,5
Robert Royal,5,56,1,1,0,20,2,40,0,17,12
Chaz Schilens,5,40,1,0,0,11,4,80,0,12,9
Chris Wells,5,74,0,1,1,43,3,60,0,32,8
Mike Cox,4,27,0,0,0,13,1,25,0,24,4
Tom Crabtree,4,61,0,2,0,33,2,50,0,34,7
James Davis,4,45,0,1,0,28,1,25,0,56,5
Jeff Dugan,4,30,0,0,0,10,3,75,0,22,5
Will Heller,4,37,1,0,0,13,1,25,0,35,5
David Johnson,4,46,0,1,0,25,2,50,0,32,6
Laurence Maroney,4,50,0,1,0,28,2,50,0,52,7
Corey McIntyre,4,32,0,0,0,14,1,25,1,34,8
Moran Norris,4,20,0,0,0,8,1,25,0,17,9
Preston Parker,4,42,0,1,0,21,3,75,0,32,10
Brad Smith,4,44,0,1,0,23,2,50,0,11,7
Kory Sperry,4,73,0,1,0,35,3,75,0,41,4
Lawrence Vickers,4,15,0,0,0,10,1,25,0,12,10
Terrence Austin,3,47,0,1,0,28,3,100,0,11,5
Lance Ball,3,16,0,0,0,13,1,33.3,0,26,6
