Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Philip Rivers,4710,8.7,541,357,66,30,13,101.8,234,43.2,65,14,59,38,227
Peyton Manning,4700,6.9,679,450,66.3,33,17,91.9,253,37.3,43,9,73,16,91
Drew Brees,4620,7,658,448,68.1,33,22,90.9,236,35.9,47,10,80,25,185
Matt Schaub,4370,7.6,574,365,63.6,24,12,92,222,38.7,59,9,60,32,226
Eli Manning,4002,7.4,539,339,62.9,31,25,85.3,192,35.6,57,7,92,16,117
Carson Palmer,3970,6.8,586,362,61.8,26,20,82.4,205,35,45,9,78,26,201
Aaron Rodgers,3922,8.3,475,312,65.7,28,11,101.2,183,38.5,54,10,86,31,193
Tom Brady,3900,7.9,492,324,65.8,36,4,111,189,38.4,53,9,79,25,175
Matt Ryan,3705,6.5,571,357,62.5,28,9,91,199,34.8,32,6,46,23,158
Kyle Orton,3653,7.3,498,293,58.8,20,9,87.5,173,34.7,52,11,71,34,243
Joe Flacco,3622,7.4,489,306,62.6,25,10,93.6,174,35.6,40,7,67,40,294
Sam Bradford,3512,6,590,354,60,18,15,76.5,179,30.3,36,4,49,34,244
Josh Freeman,3451,7.3,474,291,61.4,25,6,95.9,166,35,48,10,64,28,195
Donovan McNabb,3377,7.2,472,275,58.3,14,15,77.1,152,32.2,41,11,76,37,271
Chad Henne,3301,6.7,490,301,61.4,15,19,75.4,168,34.3,37,4,57,30,178
Mark Sanchez,3291,6.5,507,278,54.8,17,13,75.3,162,32,43,10,74,27,171
Jay Cutler,3274,7.6,432,261,60.4,23,16,86.3,159,36.8,41,6,89,52,352
Ben Roethlisberger,3200,8.2,389,240,61.7,17,5,97,149,38.3,52,8,56,32,220
Matt Cassel,3116,6.9,450,262,58.2,27,7,93,163,36.2,40,4,75,26,182
Mike Vick,3018,8.1,372,233,62.6,21,6,100.2,131,35.2,48,12,91,34,210
Matt Hasselbeck,3001,6.8,444,266,59.9,12,17,73.2,136,30.6,33,10,87,29,175
Ryan Fitzpatrick,3000,6.8,441,255,57.8,23,15,81.8,151,34.2,39,8,65,24,145
David Garrard,2734,7.5,366,236,64.5,23,15,90.8,130,35.5,39,5,75,33,253
Shaun Hill,2686,6.5,416,257,61.8,16,12,81.3,133,32,32,3,75,17,113
Brett Favre,2509,7,358,217,60.6,11,19,69.9,114,31.8,38,1,53,22,139
Jason Campbell,2387,7.3,329,194,59,13,8,84.5,108,32.8,29,8,73,33,208
Alex Smith,2370,6.9,342,204,59.6,14,10,82.1,103,30.1,30,7,62,25,140
Jon Kitna,2365,7.4,318,209,65.7,16,12,88.9,117,36.8,32,6,71,21,100
Derek Anderson,2065,6.3,327,169,51.7,7,10,65.9,97,29.7,32,1,43,25,176
Kerry Collins,1823,6.6,278,160,57.6,14,8,82.2,90,32.4,23,4,80,13,91
Tony Romo,1605,7.5,213,148,69.5,11,7,94.9,75,35.2,21,2,69,7,41
Colt McCoy,1576,7.1,222,135,60.8,6,9,74.5,79,35.6,23,2,47,23,132
Jimmy Clausen,1558,5.2,299,157,52.5,3,9,58.4,73,24.4,16,2,55,33,223
Vince Young,1255,8,156,93,59.6,10,3,98.6,58,37.2,19,3,71,13,80
Kevin Kolb,1197,6.3,189,115,60.8,7,7,76.1,58,30.7,13,3,83,15,99
Troy Smith,1176,8.1,145,73,50.3,5,4,77.8,43,29.7,22,3,66,18,112
Bruce Gradkowski,1059,6.8,157,83,52.9,5,7,66.3,50,31.8,15,4,70,10,77
Rex Grossman,884,6.6,133,74,55.6,7,4,81.2,42,31.6,10,2,64,9,77
Jake Delhomme,872,5.8,149,93,62.4,2,7,63.4,36,24.2,11,2,49,6,49
Matt Moore,857,6,143,79,55.2,5,10,55.6,47,32.9,11,0,39,13,90
Drew Stanton,780,6.6,119,69,58,4,3,78.4,39,32.8,7,3,87,6,42
Seneca Wallace,694,6.9,101,64,63.4,4,2,88.5,35,34.6,7,2,65,6,33
John Skelton,662,5.2,126,60,47.6,2,2,62.3,30,23.8,8,2,74,9,65
Tim Tebow,654,8,82,41,50,5,3,82.1,31,37.8,10,2,50,6,26
Matthew Stafford,535,5.6,96,57,59.4,6,1,91.3,27,28.1,4,0,36,4,36
Trent Edwards,521,5.2,101,55,54.5,2,5,54.9,23,22.8,5,1,44,11,95
Charlie Whitehurst,507,5.1,99,57,57.6,2,3,65.5,22,22.2,5,1,61,5,13
Joe Webb,477,5.4,89,54,60.7,0,3,60.9,27,30.3,4,1,46,8,48
Tyler Thigpen,435,7,62,33,53.2,2,2,73,20,32.3,7,0,35,8,50
Matt Flynn,433,6.6,66,40,60.6,3,2,82.4,21,31.8,3,1,66,7,38
Max Hall,370,4.7,78,39,50,1,6,35.7,19,24.4,3,0,26,14,90
Charlie Batch,352,7.2,49,29,59.2,3,3,76.2,13,26.5,5,2,46,4,21
Tarvaris Jackson,341,5.9,58,34,58.6,3,4,63.9,18,31,5,1,46,6,43
Dennis Dixon,254,7.9,32,22,68.8,0,1,79.4,8,25,4,1,52,5,41
Stephen McGee,238,5.4,44,22,50,2,0,81.4,9,20.4,4,0,37,3,25
Todd Bouman,222,6.5,34,18,52.9,2,2,68.5,12,35.3,4,0,29,1,6
Rusty Smith,200,5,40,20,50,0,4,25,7,17.5,2,1,52,1,0
Brian St. Pierre,173,6.2,28,13,46.4,1,2,48.7,3,10.7,2,1,88,3,23
Richard Bartel,150,5.4,28,16,57.1,0,1,57.1,7,25,1,0,31,2,12
Brian Hoyer,122,8.1,15,7,46.7,1,1,69.3,7,46.7,1,1,42,0,0
Luke McCown,120,6.3,19,11,57.9,0,0,76.6,6,31.6,1,0,25,0,0
Mark Brunell,117,9,13,7,53.8,2,1,92,7,53.8,1,1,52,1,7
Josh Johnson,111,6.9,16,14,87.5,0,0,95.6,5,31.2,1,0,22,2,8
Brian Brohm,106,4.6,23,10,43.5,0,3,17.9,4,17.4,1,0,33,3,5
Todd Collins,68,2.5,27,10,37,0,5,5.9,2,7.4,0,0,19,2,15
David Carr,67,5.2,13,5,38.5,0,1,23.6,3,23.1,1,0,22,1,5
Caleb Hanie,55,7.9,7,5,71.4,0,0,94.4,2,28.6,1,0,26,2,15
Tony Pike,47,3.9,12,6,50,0,0,60.1,2,16.7,1,0,22,1,10
Byron Leftwich,42,6,7,5,71.4,0,0,86.6,3,42.9,0,0,14,2,7
Antwaan Randle El,42,21,2,2,100,2,0,158.3,2,100,1,0,39,0,0
Brodie Croyle,38,2,19,8,42.1,0,1,27.7,2,10.5,0,0,16,4,29
Tyler Palko,35,5.8,6,4,66.7,0,0,81.9,2,33.3,0,0,18,2,10
Mohamed Massaquoi,29,29,1,1,100,1,0,158.3,1,100,1,0,29,0,0
Michael Robinson,28,28,1,1,100,0,0,118.8,1,100,1,0,28,0,0
Mike Scifres,28,28,1,1,100,0,0,118.8,1,100,1,0,28,0,0
Kyle Boller,25,6.2,4,2,50,0,1,30.2,1,25,1,0,20,1,6
Levi Brown,24,8,3,2,66.7,0,1,51.4,1,33.3,0,0,16,0,0
Chris Redman,20,3.3,6,4,66.7,0,0,71.5,1,16.7,0,0,14,0,0
Josh Cribbs,19,6.3,3,2,66.7,0,0,84,2,66.7,0,0,10,1,0
Chad Pennington,19,9.5,2,1,50,0,0,83.3,1,50,0,0,19,0,0
Jordan Palmer,18,6,3,3,100,0,0,91.7,1,33.3,0,0,7,2,20
Steve Breaston,17,8.5,2,1,50,0,0,79.2,1,50,0,0,17,0,0
Chase Daniel,16,5.3,3,2,66.7,0,0,79.9,0,0,0,0,9,1,10
Peyton Hillis,13,6.5,2,1,50,0,0,70.8,1,50,0,0,13,0,0
Sam Koch,13,13,1,1,100,0,0,118.8,1,100,0,0,13,0,0
Billy Volek,8,8,1,1,100,0,0,100,1,100,0,0,8,0,0
Kellen Clemens,6,3,2,1,50,0,0,56.2,1,50,0,0,6,0,0
Brad Smith,6,2,3,2,66.7,1,0,109.7,1,33.3,0,0,3,0,0
Earnest Graham,2,2,1,1,100,1,0,118.8,1,100,0,0,2,0,0
Marion Barber,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jahvid Best,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ronnie Brown,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Patrick Crayton,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Maurice Jones-Drew,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Armanti Edwards,0,0,1,1,100,0,0,79.2,0,0,0,0,0,0,0
Graham Gano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brandon LaFell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Stefan Logan,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brandon Marshall,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Darren McFadden,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Micheal Spurlock,0,0,3,0,0,0,0,39.6,0,0,0,0,0,0,0
Leon Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Anquan Boldin,-6,-6,1,1,100,0,0,79.2,0,0,0,0,-6,0,0
