Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Nick Miller,18.5,2,37,0,1,0,27,0,0
Darius Reynaud,18.4,21,386,0,10,0,31,0,0
Will Blackmon,18.3,13,238,0,4,1,42,0,0
Verran Tucker,18.2,4,73,0,1,0,24,0,0
Kevin Ogletree,18.2,6,109,0,2,0,31,0,0
David Gettis,18.1,8,145,0,2,0,28,0,0
Brian Finneran,18,1,18,0,0,0,18,0,0
Clifton Smith,18,8,144,0,3,0,26,0,1
Preston Parker,17.8,10,178,0,4,0,37,0,0
Rock Cartwright,17.2,6,103,0,2,0,28,0,0
Mike Karney,17,1,17,0,0,0,17,0,0
Eric Norwood,17,1,17,0,0,0,17,0,0
Lance Ball,16.5,2,33,0,0,0,18,0,0
Brandon James,16.4,14,229,0,4,0,26,0,0
Chad Hall,16.2,4,65,0,1,0,21,0,0
C.J. Ah You,16,1,16,0,0,0,16,0,0
Martin Rucker,16,1,16,0,0,0,16,0,0
Tom Zbikowski,16,3,48,0,1,0,20,0,0
Mewelde Moore,15.7,3,47,0,0,0,17,0,0
Naaman Roosevelt,15.5,2,31,0,0,0,16,0,0
Cameron Morrah,15.2,5,76,0,1,0,30,0,0
Terrence Austin,15,1,15,0,0,0,15,0,0
Zach Potter,15,1,15,0,0,0,15,0,0
Tyrell Sutton,15,2,30,0,0,0,18,0,0
Quan Cosby,14.7,3,44,0,0,0,18,0,0
Spencer Larsen,14.7,3,44,0,0,0,19,0,0
Chris Carr,14,1,14,0,0,0,14,0,0
Jehuu Caulcrick,14,2,28,0,0,0,17,0,0
Rashied Davis,14,5,70,0,1,0,32,0,1
Hakeem Nicks,14,1,14,0,0,0,14,0,0
Dimitri Patterson,14,1,14,0,0,0,14,0,1
Delanie Walker,14,5,70,0,1,0,20,0,0
Stephen Williams,14,1,14,0,0,0,14,0,0
Vonta Leach,13.3,3,40,0,1,0,26,0,0
Sammy Morris,13.2,5,66,0,2,0,23,0,1
Terrance Copper,13,2,26,0,0,0,17,0,0
Dwight Lowery,13,2,26,0,0,0,14,0,0
Stephen Spach,13,2,26,0,0,0,15,0,0
James Starks,12.5,2,25,0,0,0,17,0,0
Brent Celek,12,1,12,0,0,0,12,0,0
Eric Foster,12,1,12,0,0,0,12,0,0
Moran Norris,12,1,12,0,0,0,12,0,0
Jason Pierre-Paul,12,1,12,0,0,0,12,0,0
Tony Wragge,12,1,12,0,0,0,12,0,0
Raymond Ventrone,11.8,4,47,0,0,0,17,0,0
Mike Sellers,11.7,7,82,0,0,0,18,0,0
John Conner,11.7,3,35,0,0,0,18,0,0
Chris Gronkowski,11.5,2,23,0,0,0,13,0,0
Heath Evans,11.2,4,45,0,0,0,13,0,0
Scott Chandler,11,1,11,0,0,0,11,0,0
James Davis,11,1,11,0,0,0,11,0,0
Jeff King,11,1,11,0,0,0,11,0,0
Robert Turner,11,1,11,0,0,0,11,0,0
Kyle Wilson,11,2,22,0,0,0,15,0,0
Mike Bell,10.5,6,63,0,1,0,31,0,0
Ahmard Hall,10.5,2,21,0,0,0,15,0,0
Golden Tate,10,1,10,0,0,0,10,0,0
Josh Morgan,9.5,2,19,0,0,0,13,0,1
Terence Newman,9,1,9,0,0,0,9,0,0
Owen Schmitt,9,2,18,0,0,0,18,1,0
Chris Wilson,9,3,27,0,0,0,15,0,1
Jacob Hester,8.3,3,25,0,0,0,13,0,0
Justin Forsett,8,1,8,0,0,0,8,0,0
Larry Grant,8,1,8,0,0,0,8,0,0
Jerome Harrison,8,4,32,0,0,0,10,0,0
Reggie Kelly,8,1,8,0,0,0,8,0,0
John Kuhn,8,1,8,0,0,0,8,0,0
Turk McBride,8,1,8,0,0,0,8,0,0
Matthew Mulligan,8,1,8,0,0,0,8,0,0
Marcel Reece,7,1,7,0,0,0,7,0,0
Marcus Benard,6.5,4,26,0,0,0,11,0,0
Lawrence Vickers,6.5,2,13,0,0,0,10,0,0
Ovie Mughelli,6,1,6,0,0,0,6,0,0
Javarris James,5.3,3,16,0,0,0,16,0,0
Brock Bolen,5,1,5,0,0,0,5,0,0
Chris Gocong,5,1,5,0,0,0,5,0,0
Jake O'Connell,5,1,5,0,0,0,5,1,0
Lousaka Polite,5,2,10,0,0,0,10,0,0
Jeff Dugan,4,2,8,0,0,0,5,0,0
Andre Fluellen,4,1,4,0,0,0,4,0,0
Jason Wright,4,2,8,0,0,0,8,0,1
Alge Crumpler,3.6,5,18,0,0,0,7,1,0
Jared Cook,3,1,3,0,0,0,3,0,0
Anthony McCoy,3,1,3,0,0,0,3,0,0
Byron Westbrook,3,2,6,0,0,0,6,0,0
Matt Wilhelm,3,1,3,0,0,0,3,0,0
Jasper Brinkley,2,1,2,0,0,0,2,0,0
Kellen Davis,2,1,2,0,0,0,2,0,0
Justin Gage,2,1,2,0,0,0,2,0,0
Jackie Battle,0,1,0,0,0,0,0,0,0
Nate Burleson,0,1,0,0,0,0,0,0,0
Michael Crabtree,0,1,0,0,0,0,0,0,0
Donald Driver,0,1,0,0,0,0,0,0,0
Chris Ellis,0,1,0,0,0,0,0,0,1
Dane Fletcher,0,1,0,0,0,0,0,0,0
BenJarvus Green-Ellis,0,1,0,0,0,0,0,0,0
Michael Huff,0,1,0,0,0,0,0,0,0
Jimmy Kennedy,0,1,0,0,0,0,0,0,1
Brit Miller,0,1,0,0,0,0,0,0,0
Earl Mitchell,0,1,0,0,0,0,0,0,0
Cyril Obiozor,0,1,0,0,0,0,0,0,0
Tony Scheffler,0,1,0,0,0,0,0,0,0
Maurice Simpkins,0,1,0,0,0,0,0,0,0
Ernest Wilford,0,1,0,0,0,0,0,0,0
Antonio Cromartie,-6,1,-6,0,0,0,-6,0,0
