Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Cassius Vaughn,62.5,2,125,1,2,1,97,0,0
Captain Munnerlyn,43.5,2,87,0,2,1,64,0,0
Tyjuan Hagler,41,1,41,1,1,1,41,0,0
Devin Hester,35.6,12,427,0,9,5,79,0,0
Reggie Bush,32,1,32,0,1,0,32,0,0
Patrick Crayton,31,1,31,0,1,0,31,0,0
Dan Connolly,30,3,90,0,1,1,71,0,0
Jason Hill,30,1,30,0,1,0,30,0,0
Joe Webb,30,1,30,0,1,0,30,0,0
Jerome Felton,29.5,2,59,0,2,0,37,0,0
Chad Simpson,29.5,2,59,0,2,0,32,0,0
David Reed,29.3,21,616,1,16,2,103,0,0
Curtis Brinkley,29,1,29,0,1,0,29,0,0
Leon Hall,29,1,29,0,1,0,29,0,0
Brad Smith,28.6,50,1432,2,34,6,97,0,0
Eric Weems,27.5,40,1100,1,31,5,102,0,0
LaRod Stephens-Howling,27.2,57,1548,2,39,6,102,0,0
Devin Thomas,26.6,15,399,0,14,1,42,0,0
Andre Caldwell,26.3,3,79,0,3,0,32,0,0
Stefan Logan,26.3,55,1448,1,41,5,105,0,1
Sammie Stroughter,26.3,3,79,0,3,0,30,0,0
Brandon Tate,25.8,41,1057,2,25,2,103,0,0
Micheal Spurlock,25.7,44,1129,1,29,4,89,0,1
Leon Washington,25.6,57,1461,3,34,7,101,0,2
Marc Mariani,25.5,60,1530,1,42,4,98,0,2
Marlon Moore,25.5,2,51,0,1,0,34,0,0
Eric Decker,25.3,22,556,0,17,2,51,0,2
Emmanuel Sanders,25.1,25,628,0,19,2,48,0,2
Brandon Banks,25.1,46,1155,1,34,4,96,0,1
Sherrick McManis,25,1,25,0,1,0,25,0,0
Albert Young,25,1,25,0,1,0,25,0,0
Deji Karim,25,50,1248,0,37,3,65,0,3
Demaryius Thomas,24.9,16,398,0,10,1,65,0,1
Danieal Manning,24.7,33,816,0,23,4,62,0,0
Darren Sproles,24.6,51,1257,0,37,2,45,0,1
Dez Bryant,24.4,12,293,0,8,2,43,0,0
Nolan Carroll,24.3,27,655,0,19,1,46,0,0
Jerious Norwood,24.2,4,97,0,4,0,34,0,0
Jordan Pugh,24.2,9,218,0,6,0,32,0,0
Jacoby Ford,24.2,53,1280,3,27,4,101,0,3
Joe Haden,24,4,96,0,3,0,32,0,0
Gerard Lawson,24,2,48,0,2,0,28,0,0
Lorenzo Booker,23.8,18,429,0,11,3,49,0,0
Courtney Roby,23.8,33,785,0,27,0,39,0,1
Devery Henderson,23.7,6,142,0,5,0,27,0,0
Jalen Parmele,23.4,24,562,0,16,0,39,0,1
Tiquan Underwood,23.4,24,561,0,15,2,53,0,0
Antonio Brown,23.4,17,397,1,9,1,89,0,0
Percy Harvin,23.3,40,933,1,24,3,95,0,1
Andre Roberts,23.3,14,326,0,9,1,47,0,0
Steve Breaston,23.1,7,162,0,5,0,27,0,0
C.J. Spiller,23,44,1014,1,28,2,95,0,2
Ladell Betts,23,1,23,0,1,0,23,0,0
Danny Amendola,22.8,50,1142,0,33,1,84,0,1
Johnny Knox,22.8,8,182,0,5,1,42,0,0
Jordy Nelson,22.6,22,496,0,12,3,51,0,2
Bernard Scott,22.4,56,1257,0,34,4,60,0,1
Mardy Gilyard,22.2,16,356,0,12,0,34,0,1
Bryan McCann,22,23,507,0,13,0,38,0,2
Jeremy Maclin,22,1,22,0,1,0,22,0,0
Zach Miller,22,1,22,0,1,0,22,0,0
Montell Owens,22,1,22,0,1,0,22,0,0
Pierre Thomas,22,7,154,0,5,0,32,0,0
Mike Goodson,21.8,48,1048,0,28,4,46,0,2
Akwasi Owusu-Ansah,21.7,25,543,0,16,2,41,0,0
Jorrick Calvin,21.6,32,692,0,20,1,41,0,1
Ellis Hobbs,21.6,16,345,0,9,1,46,0,1
Sam Shields,21.5,21,452,0,11,2,49,0,0
Jacoby Jones,21.5,23,494,0,16,0,35,0,0
Devin Moore,21.4,12,257,0,9,0,33,0,1
Eddie Royal,21.4,5,107,0,2,0,33,0,1
Justin Tryon,21.4,14,299,0,7,0,39,0,0
Javier Arenas,21.2,24,509,0,14,0,35,0,1
Ted Ginn,21.1,47,992,0,23,3,61,0,0
Yamon Figurs,21,5,105,0,3,0,25,0,1
Dominic Rhodes,21,12,252,0,8,0,27,0,0
D.J. Ware,20.6,21,432,0,13,0,37,0,0
Kyle Williams,20.5,4,82,0,1,0,30,0,0
Cornelius Brown,20.4,5,102,0,4,0,23,0,0
Kenny Moore,20.4,5,102,0,2,0,27,0,0
Pat Lee,20.4,13,265,0,8,0,30,0,0
Josh Cribbs,20.4,40,814,0,18,0,37,0,2
Tashard Choice,20.3,3,61,0,2,0,27,0,0
Dexter McCluster,20.3,26,527,0,13,0,36,0,0
Isaac Redman,20.2,4,81,0,4,0,21,0,0
Eldra Buckley,20,1,20,0,1,0,20,0,0
Donald Jones,20,6,120,0,2,0,31,0,0
Joe McKnight,20,3,60,0,1,0,28,0,0
Steve Slaton,19.7,39,767,0,21,1,50,0,0
Patrick Cobbs,19.6,22,431,0,10,1,40,0,1
Josh Wilson,19.5,6,117,0,3,0,26,0,1
Adam Jones,19.1,7,134,0,2,0,29,0,0
Perrish Cox,19.1,9,172,0,4,0,30,0,0
Clay Harbor,19,1,19,0,0,0,19,0,0
Leodis McKelvin,18.9,14,265,0,5,1,49,0,1
Keith Toston,18.8,4,75,0,2,0,20,0,0
