Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Mat McBriar,47.9,42.3,2750,66,65,3115,22,11,6,8,7,33,205,0,1
Shane Lechler,47,40.8,3138,77,68,3618,27,7,10,4,11,45,400,0,0
Mike Scifres,46.7,33.1,1722,56,67,2430,13,5,3,9,7,28,528,1,4
Andy Lee,46.2,38.2,3480,91,64,4203,34,2,11,12,12,54,483,0,0
Brandon Fields,46.2,38.8,2835,75,69,3369,31,2,9,4,15,43,454,1,2
Thomas Morstead,45.9,38.4,2188,57,64,2618,21,5,10,6,10,26,310,0,0
Daniel Sepulveda,45.5,39.1,2192,56,62,2550,16,0,4,8,21,23,198,0,0
Donnie Jones,45.5,40,3761,94,63,4276,32,6,18,4,21,45,435,1,0
Matt Dodge,44.8,34.8,2507,73,69,3222,20,11,9,9,7,36,535,2,1
Nick Harris,44.6,35.8,3225,90,66,4018,24,4,7,8,17,54,633,1,0
Britton Colquitt,44.6,36.6,3145,86,63,3835,19,7,5,7,17,50,550,0,0
Dustin Colquitt,44.4,38,3347,89,72,3908,33,10,6,10,20,42,361,0,1
Reggie Hodges,43.9,39,3039,78,59,3424,29,8,12,5,13,40,285,0,0
Tim Masthay,43.9,37.6,2673,71,62,3114,25,9,8,5,18,31,341,1,0
Adam Podlesh,43.8,39.2,2233,57,63,2496,26,5,11,7,15,19,123,0,0
Sav Rocca,43.8,39,2846,73,63,3195,28,11,5,2,21,34,309,0,0
Sam Koch,43.6,39.2,3175,81,60,3530,39,11,10,4,22,34,275,0,0
Ben Graham,43.4,36.6,3442,94,65,4080,29,14,16,9,20,35,458,0,0
Zoltan Mesko,43.2,38.4,2226,58,65,2505,19,2,12,5,14,25,179,0,0
Jason Baker,43.1,36.5,3469,95,60,4097,22,8,10,7,16,54,488,1,0
Chris Kluwe,43,38.9,3228,83,59,3569,32,7,17,5,22,32,241,1,0
Brett Kern,42.9,39.1,3008,77,68,3302,24,8,14,4,16,35,214,0,0
Steve Weatherford,42.6,38.1,3202,84,61,3581,42,11,15,4,27,27,299,0,0
Brian Moorman,42.4,36.6,2742,75,61,3181,17,12,7,7,17,32,299,0,0
Kevin Huber,42.1,38.7,2748,72,72,2992,28,8,17,6,14,26,124,0,1
Matt Turk,42.1,36.8,2317,63,60,2650,19,4,11,5,14,29,233,0,0
Patrick McAfee,42,35.4,2302,65,66,2731,21,3,8,7,22,25,289,1,0
Jeremy Kapinos,41.9,33.3,600,18,59,754,7,1,0,3,4,10,94,0,0
Jon Ryan,41.7,37.3,2907,78,63,3254,27,5,14,1,23,35,327,1,0
Josh Bidwell,41.7,37.7,566,15,52,625,3,2,5,0,1,7,59,0,0
Robert Malone,41.5,36.5,1900,52,64,2160,17,6,7,5,12,22,160,0,0
Sam Paulescu,41.2,33.1,563,17,52,700,2,2,1,1,2,11,117,0,0
Michael Koenen,40.7,36.1,2673,75,61,3014,29,6,11,5,24,28,241,0,1
Hunter Smith,40.5,33.7,1919,57,56,2310,17,12,6,1,13,25,371,1,0
Brad Maynard,40.1,35.2,2923,83,56,3326,24,14,15,5,10,39,303,1,0
Shaun Suisham,38.3,34.3,103,3,39,115,1,1,0,0,0,2,12,0,0
Chris Bryan,37.4,34.3,788,23,57,860,7,4,4,0,5,10,72,0,0
Graham Gano,35.2,30,120,5,42,141,1,1,0,0,1,2,21,0,1
Ben Roethlisberger,35,15,15,1,35,35,0,0,0,1,0,0,0,0,0
Connor Barth,33,13,13,1,33,33,0,0,0,1,0,0,0,0,0
Sebastian Janikowski,33,33,33,1,33,33,0,0,0,0,0,1,0,0,0
Ryan Succop,33,13,13,1,33,33,0,0,0,1,0,0,0,0,0
