Player,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Josh Brown,33,39,84.6,0/0,11/12,12/14,7/9,3/4,0/0,53,2
Sebastian Janikowski,33,41,80.5,0/0,8/8,13/14,8/12,4/7,0/0,59,0
David Akers,32,38,84.2,0/0,12/12,10/12,9/11,1/3,0/0,50,1
Dan Carpenter,30,41,73.2,1/1,9/9,5/5,11/18,3/6,1/2,60,2
Nick Folk,30,39,76.9,1/1,10/11,14/16,3/6,2/4,0/1,56,1
Matt Bryant,28,31,90.3,0/0,11/11,8/9,8/10,1/1,0/0,51,1
Neil Rackers,27,30,90,0/0,8/8,11/11,5/7,3/4,0/0,57,0
Billy Cundiff,26,29,89.7,0/0,11/11,8/9,7/8,0/1,0/0,49,0
Adam Vinatieri,26,28,92.9,0/0,8/8,9/10,9/10,0/0,0/0,48,1
Robbie Gould,25,30,83.3,1/1,9/9,8/9,4/7,3/4,0/0,54,1
John Kasay,25,29,86.2,0/0,9/9,2/2,11/14,3/4,0/0,55,0
Olindo Mare,25,30,83.3,2/2,10/12,7/7,5/7,1/2,0/0,51,0
Rob Bironas,24,26,92.3,0/0,6/6,8/9,8/8,2/2,0/1,55,0
David Buehler,24,32,75,0/0,8/8,4/7,8/11,4/6,0/0,53,0
Jay Feely,24,27,88.9,0/0,8/8,6/6,8/10,2/3,0/0,55,0
Graham Gano,24,35,68.6,1/1,8/10,4/7,11/14,0/3,0/0,49,1
Jeff Reed,24,32,75,2/2,9/10,8/9,3/7,2/4,0/0,53,0
Connor Barth,23,28,82.1,0/0,6/6,10/10,6/10,1/2,0/0,53,2
Phil Dawson,23,28,82.1,3/3,7/7,10/10,3/5,0/2,0/1,48,0
Nate Kaeding,23,28,82.1,0/0,6/6,7/8,9/10,1/4,0/0,50,1
Mason Crosby,22,28,78.6,1/1,7/8,4/5,8/10,2/4,0/0,56,2
Josh Scobee,22,28,78.6,2/2,3/3,6/7,9/14,2/2,0/0,59,1
Garrett Hartley,20,25,80,1/1,4/6,7/9,6/7,2/2,0/0,52,0
Ryan Succop,20,26,76.9,0/0,6/6,7/9,6/8,1/3,0/0,53,1
Lawrence Tynes,19,23,82.6,0/0,12/12,2/4,3/4,2/3,0/0,53,0
Ryan Longwell,17,18,94.4,0/0,7/7,8/9,2/2,0/0,0/0,48,0
Rian Lindell,16,21,76.2,1/1,6/6,5/6,2/3,2/4,0/1,51,0
Matt Prater,16,18,88.9,0/0,3/3,7/7,4/5,2/3,0/0,59,0
Mike Nugent,15,19,79,0/0,5/5,7/7,1/3,2/4,0/0,54,1
Shaun Suisham,14,15,93.3,1/1,4/4,1/1,8/9,0/0,0/0,48,0
Dave Rayner,13,16,81.2,0/0,3/3,3/3,5/8,2/2,0/0,55,0
Shayne Graham,12,12,100,1/1,5/5,5/5,1/1,0/0,0/0,41,0
Jason Hanson,12,14,85.7,0/0,1/1,4/4,4/5,3/4,0/0,52,0
Joe Nedney,11,13,84.6,0/0,6/6,2/2,1/2,2/3,0/0,51,0
Stephen Gostkowski,10,13,76.9,0/0,2/2,6/7,2/3,0/1,0/0,43,0
Clint Stitser,7,8,87.5,0/0,4/5,2/2,1/1,0/0,0/0,47,0
Steven Hauschka,6,7,85.7,0/0,1/1,3/3,2/3,0/0,0/0,46,0
John Carney,5,6,83.3,0/0,1/2,4/4,0/0,0/0,0/0,32,0
Kris Brown,4,5,80,0/0,1/1,3/3,0/0,0/1,0/0,36,0
Shane Andrus,2,4,50,0/0,1/1,1/2,0/1,0/0,0/0,38,1
Aaron Pettrey,2,4,50,1/1,1/2,0/0,0/1,0/0,0/0,28,0
Ndamukong Suh,0,0,0,0/0,0/0,0/0,0/0,0/0,0/0,0,0
Wes Welker,0,0,0,0/0,0/0,0/0,0/0,0/0,0/0,0,0
