Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Tim Castille,3,5,0,0,0,3,0,0,0
Jimmy Graham,3,1,0,0,0,3,1,100,0
Brandon Marshall,3,2,0,0,0,4,0,0,0
Naaman Roosevelt,3,1,0,0,0,3,0,0,0
Roddy White,3,1,0,0,0,3,0,0,0
Anquan Boldin,2,2,0,0,0,3,0,0,0
Jehuu Caulcrick,2,1,0,0,0,2,1,100,0
Jeff Dugan,2,2,0,0,0,2,1,50,0
Heath Evans,2,2,0,0,0,2,0,0,0
David Gettis,2,3,0,0,0,19,1,33.3,0
Larry Johnson,2,5,0,0,0,7,0,0,0
Johnny Knox,2,1,0,0,0,2,0,0,0
Mario Manningham,2,1,0,0,0,2,0,0,0
Antwaan Randle El,2,1,0,0,0,2,0,0,0
Mike Sellers,2,4,0,0,0,1,1,25,0
Jerome Simpson,2,1,0,0,0,2,0,0,0
Sammie Stroughter,2,1,0,0,0,2,1,100,0
Kerry Collins,1,10,0,0,0,4,1,10,2
Marques Colston,1,1,0,0,0,1,0,0,0
Ahmard Hall,1,1,0,0,0,1,1,100,0
Donald Jones,1,3,0,0,0,2,0,0,0
Brian Moorman,1,2,0,0,0,1,0,0,0
Cedric Peerman,1,2,0,0,0,1,0,0,0
Shaun Smith,1,1,1,0,0,1,1,100,0
Naufahu Tahi,1,1,0,0,0,1,1,100,0
Demaryius Thomas,1,2,0,0,0,1,0,0,1
Jason Baker,0,1,0,0,0,0,0,0,0
Josh Bidwell,0,1,0,0,0,0,0,0,1
Dez Bryant,0,1,0,0,0,0,0,0,0
Patrick Cobbs,0,4,0,0,0,4,0,0,0
Britton Colquitt,0,1,0,0,0,0,0,0,0
Matt Dodge,0,1,0,0,0,0,0,0,1
Brett Kern,0,1,0,0,0,0,0,0,0
Sam Koch,0,1,0,0,0,0,0,0,1
Kregg Lumpkin,0,1,0,0,0,0,0,0,0
Mat McBriar,0,1,0,0,0,0,0,0,1
Moran Norris,0,3,0,0,0,1,0,0,0
Chris Pressley,0,1,0,0,0,0,0,0,0
Samson Satele,0,1,0,0,0,0,0,0,1
Leonard Weaver,0,1,0,0,0,0,0,0,0
Mike Williams,0,1,0,0,0,0,0,0,0
Andre Brown,-1,2,0,0,0,0,0,0,0
Caleb Hanie,-1,1,0,0,0,-1,0,0,0
Greg Jennings,-1,1,0,0,0,-1,0,0,0
Chris Redman,-1,1,0,0,0,-1,0,0,0
Benjamin Watson,-1,1,0,0,0,-1,0,0,0
Andre Caldwell,-2,1,0,0,0,-2,0,0,0
Jake Delhomme,-2,8,0,0,0,2,1,12.5,1
Devin Moore,-2,2,0,0,0,1,0,0,1
Legedu Naanee,-2,3,0,0,0,5,0,0,0
Dante Rosario,-2,1,0,0,0,-2,0,0,0
Hines Ward,-2,1,0,0,0,-2,0,0,0
Davone Bess,-3,2,0,0,0,0,0,0,0
Drew Brees,-3,18,0,0,0,7,1,5.6,0
Jerricho Cotchery,-3,4,0,0,0,4,0,0,0
Mohamed Massaquoi,-3,1,0,0,0,-3,0,0,0
Sage Rosenfels,-3,3,0,0,0,0,0,0,0
Antone Smith,-3,1,0,0,0,-3,0,0,0
Yamon Figurs,-4,1,0,0,0,-4,0,0,0
Harry Douglas,-5,2,0,0,0,0,0,0,0
Max Hall,-5,1,0,0,0,-5,0,0,0
Billy Volek,-5,6,0,0,0,0,0,0,0
Santana Moss,-6,5,0,0,0,7,0,0,0
Bernard Berrian,-8,1,0,0,0,-8,0,0,0
Brian Hoyer,-8,10,0,0,0,1,0,0,0
Nate Washington,-8,1,0,0,0,-8,0,0,0
Jon Ryan,-9,1,0,0,0,-9,0,0,0
Laurent Robinson,-14,2,0,0,0,-5,0,0,0
Brandon Lloyd,-18,1,0,0,0,-18,0,0,0
Matt Turk,-27,1,0,0,0,-27,0,0,0
