Player,INT,INT TD,INT Yds,Lng
Ed Reed,8,0,183,44
Devin McCourty,7,0,110,50
Troy Polamalu,7,1,101,45
Asante Samuel,7,0,70,33
Jason Allen,6,0,18,17
Joe Haden,6,0,101,62
DeAngelo Hall,6,1,92,92
Aqib Talib,6,1,91,45
Tramon Williams,6,0,87,64
Charles Godfrey,5,0,112,38
Brent Grimes,5,0,84,36
Chris Harris,5,0,69,39
William Moore,5,0,117,34
Terence Newman,5,0,16,30
Gerald Sensabaugh,5,0,26,10
Alphonso Smith,5,1,48,42
Earl Thomas,5,0,68,34
Terrell Thomas,5,0,56,28
Charles Tillman,5,0,127,56
Eric Berry,4,1,102,54
Antoine Cason,4,0,51,28
Nick Collins,4,0,34,24
Derek Cox,4,0,14,14
Bradley Fletcher,4,0,41,28
Michael Griffin,4,0,50,28
Leon Hall,4,0,19,22
D.J. Moore,4,1,95,54
Dimitri Patterson,4,1,40,40
Kerry Rhodes,4,0,174,66
Corey Webster,4,0,11,13
Husain Abdullah,3,0,5,5
Nate Allen,3,0,27,16
Oshiomogho Atogwe,3,0,53,34
Ronde Barber,3,0,98,64
Patrick Chung,3,1,96,51
Nate Clements,3,0,46,39
Antonio Cromartie,3,0,75,66
Drayton Florence,3,1,42,40
Deon Grant,3,0,0,0
A.J. Hawk,3,0,31,21
E.J. Henderson,3,0,10,10
Michael Huff,3,0,32,17
Johnathan Joseph,3,1,38,21
Kendrick Lewis,3,0,46,23
Dwight Lowery,3,2,87,41
Richard Marshall,3,0,91,66
Brandon Meriweather,3,0,39,39
Quintin Mikell,3,0,0,0
Captain Munnerlyn,3,1,37,37
Troy Nolan,3,0,35,20
Glover Quin,3,0,12,10
Dominique Rodgers-Cromartie,3,2,86,32
James Sanders,3,1,60,32
Shawntae Spencer,3,0,0,0
Takeo Spikes,3,0,9,6
Alterraun Verner,3,0,41,19
Josh Wilson,3,1,12,12
Michael Adams,2,0,36,36
Mike Adams,2,0,51,26
Asher Allen,2,0,27,27
Jared Allen,2,1,40,36
Jordan Babineaux,2,0,37,20
Champ Bailey,2,0,0,0
Alan Ball,2,0,27,27
David Bowens,2,2,94,64
Lance Briggs,2,0,1,1
Sheldon Brown,2,0,0,0
Phillip Buchanon,2,0,51,43
Keith Bulluck,2,0,7,6
Kevin Burnett,2,1,31,29
James Butler,2,0,13,16
Chris Carr,2,0,13,12
Ryan Clark,2,0,34,23
Marquice Cole,2,1,49,35
Craig Dahl,2,0,23,23
Abram Elam,2,0,18,18
Cortland Finnegan,2,1,41,41
Brandon Flowers,2,1,33,33
Aaron Francisco,2,0,10,11
Jabari Greer,2,1,50,26
Steve Gregory,2,0,41,41
Cody Grimm,2,1,24,13
Gary Guyton,2,1,72,59
James Harrison,2,0,2,2
Kelvin Hayden,2,2,56,31
Renaldo Hill,2,0,67,36
Kareem Jackson,2,0,23,23
Quentin Jammer,2,0,5,5
Malcolm Jenkins,2,1,105,96
Chris Johnson,2,1,30,30
Sean Lee,2,1,44,31
Paris Lenon,2,0,12,10
Deandre Levy,2,1,41,30
Ray Lewis,2,1,26,24
Rey Maualuga,2,0,58,47
Jason McCourty,2,0,11,11
Bryant McFadden,2,0,-3,-3
Jon McGraw,2,0,4,4
Leodis McKelvin,2,0,10,10
Reggie Nelson,2,0,63,56
Rob Ninkovich,2,0,1,1
Jarrad Page,2,0,0,0
Julius Peppers,2,0,1,1
Charlie Peprah,2,0,0,0
Mike Peterson,2,0,18,17
Jerraud Powers,2,0,11,11
Carlos Rogers,2,0,43,38
Stanford Routt,2,1,22,22
Benny Sapp,2,0,9,9
Sam Shields,2,0,0,0
Amari Spievey,2,0,35,26
Ike Taylor,2,0,9,9
Syd'Quan Thompson,2,0,20,18
Lawrence Timmons,2,0,5,5
Greg Toler,2,1,66,66
T.J. Ward,2,0,39,23
Lardarius Webb,2,0,32,32
Eric Weddle,2,1,64,41
Adrian Wilson,2,0,4,4
George Wilson,2,0,65,56
Antoine Winfield,2,0,41,41
Will Witherspoon,2,0,11,9
LaMarr Woodley,2,1,22,14
Charles Woodson,2,1,48,48
John Abraham,1,0,6,6
James Anderson,1,0,1,1
Kyle Arrington,1,1,36,36
Larry Asante,1,0,4,4
Jonathan Babineaux,1,0,0,0
Kevin Barnes,1,0,8,8
Jon Beason,1,0,7,7
Yeremiah Bell,1,0,21,21
Kevin Bentley,1,0,18,18
Aaron Berry,1,0,23,23
Antoine Bethea,1,0,31,31
Kroy Biermann,1,1,31,31
E.J. Biggers,1,0,0,0
Desmond Bishop,1,1,32,32
Quincy Black,1,0,4,4
Stewart Bradley,1,0,0,0
Tyvon Branch,1,0,15,15
Keith Brooking,1,0,41,41
Ahmad Brooks,1,0,32,32
Everette Brown,1,0,0,0
Tarell Brown,1,1,62,62
Melvin Bullitt,1,0,19,19
Morgan Burnett,1,0,0,0
Jairus Byrd,1,1,37,37
Don Carey,1,0,7,7
Brandon Carr,1,0,0,0
Nolan Carroll,1,0,1,1
Brandon Chillar,1,0,9,9
Chris Clemons,1,0,0,0
Drew Coleman,1,0,0,0
Kurt Coleman,1,0,7,7
Sean Considine,1,0,-2,-2
Stephen Cooper,1,0,2,2
Perrish Cox,1,0,15,15
Travis Daniels,1,0,4,4
Andra Davis,1,0,11,11
Chauncey Davis,1,1,26,26
Vontae Davis,1,0,0,0
Brian Dawkins,1,0,-2,-2
Thomas DeCoud,1,0,0,0
Kevin Dockery,1,0,8,8
Dwan Edwards,1,0,8,8
Dane Fletcher,1,0,0,0
