Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
David Akers,96,6214,1502,23,24,69,21.8,2,1,2,0
Sebastian Janikowski,93,6091,1412,29,31.2,61,23.2,1,0,1,1
Michael Koenen,88,5945,1362,23,26.1,64,21.3,1,0,0,1
Neil Rackers,86,5695,1741,13,15.1,72,24.2,2,1,0,1
David Buehler,84,5585,1344,22,26.2,55,24.4,3,0,3,1
Mason Crosby,84,5173,1658,4,4.8,76,21.8,1,1,3,0
Patrick McAfee,84,5629,1708,16,19,66,25.9,2,0,0,1
Nick Folk,81,5025,1428,7,8.6,73,19.6,0,0,1,0
Billy Cundiff,79,5620,987,40,50.6,38,26,0,0,1,0
Connor Barth,78,4811,1554,1,1.3,75,20.7,2,0,0,1
Ryan Succop,78,4794,1336,8,10.3,66,20.2,2,0,2,1
Lawrence Tynes,78,4877,1366,6,7.7,71,19.2,0,0,1,0
Robbie Gould,77,4965,1394,16,20.8,58,24,1,0,2,0
Rob Bironas,76,5071,1389,17,22.4,56,24.8,1,1,2,1
Josh Scobee,76,5044,1266,15,19.7,59,21.5,1,0,2,1
Josh Brown,73,4866,1538,5,6.8,65,23.7,2,0,2,1
Nate Kaeding,72,4529,1485,4,5.6,66,22.5,1,0,1,3
Olindo Mare,72,4679,1068,20,27.8,49,21.8,3,0,1,0
Graham Gano,71,4678,1160,9,12.7,61,19,0,0,1,0
Jeff Reed,71,4357,1444,6,8.4,64,22.6,2,0,0,1
Dan Carpenter,70,4603,1303,14,20,53,24.6,0,0,3,2
Jay Feely,70,4552,1234,16,22.9,51,24.2,3,0,0,0
Phil Dawson,67,4057,959,7,10.4,54,17.8,4,0,2,0
Rian Lindell,67,4242,1238,8,11.9,57,21.7,1,0,1,0
Ryan Longwell,65,4050,1455,3,4.6,61,23.8,1,0,0,1
Shayne Graham,62,3802,1303,3,4.8,59,22.1,0,0,0,0
Matt Prater,57,3680,853,20,35.1,34,25.1,3,1,0,1
Rhys Lloyd,53,3523,997,11,20.8,40,24.9,3,0,1,0
Thomas Morstead,49,3331,950,10,20.4,39,24.4,0,0,0,0
Mike Nugent,44,2786,900,7,15.9,34,26.5,3,1,0,1
Stephen Gostkowski,42,2851,612,15,35.7,25,24.5,0,0,1,1
Jason Hanson,40,2462,812,1,2.5,38,21.4,1,1,0,1
Shaun Suisham,40,2357,719,2,5,37,19.4,0,0,1,1
Joe Nedney,37,2420,692,4,10.8,33,21,0,0,0,0
Garrett Hartley,34,2140,642,4,11.8,27,23.8,1,0,2,0
Dave Rayner,34,2145,620,2,5.9,31,20,1,0,0,0
Clint Stitser,23,1349,405,0,0,22,18.4,0,0,1,0
Steven Hauschka,20,1224,379,2,10,16,23.7,2,1,0,0
Kris Brown,17,1002,306,1,5.9,14,21.9,2,1,1,0
Jeremy Kapinos,8,481,166,0,0,8,20.8,0,0,0,0
Aaron Pettrey,8,495,192,1,12.5,7,27.4,0,0,0,1
Shane Andrus,7,420,147,0,0,7,21,0,0,0,0
Mike Scifres,7,393,89,1,14.3,4,22.2,1,0,1,0
John Kasay,4,228,45,0,0,4,11.2,0,0,0,0
Nick Harris,3,168,55,0,0,3,18.3,0,0,0,0
Matt Dodge,2,117,45,0,0,2,22.5,0,0,0,0
Andy Lee,2,100,29,0,0,2,14.5,0,0,0,0
John Carney,1,10,0,0,0,0,0,1,0,0,0
Todd Carter,1,60,22,0,0,1,22,0,0,0,0
Britton Colquitt,1,69,27,0,0,1,27,0,0,0,0
Kevin Huber,1,62,7,0,0,1,7,0,0,0,0
Brad Maynard,1,53,10,0,0,1,10,0,0,0,0
Mat McBriar,1,69,19,0,0,1,19,0,0,0,0
Brian Moorman,1,35,0,0,0,0,0,0,0,0,0
Jon Ryan,1,66,31,0,0,1,31,0,0,0,0
Hunter Smith,1,15,0,0,0,0,0,1,0,0,0
Wes Welker,1,45,15,0,0,1,15,0,0,0,0
