Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
49ers,97,5965,6,6.2,89,21.5,0,0,2,0
Chargers,87,5323,6,6.9,79,22,2,1,0,1
Cowboys,86,5145,2,2.3,82,20.8,1,0,1,0
Vikings,86,5068,1,1.2,83,22.2,0,0,2,1
Packers,84,4535,1,1.2,75,18.4,4,1,3,1
Dolphins,83,5011,7,8.4,74,20.9,1,0,1,2
Saints,82,5087,14,17.1,63,23.7,5,1,0,0
Broncos,81,5053,7,8.6,70,19.9,2,0,2,0
Patriots,80,5004,13,16.2,63,21.8,3,1,1,1
Browns,78,4831,5,6.4,71,19.3,1,1,1,0
Bills,77,4534,3,3.9,72,20.2,1,0,1,0
Lions,76,4818,10,13.2,65,24.2,1,1,0,1
Chiefs,75,4715,5,6.7,66,21.9,0,0,3,0
Raiders,73,4470,4,5.5,65,21.6,1,0,3,0
Falcons,72,4353,1,1.4,66,20.1,1,0,4,0
Redskins,72,4444,5,6.9,62,22.4,2,1,3,1
Eagles,71,4045,3,4.2,64,22.3,2,1,2,0
Steelers,71,4210,1,1.4,68,22.5,1,0,1,2
Colts,70,4314,4,5.7,65,20.2,1,0,0,0
Seahawks,69,4148,3,4.4,61,20.2,5,0,1,0
Bengals,68,4123,6,8.8,61,23.1,1,0,1,2
Giants,68,4367,19,27.9,44,21,2,1,3,0
Bears,67,3786,0,0,65,19.6,4,1,0,1
Rams,67,3936,1,1.5,63,23,2,0,1,2
Cardinals,64,3831,4,6.2,53,22.9,2,1,4,1
Jets,63,3581,0,0,61,19.6,1,0,1,0
Buccaneers,61,3948,14,23,44,21.4,2,0,1,0
Oilers,56,2965,1,1.8,48,17.3,6,3,0,0
