Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Chiefs,41,45,91.1,0_0,8_8,20_19,12_10,5_4,0_0,53,0
Rams,40,43,93,1_1,10_10,13_11,12_12,6_6,1_0,56,0
49ers,39,41,95.1,0_0,8_7,11_11,18_17,4_4,0_0,52,1
Patriots,37,40,92.5,0_0,16_16,9_9,11_8,3_3,1_1,62,0
Titans,35,42,83.3,0_0,10_10,7_7,20_16,5_2,0_0,52,1
Steelers,35,38,92.1,0_0,10_10,14_12,10_9,4_4,0_0,53,1
Falcons,34,39,87.2,1_1,6_6,13_10,10_9,9_8,0_0,57,2
Ravens,34,37,91.9,0_0,7_7,11_11,12_11,6_5,1_0,57,1
Vikings,32,38,84.2,0_0,8_8,14_12,7_6,9_6,0_0,53,1
Cardinals,32,40,80,1_1,7_7,14_10,13_10,5_4,0_0,57,2
Saints,31,36,86.1,0_0,10_10,5_4,16_13,5_4,0_0,53,0
Lions,30,35,85.7,2_2,4_4,10_10,8_7,11_7,0_0,58,0
Jaguars,30,35,85.7,0_0,6_6,14_13,10_9,5_2,0_0,56,0
Bills,29,33,87.9,0_0,6_6,9_9,9_7,9_7,0_0,56,0
Panthers,29,30,96.7,0_0,8_8,11_11,10_10,1_0,0_0,48,0
Colts,29,34,85.3,0_0,11_11,10_7,7_6,5_5,1_0,54,1
Eagles,29,34,85.3,0_0,5_5,8_5,14_13,6_5,1_1,61,0
Jets,25,30,83.3,1_1,6_6,4_4,17_12,2_2,0_0,57,1
Buccaneers,25,34,73.5,0_0,7_7,10_9,10_6,7_3,0_0,50,0
Broncos,24,32,75,0_0,8_6,12_11,6_4,5_3,1_0,53,2
Redskins,24,28,85.7,1_1,12_12,6_5,6_5,3_1,0_0,55,1
Cowboys,22,29,75.9,1_1,6_5,8_6,9_7,5_3,0_0,56,0
Dolphins,21,23,91.3,0_0,6_6,8_8,7_6,2_1,0_0,54,0
Seahawks,21,29,72.4,0_0,6_6,10_7,12_8,1_0,0_0,49,0
Texans,20,25,80,0_0,4_3,10_8,7_6,4_3,0_0,55,0
Chargers,20,30,66.7,0_0,11_11,8_6,8_2,3_1,0_0,50,3
Bengals,18,20,90,0_0,6_6,8_7,5_4,1_1,0_0,51,1
Giants,18,25,72,0_0,8_8,5_3,9_4,3_3,0_0,52,2
Bears,16,22,72.7,1_1,5_5,2_2,10_6,4_2,0_0,55,1
Raiders,16,21,76.2,0_0,5_5,7_5,5_3,4_3,0_0,53,1
Browns,15,20,75,0_0,5_5,6_4,6_4,3_2,0_0,54,0
Packers,15,19,79,0_0,8_8,4_2,4_4,3_1,0_0,50,1
