Team,FR TD,SFTY,INT TD
Falcons,0,0,4
Ravens,0,0,5
Bills,0,1,4
Panthers,0,0,2
Bears,0,1,5
Bengals,0,0,4
Browns,0,0,1
Cowboys,0,0,0
Broncos,0,0,2
Lions,0,1,1
Packers,0,0,2
Titans,0,0,1
Texans,0,0,2
Colts,0,0,2
Jaguars,0,2,0
Chiefs,0,0,1
Rams,0,0,0
Raiders,0,0,1
Dolphins,0,1,0
Vikings,0,0,1
Patriots,0,0,1
Saints,0,1,0
Giants,0,0,0
Jets,0,0,2
Eagles,0,0,2
Cardinals,0,0,1
Steelers,0,0,3
Chargers,0,0,1
49ers,0,0,0
Seahawks,0,0,3
Buccaneers,0,0,1
Redskins,0,0,1
