Team,FR TD,SFTY,INT TD
Vikings,4,2,2
Cowboys,3,0,0
Browns,2,0,4
Broncos,2,1,2
Chiefs,2,1,0
Raiders,2,1,3
Jets,2,1,2
Chargers,2,0,0
Falcons,1,0,0
Bengals,1,0,1
Eagles,1,1,2
Steelers,1,0,0
49ers,1,0,0
Seahawks,1,0,0
Bills,0,0,1
Bears,0,0,1
Lions,0,0,1
Packers,0,1,0
Oilers,0,2,0
Colts,0,0,2
Rams,0,0,3
Dolphins,0,1,0
Patriots,0,0,1
Saints,0,3,2
Giants,0,2,2
Cardinals,0,1,2
Buccaneers,0,2,2
Redskins,0,3,3
