Team,FF,FR,FR TD
Raiders,22,18,2
Broncos,21,22,2
Colts,20,15,0
Chiefs,19,18,2
Eagles,19,26,1
Steelers,19,21,1
Vikings,18,18,4
49ers,18,16,1
Lions,17,16,0
Saints,17,18,0
Buccaneers,17,19,0
Jets,16,8,2
Redskins,16,15,0
Patriots,15,12,0
Seahawks,15,13,1
Bears,14,12,0
Browns,14,11,2
Oilers,14,16,0
Bills,13,13,0
Packers,12,15,0
Rams,12,15,0
Giants,11,15,0
Chargers,11,13,2
Bengals,10,16,1
Dolphins,8,8,0
Cardinals,7,11,0
Cowboys,5,10,3
Falcons,4,12,1
