Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Bills,563,1901,3.4,14,6,0,37,128,22.7,7
Broncos,525,2362,4.5,20,14,3,71,134,25.5,11
Steelers,525,2299,4.4,18,11,3,80,138,26.3,11
Panthers,502,1729,3.4,9,4,0,35T,93,18.5,7
Eagles,489,1882,3.8,16,9,5,56T,107,21.9,10
Chiefs,488,2009,4.1,15,8,0,35T,111,22.8,3
Giants,485,1603,3.3,4,5,0,37T,82,16.9,12
Bengals,478,1793,3.8,14,6,0,33,114,23.8,6
Cowboys,475,1641,3.4,14,6,1,42T,105,22.1,6
Oilers,475,1950,4.1,12,12,3,76,110,23.2,8
Bears,472,1720,3.6,9,9,0,32T,104,22,13
Buccaneers,472,1589,3.4,8,7,2,56,90,19.1,12
Redskins,467,1910,4.1,27,14,1,49,106,22.7,10
Packers,465,1838,4,9,4,0,24,118,25.4,11
Dolphins,460,1622,3.5,14,8,1,49,92,20,12
Raiders,456,2174,4.8,7,16,3,77,98,21.5,11
49ers,454,1847,4.1,17,10,1,67,108,23.8,6
Rams,448,1607,3.6,10,6,0,38,93,20.8,18
Seahawks,442,1997,4.5,16,17,4,51T,94,21.3,11
Vikings,435,1546,3.6,7,8,1,57,75,17.2,9
Jaguars,431,1650,3.8,13,7,0,35,90,20.9,12
Patriots,427,1468,3.4,15,5,1,57,103,24.1,5
Colts,420,1448,3.4,9,6,2,53,89,21.2,10
Ravens,416,1745,4.2,10,3,1,42,108,26,5
Chargers,412,1312,3.2,7,1,0,21,80,19.4,11
Jets,407,1583,3.9,8,7,2,78,94,23.1,13
Cardinals,401,1502,3.8,8,7,3,70T,70,17.5,10
Lions,389,1810,4.6,15,13,4,54T,105,27,9
Saints,386,1308,3.4,10,6,1,63,77,20,15
Falcons,329,1461,4.4,9,6,0,34T,67,20.4,6
