Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,93,19.4,0
Bills,0,0,0,0,87,18,0
Bears,0,0,0,0,83,18.1,0
Bengals,0,0,0,0,87,20.8,0
Browns,0,0,0,0,104,23.1,0
Cowboys,0,0,0,0,87,21,0
Broncos,0,0,0,0,67,16.4,0
Lions,0,0,0,0,61,16.8,0
Packers,0,0,0,0,88,19.4,0
Oilers,0,0,0,0,85,18.2,0
Colts,0,0,0,0,79,20.3,0
Chiefs,0,0,0,0,83,19.9,0
Rams,0,0,0,0,64,16.2,0
Raiders,0,0,0,0,90,19.6,0
Dolphins,0,0,0,0,82,21.2,0
Vikings,0,0,0,0,68,17.1,0
Patriots,0,0,0,0,115,22.9,0
Saints,0,0,0,0,100,21.3,0
Giants,0,0,0,0,98,23.4,0
Jets,0,0,0,0,65,15.9,0
Eagles,0,0,0,0,102,22.3,0
Cardinals,0,0,0,0,96,20.3,0
Steelers,0,0,0,0,91,18.7,0
Chargers,0,0,0,0,106,22.1,0
49ers,0,0,0,0,81,19.1,0
Redskins,0,0,0,0,125,26.7,0
