Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dan Fouts,4715,8,589,348,59.1,30,24,84.7,0,0,0,0,65,32,210
Brian Sipe,4132,7.5,554,337,60.8,30,14,91.4,0,0,0,0,65,23,217
Archie Manning,3716,7.3,509,309,60.7,23,20,81.8,0,0,0,0,56,41,311
Tommy Kramer,3582,6.9,522,299,57.3,19,23,72.2,0,0,0,0,76,37,214
Steve Bartkowski,3544,7.6,463,257,55.5,31,16,88.2,0,0,0,0,81,35,324
Lynn Dickey,3529,7.4,478,278,58.2,15,25,70,0,0,0,0,69,37,314
Ron Jaworski,3529,7.8,451,257,57,27,12,91,0,0,0,0,56,27,213
Doug Williams,3396,6.5,521,254,48.8,20,16,69.9,0,0,0,0,61,23,194
Jim Zorn,3346,6.9,488,276,56.6,17,20,72.3,0,0,0,0,67,44,341
Terry Bradshaw,3339,7.9,424,218,51.4,24,22,75,0,0,0,0,68,33,245
Richard Todd,3329,7,479,264,55.1,17,30,62.7,0,0,0,0,55,42,326
Danny White,3287,7.5,436,260,59.6,28,25,80.7,0,0,0,0,58,30,252
Gary Danielson,3223,7.7,417,244,58.5,13,11,82.4,0,0,0,0,87,44,338
Ken Stabler,3202,7,457,293,64.1,13,28,68.7,0,0,0,0,79,27,264
Vince Ferragamo,3199,7.9,404,240,59.4,30,19,89.7,0,0,0,0,74,23,191
Bert Jones,3134,7,446,248,55.6,23,21,75.3,0,0,0,0,47,34,262
Joe Theismann,2962,6.5,454,262,57.7,17,16,75.2,0,0,0,0,54,31,282
Jim Hart,2946,6.9,425,228,53.6,16,20,68.6,0,0,0,0,69,39,292
Joe Ferguson,2805,6.4,439,251,57.2,20,18,74.4,0,0,0,0,69,13,129
Steve Grogan,2475,8.1,306,175,57.2,18,22,73.1,0,0,0,0,71,17,138
Phil Simms,2321,5.8,402,193,48,15,19,58.9,0,0,0,0,58,36,233
Jim Plunkett,2299,7.2,320,165,51.6,18,16,72.9,0,0,0,0,86,36,285
Steve Fuller,2250,7,320,193,60.3,10,12,76.4,0,0,0,0,77,49,348
Craig Morton,2150,7.1,301,183,60.8,12,13,77.8,0,0,0,0,41,26,190
Vince Evans,2039,7.3,278,148,53.2,11,16,66.2,0,0,0,0,89,26,205
Steve DeBerg,1998,6.2,321,186,57.9,12,17,66.7,0,0,0,0,93,14,114
David Woodley,1850,5.7,327,176,53.8,14,17,63.1,0,0,0,0,61,17,127
Joe Montana,1795,6.6,273,176,64.5,15,9,87.8,0,0,0,0,71,15,100
Ken Anderson,1778,6.5,275,166,60.4,6,13,66.9,0,0,0,0,67,24,174
Jack Thompson,1324,5.7,234,115,49.2,11,12,60.9,0,0,0,0,59,13,113
Matt Robinson,942,5.8,162,78,48.2,2,12,39.7,0,0,0,0,52,17,136
Dan Pastorini,932,7.2,130,66,50.8,5,8,61.4,0,0,0,0,56,10,103
Matt Cavanaugh,885,8.4,105,63,60,9,5,95.9,0,0,0,0,40,8,62
Bob Griese,790,7.9,100,61,61,6,4,89.2,0,0,0,0,54,9,89
Mike Phipps,630,5.2,122,61,50,2,9,40,0,0,0,0,56,7,69
Scott Brunner,610,5.4,112,52,46.4,4,6,53,0,0,0,0,50,10,76
Bill Kenney,542,7.9,69,37,53.6,5,2,91.6,0,0,0,0,75,5,43
Cliff Stoudt,493,8.2,60,32,53.3,2,2,78,0,0,0,0,72,4,19
Steve Dils,352,6.9,51,32,62.8,3,0,102.7,0,0,0,0,58,4,32
Don Strock,313,5,62,30,48.4,1,5,35.2,0,0,0,0,33,5,49
Greg Landry,275,5.8,47,24,51.1,2,3,56.6,0,0,0,0,32,2,19
Mike Kruczek,209,6.7,31,22,71,0,2,62.4,0,0,0,0,41,5,51
Bobby Scott,200,6.1,33,16,48.5,2,1,75.3,0,0,0,0,41,4,41
Joe Pisarcik,187,8.5,22,15,68.2,0,0,94.3,0,0,0,0,46,5,34
Pat Haden,185,4.5,41,19,46.3,0,4,19.9,0,0,0,0,24,4,30
Sam Adkins,136,5.9,23,10,43.5,1,3,37.9,0,0,0,0,22,6,51
Tom Clements,77,6.4,12,7,58.3,0,0,77.4,0,0,0,0,18,3,30
Glenn Carano,69,5.8,12,5,41.7,2,0,100.4,0,0,0,0,25,1,0
Rusty Lisch,68,4,17,6,35.3,0,3,8.6,0,0,0,0,23,3,36
Dan Manucci,64,10.7,6,5,83.3,0,0,111.1,0,0,0,0,22,5,48
Earl Campbell,57,28.5,2,1,50,1,0,135.4,0,0,0,0,57,0,0
Louie Giammona,55,18.3,3,3,100,1,0,158.3,0,0,0,0,27,0,0
David Whitehurst,55,3.7,15,5,33.3,0,1,17.4,0,0,0,0,24,3,19
Mike Loyd,49,1.8,28,5,17.9,0,1,24.7,0,0,0,0,20,7,48
Bill Troup,48,4,12,4,33.3,0,3,6.9,0,0,0,0,24,2,20
