Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Earl Campbell,1934,373,13,0,0,55,0,0,0
Walter Payton,1460,317,6,0,0,69,0,0,0
Ottis Anderson,1352,301,9,0,0,52,0,0,0
William Andrews,1308,265,4,0,0,33,0,0,0
Billy Sims,1303,313,13,0,0,52,0,0,0
Joe Cribbs,1185,306,11,0,0,48,0,0,0
Tony Dorsett,1185,278,11,0,0,56,0,0,0
Mike Pruitt,1034,249,6,0,0,56,0,0,0
Lynn Cain,914,235,8,0,0,37,0,0,0
Ted Brown,912,219,8,0,0,55,0,0,0
Mark van Eeghen,838,222,5,0,0,34,0,0,0
Eddie Lee Ivery,831,202,3,0,0,38,0,0,0
Chuck Muncie,827,175,6,0,0,53,0,0,0
Vagas Ferguson,818,211,2,0,0,44,0,0,0
Cullen Bryant,807,183,3,0,0,20,0,0,0
Curtis Dickey,800,176,11,0,0,51,0,0,0
Franco Harris,789,208,4,0,0,26,0,0,0
Don Calhoun,787,200,9,0,0,22,0,0,0
Wilbert Montgomery,778,193,8,0,0,72,0,0,0
Elvis Peacock,777,164,7,0,0,36,0,0,0
Kenny King,761,172,4,0,0,89,0,0,0
Pete Johnson,747,186,6,0,0,57,0,0,0
Dexter Bussey,720,145,3,0,0,40,0,0,0
Earl Cooper,720,171,5,0,0,47,0,0,0
Wilbur Jackson,708,176,3,0,0,55,0,0,0
Charles Alexander,702,169,2,0,0,37,0,0,0
Ted McKnight,693,206,3,0,0,25,0,0,0
Delvin Williams,671,187,2,0,0,65,0,0,0
Jim Jodat,632,155,5,0,0,26,0,0,0
Ricky Bell,599,174,2,0,0,40,0,0,0
Billy Taylor,580,147,4,0,0,35,0,0,0
Scott Dierking,567,156,6,0,0,15,0,0,0
Curtis Brown,559,153,3,0,0,34,0,0,0
Gerry Ellis,545,126,5,0,0,22,0,0,0
Jerry Eckwood,504,149,2,0,0,35,0,0,0
Joe Washington,502,144,1,0,0,17,0,0,0
Clarence Harmon,484,128,4,0,0,23,0,0,0
Mike Thomas,484,118,3,0,0,18,0,0,0
Jim Jensen,476,101,2,0,0,32,0,0,0
Otis Armstrong,470,106,4,0,0,20,0,0,0
Wayne Morris,456,117,6,0,0,24,0,0,0
Robert Newhouse,451,118,6,0,0,29,0,0,0
Jewerl Thomas,427,65,2,0,0,61,0,0,0
Mike Guman,410,100,4,0,0,17,0,0,0
Roland Harper,404,113,5,0,0,13,0,0,0
Dave Preston,385,111,4,0,0,19,0,0,0
Doug Williams,370,58,4,0,0,27,0,0,0
Jimmy Rogers,366,80,1,0,0,24,0,0,0
John Cappelletti,364,101,5,0,0,46,0,0,0
Louie Giammona,361,97,4,0,0,44,0,0,0
Larry Heater,360,111,3,0,0,11,0,0,0
Rob Carpenter,359,97,3,0,0,46,0,0,0
Kevin Long,355,115,6,0,0,18,0,0,0
Rickey Young,351,130,3,0,0,14,0,0,0
Dan Doornink,344,100,3,0,0,22,0,0,0
Lenvil Elliott,341,76,2,0,0,20,0,0,0
Leroy Harris,341,104,3,0,0,22,0,0,0
Rocky Bleier,340,78,1,0,0,19,0,0,0
Richard Todd,330,49,5,0,0,31,0,0,0
Tony Nathan,327,60,1,0,0,18,0,0,0
Ron Springs,326,89,6,0,0,20,0,0,0
Sidney Thornton,325,78,3,0,0,28,0,0,0
Tony Galbreath,308,81,3,0,0,26,0,0,0
Vince Evans,306,60,8,0,0,58,0,0,0
Tom Newton,299,59,0,0,0,23,0,0,0
Art Whittington,299,91,3,0,0,42,0,0,0
Paul Hofer,293,60,1,0,0,26,0,0,0
Charles White,279,86,5,0,0,16,0,0,0
Steve Fuller,274,60,4,0,0,38,0,0,0
Horace Belton,273,68,2,0,0,14,0,0,0
Leon Perry,272,59,1,0,0,17,0,0,0
Bobby Hammond,265,45,0,0,0,36,0,0,0
Cleveland Franklin,264,83,2,0,0,21,0,0,0
Archie Griffin,260,85,0,0,0,14,0,0,0
Clarence Williams,258,97,3,0,0,13,0,0,0
Tim Wilson,257,66,1,0,0,15,0,0,0
Lawrence McCutcheon,254,52,3,0,0,32,0,0,0
Terry Robiskie,250,78,2,0,0,36,0,0,0
Jim Hadnot,244,76,2,0,0,11,0,0,0
Don Woods,239,54,0,0,0,23,0,0,0
Gary Danielson,232,48,2,0,0,33,0,0,0
Greg Hawthorne,226,63,4,0,0,15,0,0,0
Rob Lytle,223,57,1,0,0,35,0,0,0
Roosevelt Leaks,219,67,2,0,0,15,0,0,0
Steve Atkins,216,67,1,0,0,16,0,0,0
Rickey Claitt,215,57,1,0,0,16,0,0,0
David Woodley,214,55,3,0,0,17,0,0,0
Jim Zorn,214,44,1,0,0,25,0,0,0
Steve Howell,206,60,1,0,0,23,0,0,0
Jeff Moore,202,60,0,0,0,20,0,0,0
Woody Bennett,200,46,0,0,0,19,0,0,0
Phil Simms,190,36,1,0,0,20,0,0,0
Wayne Wilson,188,63,1,0,0,15,0,0,0
Theotis Brown,186,40,1,0,0,19,0,0,0
Marvin Sims,186,54,2,0,0,13,0,0,0
Bo Matthews,180,64,0,0,0,18,0,0,0
Tony Reed,180,68,0,0,0,24,0,0,0
Bert Jones,175,27,2,0,0,19,0,0,0
Joe Theismann,175,29,3,0,0,37,0,0,0
Clark Gaines,174,36,0,0,0,15,0,0,0
Willard Harrell,170,42,3,0,0,26,0,0,0
Perry Harrington,166,32,1,0,0,19,0,0,0
Archie Manning,166,23,0,0,0,24,0,0,0
Wendell Tyler,157,30,0,0,0,17,0,0,0
Terdell Middleton,155,56,2,0,0,15,0,0,0
Jim Plunkett,141,28,2,0,0,17,0,0,0
Cleo Miller,139,28,3,0,0,50,0,0,0
James Jones,135,41,0,0,0,9,0,0,0
Don McCauley,133,35,1,0,0,12,0,0,0
Russell Davis,132,33,1,0,0,12,0,0,0
Buddy Hardeman,132,40,0,0,0,13,0,0,0
Rick Berns,131,39,0,0,0,17,0,0,0
Johnny Davis,130,39,1,0,0,8,0,0,0
Deacon Turner,130,30,0,0,0,24,0,0,0
Jon Keyworth,127,38,1,0,0,14,0,0,0
Bruce Harper,126,45,0,0,0,22,0,0,0
Rick Kane,125,31,0,0,0,22,0,0,0
Ken Anderson,122,16,0,0,0,20,0,0,0
Billy Campfield,120,44,1,0,0,9,0,0,0
Eddie Hill,120,39,0,0,0,19,0,0,0
Arnold Morgado,120,47,4,0,0,11,0,0,0
Jack Holmes,119,38,2,0,0,20,0,0,0
Roland Hooks,118,25,1,0,0,25,0,0,0
Greg Pruitt,117,40,0,0,0,19,0,0,0
Tommy Kramer,115,31,1,0,0,13,0,0,0
Danny White,114,27,1,0,0,48,0,0,0
Steve Grogan,112,30,1,0,0,19,0,0,0
Terry Bradshaw,111,36,2,0,0,18,0,0,0
Horace Ivory,111,42,2,0,0,20,0,0,0
Robert Miller,98,27,1,0,0,27,0,0,0
Matt Cavanaugh,97,19,0,0,0,22,0,0,0
Mosi Tatupu,97,33,3,0,0,11,0,0,0
Ron Jaworski,95,27,1,0,0,19,0,0,0
Sherman Smith,94,23,0,0,0,23,0,0,0
Mike Hogan,90,34,2,0,0,12,0,0,0
James Mayberry,88,18,0,0,0,24,0,0,0
Willie McClendon,88,10,1,0,0,48,0,0,0
Freddie Scott,86,5,1,0,0,48,0,0,0
Jack Thompson,84,18,1,0,0,15,0,0,0
Ronnie Coleman,82,14,1,0,0,27,0,0,0
Timmy Newsome,79,25,2,0,0,23,0,0,0
Joe Montana,77,32,2,0,0,11,0,0,0
Joe Ferguson,65,31,0,0,0,15,0,0,0
Sammy White,65,4,0,0,0,45,0,0,0
Chuck Foreman,63,23,1,0,0,7,0,0,0
Leonard Thompson,61,6,0,0,0,30,0,0,0
Larry Brinson,57,16,1,0,0,22,0,0,0
Horace King,57,18,1,0,0,8,0,0,0
Dave Williams,57,26,0,0,0,14,0,0,0
Allan Clark,56,9,1,0,0,15,0,0,0
Freddie Solomon,56,8,0,0,0,11,0,0,0
Brian Sipe,55,20,1,0,0,24,0,0,0
John Skibinski,54,13,0,0,0,8,0,0,0
Doug Paschal,53,15,1,0,0,10,0,0,0
Ike Forte,51,30,1,0,0,6,0,0,0
Eddie Hicks,50,19,0,0,0,9,0,0,0
Rick Upchurch,49,5,0,0,0,21,0,0,0
Matt Robinson,47,21,3,0,0,22,0,0,0
Matt Suhey,45,22,0,0,0,10,0,0,0
Ray Strong,42,6,1,0,0,21,0,0,0
Carlos Carson,41,2,0,0,0,37,0,0,0
Booker Russell,41,8,0,0,0,10,0,0,0
Michael Strachan,41,20,0,0,0,10,0,0,0
Ray Guy,38,3,0,0,0,24,0,0,0
Mike Phipps,38,15,2,0,0,9,0,0,0
Harold Jackson,37,5,0,0,0,16,0,0,0
Phil Francis,36,7,0,0,0,14,0,0,0
Stanley Morgan,36,4,0,0,0,16,0,0,0
Steve Bartkowski,35,25,2,0,0,11,0,0,0
Terry Miller,35,12,0,0,0,6,0,0,0
Cliff Stoudt,35,9,0,0,0,13,0,0,0
Hank Bauer,34,10,1,0,0,7,0,0,0
Vince Ferragamo,34,15,1,0,0,15,0,0,0
Charlie Smith,33,5,0,0,0,16,0,0,0
Earl Gant,32,9,0,0,0,11,0,0,0
Kevin House,32,1,0,0,0,32,0,0,0
Alvin Garrett,31,9,0,0,0,10,0,0,0
Derrick Jensen,30,14,0,0,0,4,0,0,0
Drew Pearson,30,2,0,0,0,32,0,0,0
Dan Manucci,29,3,0,0,0,17,0,0,0
Craig Morton,29,21,1,0,0,9,0,0,0
