Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Kellen Winslow,89,1290,9,0,0,65,0,0,0,0,0
Earl Cooper,83,567,4,0,0,66,0,0,0,0,0
Dwight Clark,82,991,8,0,0,71,0,0,0,0,0
John Jefferson,82,1340,13,0,0,58,0,0,0,0,0
Charlie Joiner,71,1132,4,0,0,51,0,0,0,0,0
James Lofton,71,1226,4,0,0,47,0,0,0,0,0
Ahmad Rashad,69,1095,5,0,0,76,0,0,0,0,0
Pat Tilley,68,966,6,0,0,60,0,0,0,0,0
Steve Largent,66,1064,6,0,0,67,0,0,0,0,0
Wes Chandler,65,975,6,0,0,50,0,0,0,0,0
Rickey Young,64,499,2,0,0,22,0,0,0,0,0
Mike Pruitt,63,471,0,0,0,28,0,0,0,0,0
Ted Brown,62,623,2,0,0,67,0,0,0,0,0
Sam McCullum,62,874,6,0,0,58,0,0,0,0,0
Roger Carr,61,924,5,0,0,43,0,0,0,0,0
Tony Hill,60,1055,8,0,0,58,0,0,0,0,0
Mike Barber,59,712,5,0,0,79,0,0,0,0,0
Alfred Jenkins,58,1035,6,0,0,57,0,0,0,0,0
Art Monk,58,797,3,0,0,54,0,0,0,0,0
Jerry Butler,57,832,6,0,0,69,0,0,0,0,0
Tony Galbreath,57,470,2,0,0,21,0,0,0,0,0
Tony Nathan,57,588,5,0,0,61,0,0,0,0,0
Dave Casper,56,796,4,0,0,43,0,0,0,0,0
Dan Ross,56,724,4,0,0,37,0,0,0,0,0
Wally Francis,54,862,7,0,0,81,0,0,0,0,0
Clarence Harmon,54,534,4,0,0,45,0,0,0,0,0
Cullen Bryant,53,386,3,0,0,25,0,0,0,0,0
Freddie Scott,53,834,4,0,0,43,0,0,0,0,0
Sammy White,53,887,5,0,0,50,0,0,0,0,0
Joe Cribbs,52,415,1,0,0,21,0,0,0,0,0
Earnest Gray,52,777,10,0,0,50,0,0,0,0,0
Reggie Rucker,52,768,4,0,0,45,0,0,0,0,0
William Andrews,51,456,1,0,0,26,0,0,0,0,0
Dave Logan,51,822,4,0,0,65,0,0,0,0,0
Ozzie Newsome,51,594,3,0,0,44,0,0,0,0,0
Billy Sims,51,621,3,0,0,87,0,0,0,0,0
Joe Washington,51,494,3,0,0,33,0,0,0,0,0
Bruce Harper,50,634,3,0,0,52,0,0,0,0,0
Eddie Lee Ivery,50,481,1,0,0,46,0,0,0,0,0
Wilbert Montgomery,50,407,2,0,0,31,0,0,0,0,0
Greg Pruitt,50,444,5,0,0,43,0,0,0,0,0
Bob Chandler,49,786,10,0,0,56,0,0,0,0,0
Jim Jensen,49,377,1,0,0,28,0,0,0,0,0
Harold Carmichael,48,815,9,0,0,56,0,0,0,0,0
Gerry Ellis,48,496,3,0,0,69,0,0,0,0,0
Gordon Jones,48,669,5,0,0,41,0,0,0,0,0
Freddie Solomon,48,658,8,0,0,93,0,0,0,0,0
Jerry Eckwood,47,475,1,0,0,40,0,0,0,0,0
Henry Marshall,47,799,6,0,0,75,0,0,0,0,0
Nat Moore,47,564,7,0,0,33,0,0,0,0,0
Charlie Smith,47,825,3,0,0,46,0,0,0,0,0
Junior Miller,46,584,9,0,0,36,0,0,0,0,0
Walter Payton,46,367,1,0,0,54,0,0,0,0,0
J.T. Smith,46,655,2,0,0,77,0,0,0,0,0
Rick Upchurch,46,605,3,0,0,35,0,0,0,0,0
Stanley Morgan,45,991,6,0,0,71,0,0,0,0,0
Cliff Branch,44,858,7,0,0,86,0,0,0,0,0
Tony Reed,44,422,1,0,0,34,0,0,0,0,0
Lynn Swann,44,710,7,0,0,68,0,0,0,0,0
Rob Carpenter,43,346,0,0,0,25,0,0,0,0,0
Isaac Curtis,43,610,3,0,0,67,0,0,0,0,0
Drew Pearson,43,568,6,0,0,30,0,0,0,0,0
Paul Coffman,42,496,3,0,0,25,0,0,0,0,0
Joe Senser,42,447,7,0,0,58,0,0,0,0,0
Russ Francis,41,664,8,0,0,39,0,0,0,0,0
Paul Hofer,41,467,2,0,0,28,0,0,0,0,0
Mel Gray,40,709,3,0,0,69,0,0,0,0,0
Frank Lewis,40,648,6,0,0,31,0,0,0,0,0
Aundra Thompson,40,609,2,0,0,55,0,0,0,0,0
Dexter Bussey,39,364,0,0,0,30,0,0,0,0,0
David Hill,39,424,1,0,0,29,0,0,0,0,0
Riley Odoms,39,590,6,0,0,30,0,0,0,0,0
Ricky Bell,38,292,1,0,0,22,0,0,0,0,0
Ted McKnight,38,320,0,0,0,26,0,0,0,0,0
Haven Moses,38,674,4,0,0,33,0,0,0,0,0
Billy Waddy,38,670,5,0,0,44,0,0,0,0,0
Ike Harris,37,692,6,0,0,44,0,0,0,0,0
Jim Smith,37,711,9,0,0,45,0,0,0,0,0
Charles Alexander,36,192,0,0,0,23,0,0,0,0,0
Ottis Anderson,36,308,0,0,0,35,0,0,0,0,0
Preston Dennard,36,596,6,0,0,44,0,0,0,0,0
Clark Gaines,36,310,3,0,0,16,0,0,0,0,0
John Sawyer,36,410,0,0,0,32,0,0,0,0,0
James Scott,36,696,3,0,0,64,0,0,0,0,0
Harold Jackson,35,737,5,0,0,40,0,0,0,0,0
Dave Preston,35,309,0,0,0,36,0,0,0,0,0
Mike Renfro,35,459,1,0,0,42,0,0,0,0,0
Ray Butler,34,574,2,0,0,42,0,0,0,0,0
Henry Childs,34,463,6,0,0,30,0,0,0,0,0
Tony Dorsett,34,263,0,0,0,27,0,0,0,0,0
Don McCauley,34,313,4,0,0,19,0,0,0,0,0
Jimmie Giles,33,602,4,0,0,51,0,0,0,0,0
Duriel Harris,33,583,2,0,0,54,0,0,0,0,0
Billy Taylor,33,253,0,0,0,42,0,0,0,0,0
Don Bass,32,409,6,0,0,55,0,0,0,0,0
Dan Doornink,31,237,2,0,0,16,0,0,0,0,0
Billy Johnson,31,343,2,0,0,57,0,0,0,0,0
Chuck Muncie,31,259,0,0,0,19,0,0,0,0,0
Don Warren,31,323,0,0,0,35,0,0,0,0,0
Delvin Williams,31,207,0,0,0,19,0,0,0,0,0
Wayne Wilson,31,241,1,0,0,42,0,0,0,0,0
Franco Harris,30,196,2,0,0,31,0,0,0,0,0
Keith Krepfle,30,450,4,0,0,27,0,0,0,0,0
Tim Wilson,30,170,1,0,0,13,0,0,0,0,0
Theo Bell,29,748,2,0,0,72,0,0,0,0,0
Billy Joe DuPree,29,312,7,0,0,39,0,0,0,0,0
Jack Holmes,29,226,1,0,0,16,0,0,0,0,0
Mike Thomas,29,218,0,0,0,27,0,0,0,0,0
Mark van Eeghen,29,259,0,0,0,37,0,0,0,0,0
Charle Young,29,325,2,0,0,41,0,0,0,0,0
Brian Baschnagel,28,396,2,0,0,37,0,0,0,0,0
Raymond Chester,28,366,4,0,0,47,0,0,0,0,0
Archie Griffin,28,196,0,0,0,19,0,0,0,0,0
Tom Mullady,28,391,2,0,0,42,0,0,0,0,0
Curtis Brown,27,137,0,0,0,20,0,0,0,0,0
Don Calhoun,27,129,0,0,0,12,0,0,0,0,0
Rich Caster,27,341,3,0,0,68,0,0,0,0,0
Lenvil Elliott,27,285,1,0,0,45,0,0,0,0,0
Calvin Hill,27,383,6,0,0,50,0,0,0,0,0
Wilbur Jackson,27,279,1,0,0,27,0,0,0,0,0
Jimmy Rogers,27,267,2,0,0,43,0,0,0,0,0
Mark Brammer,26,283,4,0,0,36,0,0,0,0,0
Billy Campfield,26,275,2,0,0,50,0,0,0,0,0
Jim Jodat,26,190,1,0,0,14,0,0,0,0,0
Clarence Williams,26,230,1,0,0,26,0,0,0,0,0
Brooks Williams,26,351,2,0,0,56,0,0,0,0,0
Curtis Dickey,25,204,2,0,0,32,0,0,0,0,0
Lam Jones,25,482,3,0,0,55,0,0,0,0,0
Jeff Moore,25,231,0,0,0,34,0,0,0,0,0
Elvis Peacock,25,213,2,0,0,59,0,0,0,0,0
Danny Pittman,25,308,0,0,0,22,0,0,0,0,0
Jay Saldi,25,311,1,0,0,43,0,0,0,0,0
Lynn Cain,24,223,1,0,0,30,0,0,0,0,0
Derrick Gaffney,24,397,2,0,0,36,0,0,0,0,0
Nick Giaquinto,24,192,1,0,0,25,0,0,0,0,0
Bobby Hammond,24,203,1,0,0,38,0,0,0,0,0
Kevin House,24,531,5,0,0,61,0,0,0,0,0
Andy Johnson,24,259,3,0,0,22,0,0,0,0,0
Randy Grossman,23,293,0,0,0,35,0,0,0,0,0
Isaac Hagins,23,364,2,0,0,48,0,0,0,0,0
Victor Hicks,23,318,3,0,0,32,0,0,0,0,0
Roland Hooks,23,179,0,0,0,26,0,0,0,0,0
Vagas Ferguson,22,173,0,0,0,18,0,0,0,0,0
Mike Friede,22,371,0,0,0,48,0,0,0,0,0
Alfred Jackson,22,403,7,0,0,54,0,0,0,0,0
Kenny King,22,145,0,0,0,18,0,0,0,0,0
Doug Marsh,22,269,4,0,0,29,0,0,0,0,0
Willie Miller,22,358,8,0,0,45,0,0,0,0,0
Mickey Shuler,22,226,2,0,0,26,0,0,0,0,0
Ricky Thompson,22,313,5,0,0,54,0,0,0,0,0
Rickey Watts,22,444,2,0,0,89,0,0,0,0,0
Dave Williams,22,132,0,0,0,18,0,0,0,0,0
Rocky Bleier,21,174,1,0,0,17,0,0,0,0,0
Theotis Brown,21,290,1,0,0,63,0,0,0,0,0
Pete Johnson,21,172,1,0,0,28,0,0,0,0,0
Eason Ramson,21,179,2,0,0,22,0,0,0,0,0
Gary Shirk,21,211,1,0,0,21,0,0,0,0,0
Kevin Long,20,137,0,0,0,16,0,0,0,0,0
Tom Newton,20,144,0,0,0,18,0,0,0,0,0
Preston Pearson,20,213,2,0,0,20,0,0,0,0,0
Don Woods,20,171,0,0,0,23,0,0,0,0,0
Scott Dierking,19,138,1,0,0,22,0,0,0,0,0
Bruce Hardy,19,159,2,0,0,19,0,0,0,0,0
Drew Hill,19,416,2,0,0,74,0,0,0,0,0
Butch Johnson,19,263,4,0,0,29,0,0,0,0,0
Horace King,19,184,1,0,0,29,0,0,0,0,0
Bo Matthews,19,86,0,0,0,12,0,0,0,0,0
Leonard Thompson,19,511,3,0,0,79,0,0,0,0,0
Art Whittington,19,205,0,0,0,55,0,0,0,0,0
Bennie Cunningham,18,232,2,0,0,35,0,0,0,0,0
Robin Earl,18,223,3,0,0,28,0,0,0,0,0
Rob Lytle,18,177,0,0,0,37,0,0,0,0,0
Reese McCall,18,322,5,0,0,47,0,0,0,0,0
Pat McInally,18,269,2,0,0,59,0,0,0,0,0
John Spagnola,18,193,3,0,0,20,0,0,0,0,0
Wesley Walker,18,376,1,0,0,47,0,0,0,0,0
Louie Giammona,17,178,1,0,0,30,0,0,0,0,0
Steve Kreider,17,272,0,0,0,30,0,0,0,0,0
Charles White,17,153,1,0,0,31,0,0,0,0,0
Ronnie Coleman,16,168,0,0,0,27,0,0,0,0,0
Buddy Hardeman,16,178,0,0,0,46,0,0,0,0,0
Steve Raible,16,232,0,0,0,40,0,0,0,0,0
Dave Stief,16,165,0,0,0,23,0,0,0,0,0
Ike Forte,15,174,1,0,0,28,0,0,0,0,0
Jim Hadnot,15,97,0,0,0,18,0,0,0,0,0
Leroy Harris,15,207,1,0,0,51,0,0,0,0,0
Jon Keyworth,15,87,0,0,0,22,0,0,0,0,0
Wayne Morris,15,110,1,0,0,24,0,0,0,0,0
Ron Springs,15,212,1,0,0,58,0,0,0,0,0
Sidney Thornton,15,131,1,0,0,29,0,0,0,0,0
Bob Tucker,15,173,1,0,0,25,0,0,0,0,0
Randy Burke,14,185,3,0,0,19,0,0,0,0,0
Chuck Foreman,14,99,0,0,0,18,0,0,0,0,0
Cleveland Franklin,14,112,0,0,0,16,0,0,0,0,0
Mike Guman,14,131,0,0,0,41,0,0,0,0,0
Bobby Jones,14,193,0,0,0,25,0,0,0,0,0
Johnnie McDaniel,14,154,0,0,0,18,0,0,0,0,0
Johnny Perkins,14,193,3,0,0,58,0,0,0,0,0
Jerome Barkum,13,244,1,0,0,28,0,0,0,0,0
John Cappelletti,13,112,0,0,0,12,0,0,0,0,0
Larry Hardy,13,197,0,0,0,44,0,0,0,0,0
Terry LeCount,13,168,0,0,0,21,0,0,0,0,0
Terdell Middleton,13,59,0,0,0,17,0,0,0,0,0
Terry Robiskie,13,60,0,0,0,15,0,0,0,0,0
Joe Rose,13,149,0,0,0,50,0,0,0,0,0
Tony Davis,12,115,1,0,0,18,0,0,0,0,0
Bob Fisher,12,203,2,0,0,56,0,0,0,0,0
Reuben Gant,12,181,1,0,0,48,0,0,0,0,0
Greg Hawthorne,12,158,0,0,0,33,0,0,0,0,0
Horace Ivory,12,95,0,0,0,19,0,0,0,0,0
Calvin Sweeney,12,282,1,0,0,34,0,0,0,0,0
Deacon Turner,12,73,1,0,0,15,0,0,0,0,0
Earl Campbell,11,47,0,0,0,10,0,0,0,0,0
Jimmy Cefalo,11,199,1,0,0,52,0,0,0,0,0
Greg McCrary,11,106,2,0,0,28,0,0,0,0,0
Jim Obradovich,11,152,0,0,0,24,0,0,0,0,0
Jesse Thompson,11,137,0,0,0,19,0,0,0,0,0
Ricky Feacher,10,244,4,0,0,55,0,0,0,0,0
M.L. Harris,10,137,0,0,0,26,0,0,0,0,0
Larry Heater,10,139,0,0,0,43,0,0,0,0,0
Robert Miller,10,19,0,0,0,13,0,0,0,0,0
Jeff Moore,10,168,1,0,0,37,0,0,0,0,0
Rick Walker,10,88,1,0,0,15,0,0,0,0,0
Ray Williams,10,146,1,0,0,22,0,0,0,0,0
Gary Davis,9,79,0,0,0,15,0,0,0,0,0
Earl Gant,9,68,0,0,0,33,0,0,0,0,0
Willard Harrell,9,52,0,0,0,14,0,0,0,0,0
Lawrence McCutcheon,9,76,1,0,0,17,0,0,0,0,0
James Owens,9,133,0,0,0,29,0,0,0,0,0
Rod Parker,9,148,1,0,0,30,0,0,0,0,0
Mike Siani,9,174,1,0,0,38,0,0,0,0,0
Marvin Sims,9,64,0,0,0,13,0,0,0,0,0
John Stallworth,9,197,1,0,0,50,0,0,0,0,0
Willis Adams,8,165,0,0,0,39,0,0,0,0,0
Mark Bell,8,123,0,0,0,34,0,0,0,0,0
Kenny Harrison,8,66,0,0,0,12,0,0,0,0,0
Don Hasselbeck,8,130,4,0,0,35,0,0,0,0,0
Roosevelt Leaks,8,57,1,0,0,18,0,0,0,0,0
Robert Newhouse,8,75,0,0,0,18,0,0,0,0,0
Leon Perry,8,84,1,0,0,25,0,0,0,0,0
Tony Samuels,8,110,2,0,0,34,0,0,0,0,0
Otis Armstrong,7,23,0,0,0,8,0,0,0,0,0
Steve Atkins,7,47,1,0,0,16,0,0,0,0,0
Al Dixon,7,115,1,0,0,32,0,0,0,0,0
Roland Harper,7,31,0,0,0,16,0,0,0,0,0
Derrick Jensen,7,87,0,0,0,32,0,0,0,0,0
Ronnie Lee,7,83,2,0,0,41,0,0,0,0,0
Lou Piccone,7,82,0,0,0,16,0,0,0,0,0
Matt Suhey,7,60,0,0,0,21,0,0,0,0,0
Morris Bradshaw,6,132,1,0,0,45,0,0,0,0,0
Ron Egloff,6,85,0,0,0,24,0,0,0,0,0
Scott Fitzkee,6,169,2,0,0,49,0,0,0,0,0
Sherman Smith,6,72,1,0,0,19,0,0,0,0,0
Steve Watson,6,146,0,0,0,52,0,0,0,0,0
Walt Arnold,5,75,1,0,0,33,0,0,0,0,0
Horace Belton,5,94,0,0,0,55,0,0,0,0,0
Carlos Carson,5,68,0,0,0,32,0,0,0,0,0
Ron Cassidy,5,109,0,0,0,43,0,0,0,0,0
Alvin Garrett,5,69,1,0,0,32,0,0,0,0,0
Mike Hogan,5,46,0,0,0,12,0,0,0,0,0
Steve Howell,5,38,0,0,0,13,0,0,0,0,0
James Jones,5,39,0,0,0,16,0,0,0,0,0
Rick Kane,5,26,0,0,0,9,0,0,0,0,0
Bill Larson,5,44,1,0,0,21,0,0,0,0,0
Arnold Morgado,5,27,1,0,0,10,0,0,0,0,0
Derrick Ramsey,5,117,0,0,0,58,0,0,0,0,0
John Skibinski,5,18,0,0,0,8,0,0,0,0,0
Michael Strachan,5,60,0,0,0,23,0,0,0,0,0
Jewerl Thomas,5,30,0,0,0,11,0,0,0,0,0
Elmer Bailey,4,105,0,0,0,39,0,0,0,0,0
Ken Burrough,4,91,0,0,0,54,0,0,0,0,0
Johnny Davis,4,17,0,0,0,9,0,0,0,0,0
Jessie Green,4,47,0,0,0,19,0,0,0,0,0
Jeff Groth,4,47,0,0,0,18,0,0,0,0,0
Kris Haines,4,83,0,0,0,35,0,0,0,0,0
Wally Henry,4,68,0,0,0,22,0,0,0,0,0
Eddie Hill,4,29,0,0,0,11,0,0,0,0,0
Ron Jessie,4,56,1,0,0,20,0,0,0,0,0
Timmy Newsome,4,43,0,0,0,16,0,0,0,0,0
Fred Nixon,4,78,0,0,0,32,0,0,0,0,0
Carlos Pennywell,4,31,1,0,0,16,0,0,0,0,0
Mike Shumann,4,75,1,0,0,25,0,0,0,0,0
Ron Smith,4,48,0,0,0,24,0,0,0,0,0
Mosi Tatupu,4,27,0,0,0,11,0,0,0,0,0
Donald Westbrook,4,60,0,0,0,21,0,0,0,0,0
Woody Bennett,3,26,1,0,0,19,0,0,0,0,0
Rickey Claitt,3,34,1,0,0,26,0,0,0,0,0
James Corbett,3,28,0,0,0,12,0,0,0,0,0
Paul Darby,3,48,1,0,0,20,0,0,0,0,0
Duke Fergerson,3,41,0,0,0,19,0,0,0,0,0
Phil Francis,3,23,0,0,0,15,0,0,0,0,0
Bubba Garcia,3,27,1,0,0,10,0,0,0,0,0
Perry Harrington,3,24,0,0,0,17,0,0,0,0,0
Harlan Huckleby,3,11,0,0,0,8,0,0,0,0,0
Al Hunter,3,40,0,0,0,18,0,0,0,0,0
Ira Matthews,3,33,0,0,0,20,0,0,0,0,0
James Mayberry,3,1,0,0,0,6,0,0,0,0,0
Terry Miller,3,25,0,0,0,15,0,0,0,0,0
Terry Nelson,3,22,0,0,0,12,0,0,0,0,0
McDonald Oden,3,18,0,0,0,8,0,0,0,0,0
Stan Rome,3,58,0,0,0,33,0,0,0,0,0
Keith Wright,3,62,3,0,0,39,0,0,0,0,0
Vickey Ray Anderson,2,2,0,0,0,2,0,0,0,0,0
Mike Cobb,2,16,0,0,0,9,0,0,0,0,0
