Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Mike Hubach,93,0,0,6,6.4,0,0,0,0,0,0
Rafael Septien,87,0,0,12,13.8,0,0,0,0,0,0
Tim Mazzetti,85,0,0,13,15.3,0,0,0,0,0,0
Rolf Benirschke,81,0,0,8,9.9,0,0,0,0,0,0
Tony Franklin,80,0,0,10,12.5,0,0,0,0,0,0
Frank Corral,79,0,0,7,8.9,0,0,0,0,0,0
Don Cockroft,76,0,0,5,6.6,0,0,0,0,0,0
Fred Steinfort,75,0,0,20,26.7,0,0,0,0,0,0
Matt Bahr,74,0,0,6,8.1,0,0,0,0,0,0
Nick Lowery,73,0,0,11,15.1,0,0,0,0,0,0
Steve Mike-Mayer,72,0,0,15,20.8,0,0,0,0,0,0
Eddie Murray,72,0,0,10,13.9,0,0,0,0,0,0
Rick Danmeier,70,0,0,5,7.1,0,0,0,0,0,0
Ray Wersching,70,0,0,12,17.1,0,0,0,0,0,0
Efren Herrera,68,0,0,3,4.4,0,0,0,0,0,0
Nick Mike-Mayer,67,0,0,12,17.9,0,0,0,0,0,0
Pat Leahy,64,0,0,9,14.1,0,0,0,0,0,0
Mark Moseley,64,0,0,4,6.2,0,0,0,0,0,0
Bob Thomas,64,0,0,5,7.8,0,0,0,0,0,0
Garo Yepremian,63,0,0,0,0,0,0,0,0,0,0
Chris Bahr,62,0,0,10,16.1,0,0,0,0,0,0
Uwe von Schamann,62,0,0,8,12.9,0,0,0,0,0,0
Joe Danelo,60,0,0,9,15,0,0,0,0,0,0
Toni Fritsch,60,0,0,0,0,0,0,0,0,0,0
Benny Ricardo,56,0,0,2,3.6,0,0,0,0,0,0
Neil O'Donoghue,40,0,0,6,15,0,0,0,0,0,0
Ian Sunter,36,0,0,1,2.8,0,0,0,0,0,0
Tom Birney,31,0,0,3,9.7,0,0,0,0,0,0
Steve Little,28,0,0,4,14.3,0,0,0,0,0,0
Jim Breech,19,0,0,0,0,0,0,0,0,0,0
Chester Marcol,17,0,0,0,0,0,0,0,0,0,0
Ray Guy,16,0,0,2,12.5,0,0,0,0,0,0
Jan Stenerud,10,0,0,0,0,0,0,0,0,0,0
Russell Erxleben,9,0,0,0,0,0,0,0,0,0,0
Mike Wood,7,0,0,2,28.6,0,0,0,0,0,0
Ted Thompson,6,0,0,0,0,0,0,0,0,0,0
Jack Youngblood,6,0,0,0,0,0,0,0,0,0,0
Tom Skladany,5,0,0,1,20,0,0,0,0,0,0
John Smith,4,0,0,0,0,0,0,0,0,0,0
Sandro Vitiello,3,0,0,0,0,0,0,0,0,0,0
Herman Weaver,3,0,0,0,0,0,0,0,0,0,0
David Beverly,1,0,0,0,0,0,0,0,0,0,0
Tom Blanchard,1,0,0,0,0,0,0,0,0,0,0
Mike Connell,1,0,0,0,0,0,0,0,0,0,0
Johnny Evans,1,0,0,0,0,0,0,0,0,0,0
John James,1,0,0,0,0,0,0,0,0,0,0
Dave Jennings,1,0,0,0,0,0,0,0,0,0,0
Jim Miller,1,0,0,0,0,0,0,0,0,0,0
George Roberts,1,0,0,0,0,0,0,0,0,0,0
