Player,INT,INT TD,INT Yds,Lng
Rolland Lawrence,3,0,37,37
Woodrow Lowe,3,1,72,28
Frank Manumaleuga,3,1,44,22
Odis McKinney,3,0,22,22
Aaron Mitchell,3,0,56,56
Steve Nelson,3,0,37,33
Ray Oldham,3,1,39,29
Dwayne O'Steen,3,0,10,14
Burgess Owens,3,1,59,58
Beasley Reece,3,0,24,10
Earnest Rhone,3,0,33,12
Ken Riley,3,0,9,9
Rod Shoate,3,1,50,42
Keith Simpson,3,0,15,10
Ed Taylor,3,0,55,44
Pat Thomas,3,0,14,14
Brad Van Pelt,3,0,3,3
Richard Wood,3,1,76,55
Kim Anderson,2,0,35,18
Richard Blackmore,2,0,0,0
Larry Braziel,2,0,87,60
Robert Brazile,2,0,38,33
Ray Brown,2,0,31,29
Larry Brune,2,0,68,52
Willie Buchanon,2,0,13,7
Keith Butler,2,0,11,9
Herb Christopher,2,0,25,25
Tim Collier,2,0,22,22
Ron Crosby,2,0,47,42
Thom Darden,2,0,42,23
Jeff Delaney,2,0,42,27
Anthony Dickerson,2,0,46,34
Bob Glazebrook,2,0,6,6
Randy Gradishar,2,1,96,93
Gary Green,2,0,25,25
Ray Griffin,2,2,80,52
Charlie Hall,2,0,3,3
Jack Ham,2,0,16,15
Jim Haslett,2,0,30,17
Mike Hawkins,2,0,5,5
Mike Hegman,2,0,2,2
LeRoy Irvin,2,0,80,80
Michael Jackson,2,0,9,5
Robert Jackson,2,0,15,9
Mike Jolly,2,0,2,2
Jack Lambert,2,0,1,1
Jim Laslavic,2,0,11,11
Bobby Leopold,2,0,23,13
James Marshall,2,0,17,17
Rod Martin,2,0,15,15
Matt Millen,2,0,17,9
Jerry Muckensturm,2,0,2,2
Tom Pridemore,2,0,2,2
Isiah Robertson,2,0,39,39
Jerry Robinson,2,0,13,13
Charles Romes,2,0,41,30
Clarence Scott,2,0,14,9
Perry Smith,2,0,3,3
J.T. Thomas,2,0,0,0
Bill Thompson,2,0,49,36
Keena Turner,2,0,15,11
Wylie Turner,2,0,13,13
Jeris White,2,0,1,1
Stan White,2,0,22,15
Eric Williams,2,0,31,20
Joel Williams,2,0,55,32
Reggie Williams,2,0,8,8
J.C. Wilson,2,0,26,26
Otis Wilson,2,0,4,4
Gary Woolford,2,0,0,0
Nate Wright,2,0,16,10
Al Baker,1,0,0,0
Benny Barnes,1,0,30,30
Bill Bergey,1,0,7,7
Lyle Blackwood,1,0,0,0
Kim Bokamper,1,0,6,6
Luther Bradley,1,0,0,0
Scot Brantley,1,0,6,6
Greg Bright,1,0,5,5
Cedric Brown,1,0,0,0
Rush Brown,1,0,9,9
Greg Buttle,1,0,15,15
Mario Clark,1,0,0,0
Larry Cole,1,1,43,43
Robin Cole,1,0,34,34
Neal Colzie,1,0,39,39
Oliver Davis,1,0,70,47
Paul Dombroski,1,0,6,6
John Dutton,1,1,38,38
Joe Ehrmann,1,0,5,5
Allan Ellis,1,0,0,0
Larry Evans,1,0,13,13
Ken Fantetti,1,0,10,10
Gary Fencik,1,0,8,8
Larry Gordon,1,0,11,11
Roy Green,1,0,10,10
Elois Grooms,1,0,37,37
Carl Hairston,1,0,0,0
Carter Hartwig,1,0,0,0
Maurice Harvey,1,0,18,18
Mark Haynes,1,0,6,6
Mike Haynes,1,0,31,31
Bud Hebert,1,0,0,0
Tom Henderson,1,0,3,3
Steve Henry,1,0,0,0
Bryan Hicks,1,0,8,8
Tom Hicks,1,0,8,8
Estus Hood,1,0,0,0
Bernard Jackson,1,0,11,11
Monte Jackson,1,0,0,0
Bobby Jackson,1,0,7,7
Terry Jackson,1,0,5,5
Dick Jauron,1,0,11,11
Charles Johnson,1,0,15,15
Lawrence Johnson,1,0,3,3
Ron Johnson,1,0,19,19
Earl Jones,1,0,0,0
Kerry Justin,1,0,0,0
Tim Kearney,1,0,22,22
Louie Kelcher,1,0,2,2
Jim Kovach,1,0,0,0
Don Latimer,1,1,15,15
Jim Laughlin,1,0,7,7
Frank LeMaster,1,0,7,7
Dave Lewis,1,0,0,0
Randy Logan,1,0,16,16
Steve Luke,1,0,9,9
Dino Mangiero,1,0,0,0
Frank Marion,1,0,7,7
Reggie Mathis,1,0,15,15
Clay Matthews,1,0,6,6
Bill Matthews,1,0,5,5
Randy McClanahan,1,0,7,7
Mike McCoy,1,0,0,0
Vic Minor,1,0,0,0
Rob Nairne,1,0,2,2
Bob Nelson,1,0,0,0
Joe Norman,1,0,0,0
Ralph Ortega,1,0,17,13
Alan Page,1,0,0,0
Whitney Paul,1,0,0,0
Doug Plank,1,0,20,20
Craig Puki,1,0,0,0
Jack Reynolds,1,0,20,20
Ray Rhodes,1,0,25,25
Paul Rudzinski,1,0,14,14
Jim Ryan,1,0,21,21
Rick Sanford,1,0,0,0
Terry Schmidt,1,0,0,0
Sanders Shiver,1,1,34,34
Paul Smith,1,0,8,8
Wayne Smith,1,0,23,23
Gary Spani,1,1,47,47
Hal Stringert,1,0,0,0
Scott Studwell,1,0,4,4
Terry Tautolo,1,0,0,0
Norris Thomas,1,0,0,0
Cliff Thrift,1,0,0,0
Charlie Weaver,1,0,-3,-3
Cornell Webster,1,0,0,0
Roger Wehrli,1,0,25,25
Sherman White,1,0,0,0
Reggie Wilkes,1,0,0,0
Gerard Williams,1,0,28,28
Mike Williams,1,0,0,0
Walt Williams,1,0,19,19
Dwayne Woodruff,1,0,0,0
Mike Woods,1,0,13,13
Jeff Yeates,1,0,5,5
Jim Youngblood,1,1,33,33
