Player,INT,INT TD,INT Yds,Lng
Lester Hayes,13,1,273,62
Gary Barbaro,10,0,163,39
Nolan Cromwell,8,1,140,34
Ken Schroy,8,1,91,82
Louis Breeden,7,0,91,29
Steve Freeman,7,1,107,47
Eric Harris,7,0,54,41
Lemar Parrish,7,0,13,9
Al Richardson,7,0,139,52
Donnie Shell,7,0,135,67
Gerald Small,7,0,46,22
Jack Tatum,7,0,100,35
Jimmy Allen,6,0,38,23
Ron Bolton,6,0,62,29
Dave Brown,6,0,32,24
John Harris,6,0,28,15
James Hunter,6,0,20,13
Joe Lavender,6,1,96,51
Mark Murphy,6,0,58,28
Darrol Ray,6,1,132,71
John Turner,6,0,22,13
Mike Wagner,6,0,27,17
Brenard Wilson,6,0,79,41
Clinton Burrell,5,0,51,29
Raymond Clayborn,5,0,87,29
Mike Dennis,5,0,68,28
Donald Dykes,5,0,1,1
Glen Edwards,5,1,122,68
Johnnie Gray,5,0,54,21
Bruce Laird,5,0,71,18
Don McNeal,5,0,17,15
Tom Myers,5,0,96,48
Jeff Nixon,5,1,81,50
Rod Perry,5,1,115,83
Vernon Perry,5,0,85,42
Ken Stone,5,0,63,20
Dennis Thurman,5,1,114,78
Charlie Waters,5,0,78,29
Don Bessillieu,4,0,13,12
Mel Blount,4,0,28,17
Ricky Churchman,4,0,7,7
Steve Foley,4,0,115,36
Tim Fox,4,0,41,23
Nesby Glasgow,4,0,65,29
Ken Greene,4,0,41,26
Tom Hannon,4,1,89,41
Dwight Hicks,4,0,73,44
Roland James,4,0,32,19
Kenny Johnson,4,0,49,33
Rich Milot,4,0,-8,2
Tony Peters,4,0,59,37
Mike Reinfeldt,4,0,36,23
Pete Shaw,4,0,50,25
Bill Simpson,4,0,36,14
Greg Stemrick,4,0,25,15
Len Walterscheid,4,1,84,36
Mike Washington,4,0,30,16
Steve Wilson,4,0,82,35
Roynell Young,4,0,27,26
Carl Allen,3,1,104,70
Glenn Blackwood,3,0,0,0
Matt Blair,3,0,0,0
Bob Breunig,3,0,34,15
Bobby Bryant,3,0,10,7
Glenn Cameron,3,0,43,27
Gary Campbell,3,0,36,15
Monte Coleman,3,0,92,41
Mark Cotney,3,0,28,21
Buddy Curry,3,0,13,9
Mike Davis,3,0,88,49
Herman Edwards,3,0,12,9
Ted Hendricks,3,0,10,5
Charlie Johnson,3,0,9,9
Johnnie Johnson,3,1,102,99
Kurt Knoff,3,1,87,67
