Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Keith Nord,70,1,70,1,0,0,70,0,0
Derrick Jensen,33,1,33,1,0,0,33,0,0
Lee Nelson,29,1,29,0,0,0,29,0,0
Ike Forte,28.5,4,114,0,0,0,53,0,0
Horace Ivory,27.6,36,992,1,0,0,98,0,0
Larry Anderson,27.1,14,379,0,0,0,63,0,0
Fred Nixon,26.7,6,160,0,0,0,54,0,0
Rich Mauti,25.7,31,798,0,0,0,52,0,0
Wilbur Jackson,25.5,8,204,0,0,0,35,0,0
Ray Williams,25.3,9,228,1,0,0,91,0,0
Bobby Jones,25,2,50,0,0,0,29,0,0
Dave Williams,24.7,27,666,1,0,0,95,0,0
Timmy Newsome,24.4,12,293,0,0,0,36,0,0
Zion McKinney,24,2,48,0,0,0,31,0,0
James Owens,23.4,31,726,1,0,0,101,0,0
Will Lewis,23.4,25,585,0,0,0,54,0,0
Alfred Jackson,23.3,3,70,0,0,0,36,0,0
Roy Green,23.3,32,745,0,0,0,37,0,0
Larry Brunson,23.1,40,923,0,0,0,53,0,0
Keith Wright,23,25,576,0,0,0,50,0,0
Robert Miller,23,1,23,0,0,0,23,0,0
Wilbert Montgomery,23,1,23,0,0,0,23,0,0
Jay Saldi,23,1,23,0,0,0,23,0,0
Carlos Carson,22.9,40,917,0,0,0,47,0,0
Jimmy Rogers,22.7,41,930,0,0,0,88,0,0
Nesby Glasgow,22.5,33,743,0,0,0,44,0,0
James Jones,22.5,32,720,0,0,0,41,0,0
Frank Pollard,22.4,22,494,0,0,0,34,0,0
Eddie Payton,22.3,53,1184,0,0,0,59,0,0
Don Bessillieu,22.2,40,890,0,0,0,87,0,0
Wally Henry,22,7,154,0,0,0,39,0,0
Bruce Harper,21.8,49,1070,0,0,0,35,0,0
Gary Davis,21.6,44,951,0,0,0,54,0,0
Dino Hall,21.6,32,691,0,0,0,40,0,0
Rick Kane,21.5,23,495,0,0,0,62,0,0
Curtis Dickey,21.5,4,86,0,0,0,28,0,0
Chuck Muncie,21.5,16,344,0,0,0,44,0,0
Matt Suhey,21.4,19,406,0,0,0,31,0,0
Mike Nelms,21.3,38,810,0,0,0,51,0,0
Dave Preston,21.2,5,106,0,0,0,26,0,0
Billy Campfield,20.8,26,540,0,0,0,33,0,0
Larry Heater,20.6,5,103,0,0,0,29,0,0
Lyle Blackwood,20.5,2,41,0,0,0,25,0,0
Isaac Hagins,20.5,4,82,0,0,0,23,0,0
Danny Pittman,20.5,2,41,0,0,0,18,0,0
Reggie Smith,20.5,25,512,0,0,0,35,0,0
Drew Hill,20.5,43,880,1,0,0,98,0,0
Tony Nathan,20.4,5,102,0,0,0,31,0,0
Ira Matthews,20.2,29,585,0,0,0,45,0,0
Carl Roaches,20.2,37,746,0,0,0,46,0,0
Brent Boyd,20,1,20,0,0,0,20,0,0
Mark Haynes,20,2,40,0,0,0,22,0,0
Charles White,20,1,20,0,0,0,20,0,0
Paul Darby,19.9,7,139,0,0,0,30,0,0
Steve Wilson,19.9,7,139,0,0,0,34,0,0
Mike Williams,19.8,4,79,0,0,0,28,0,0
Harlan Huckleby,19.7,3,59,0,0,0,21,0,0
Mark Lee,19.6,30,589,0,0,0,35,0,0
Artie Owens,19.6,8,157,0,0,0,29,0,0
Beasley Reece,19.6,24,471,0,0,0,35,0,0
Joe Cribbs,19.5,2,39,0,0,0,20,0,0
Al Hunter,19.4,11,213,0,0,0,40,0,0
Mike Smith,19.3,3,58,0,0,0,26,0,0
Cornell Webster,19.3,21,406,0,0,0,34,0,0
Kim Anderson,19.3,20,386,0,0,0,35,0,0
Mike Fuller,19.3,15,289,0,0,0,30,0,0
Deacon Turner,19.2,9,173,0,0,0,31,0,0
Cleo Montgomery,19.2,44,843,0,0,0,40,0,0
Rick Berns,19,1,19,0,0,0,19,0,0
Guy Bingham,19,1,19,0,0,0,19,0,0
Marvin Cobb,19,1,19,0,0,0,19,0,0
Steve Kreider,19,1,19,0,0,0,19,0,0
Rob Lytle,19,1,19,0,0,0,19,0,0
Booker Russell,19,1,19,0,0,0,19,0,0
Terry Miller,18.9,16,303,0,0,0,43,0,0
Aundra Thompson,18.9,15,283,0,0,0,57,0,0
Alvin Garrett,18.8,28,527,0,0,0,41,0,0
Ken Callicutt,18.8,16,301,0,0,0,31,0,0
Greg Hawthorne,18.8,9,169,0,0,0,36,0,0
Keith Moody,18.8,8,150,0,0,0,39,0,0
Art Whittington,18.7,21,392,1,0,0,90,0,0
Mike McCoy,18.6,14,261,0,0,0,32,0,0
Ron Smith,18.6,10,186,0,0,0,27,0,0
Hank Bauer,18.5,2,37,0,0,0,23,0,0
Horace Belton,18.3,6,110,0,0,0,35,0,0
Ben Garry,18.3,3,55,0,0,0,24,0,0
Willard Harrell,18.3,19,348,0,0,0,33,0,0
Danny Reece,18.3,7,128,0,0,0,23,0,0
Jessie Green,18.3,15,274,0,0,0,30,0,0
Curtis Brown,18.1,10,181,0,0,0,25,0,0
Jeff Groth,18,12,216,0,0,0,27,0,0
Scott Laidlaw,18,1,18,0,0,0,18,0,0
Ron LaPointe,18,1,18,0,0,0,18,0,0
Don McCauley,18,1,18,0,0,0,18,0,0
Emery Moorehead,18,1,18,0,0,0,18,0,0
Eason Ramson,18,1,18,0,0,0,18,0,0
Lenvil Elliott,17.8,18,321,0,0,0,32,0,0
Mike Harden,17.8,12,214,0,0,0,35,0,0
Duriel Harris,17.8,5,89,0,0,0,22,0,0
Nate Johnson,17.8,5,89,0,0,0,23,0,0
Russell Davis,17.8,9,160,0,0,0,24,0,0
Eric Hurt,17.8,4,71,0,0,0,24,0,0
Wayne Wilson,17.7,9,159,0,0,0,27,0,0
Bryan Hicks,17.4,5,87,0,0,0,21,0,0
Terry Anderson,17.3,6,104,0,0,0,22,0,0
Preston Brown,17.3,9,156,0,0,0,26,0,0
Perry Harrington,17.3,6,104,0,0,0,30,0,0
Frank Duncan,17,5,85,0,0,0,22,0,0
Jeff Hart,17,1,17,0,0,0,17,0,0
Jo Jo Heath,17,3,51,0,0,0,21,0,0
Ken Schroy,17,1,17,0,0,0,10,0,0
Ray Strong,16.8,10,168,0,0,0,31,0,0
Lam Jones,16.8,4,67,0,0,0,19,0,0
Theo Bell,16.7,3,50,0,0,0,21,0,0
Bernard Jackson,16.6,9,149,0,0,0,32,0,0
Arnold Morgado,16.5,2,33,0,0,0,22,0,0
Doug Paschal,16.5,4,66,0,0,0,22,0,0
Bill Currier,16.3,6,98,0,0,0,26,0,0
Nick Giaquinto,16.2,9,146,0,0,0,22,0,0
John Arnold,16.1,9,145,0,0,0,33,0,0
Luther Blue,16,1,16,0,0,0,16,0,0
Terry Tautolo,16,1,16,0,0,0,16,0,0
Roland Hooks,15.6,7,109,0,0,0,35,0,0
Randy Love,15.3,3,46,0,0,0,27,0,0
Freddie Solomon,15.2,4,61,0,0,0,32,0,0
Zachary Dixon,15,2,30,0,0,0,15,0,0
Sidney Thornton,15,1,15,0,0,0,15,0,0
Woody Bennett,14.7,6,88,0,0,0,26,0,0
Earl Gant,14.7,3,44,0,0,0,23,0,0
Tony Davis,14.5,4,58,0,0,0,16,0,0
Tony Galbreath,14.3,6,86,0,0,0,20,0,0
Rod Phillips,14,2,28,0,0,0,14,0,0
Calvin Sweeney,14,3,42,0,0,0,25,0,0
Donald Westbrook,14,1,14,0,0,0,14,0,0
Charle Young,14,1,14,0,0,0,14,0,0
Anthony Anderson,13.9,7,97,0,0,0,23,0,0
Joe McLaughlin,13.5,2,27,0,0,0,15,0,0
Theotis Brown,13,2,26,0,0,0,16,0,0
Doug Cosbie,13,1,13,0,0,0,13,0,0
Jim Laslavic,13,2,26,0,0,0,21,0,0
Tom Pridemore,13,3,39,0,0,0,20,0,0
Dennis Winston,13,1,13,0,0,0,13,0,0
