Player,INT,INT TD,INT Yds,Lng
Tim Jennings,9,1,105,31
Stevie Brown,8,0,307,70
Richard Sherman,8,1,57,29
Patrick Peterson,7,0,64,31
Thomas DeCoud,6,0,42,24
Casey Hayward,6,0,81,24
Jairus Byrd,5,0,81,45
London Fletcher,5,0,29,10
Devin McCourty,5,0,53,34
Asante Samuel,5,1,110,79
Ronde Barber,4,1,160,78
Darius Butler,4,2,101,51
Derek Cox,4,0,18,16
Michael Griffin,4,0,59,33
DeAngelo Hall,4,0,62,27
Kareem Jackson,4,1,71,63
Rob Jackson,4,1,19,17
Janoris Jenkins,4,3,150,41
Reshad Jones,4,0,28,15
Jason McCourty,4,0,29,28
William Moore,4,0,51,33
Ed Reed,4,1,78,34
Kerry Rhodes,4,0,39,30
Bryan Scott,4,1,66,32
Corey Webster,4,0,45,38
Cary Williams,4,1,90,63
Tavon Wilson,4,0,87,45
Major Wright,4,1,45,45
Michael Boley,3,0,74,51
Sheldon Brown,3,1,20,19
Zach Brown,3,2,156,79
Brandon Browner,3,0,39,35
Brandon Carr,3,1,120,47
Chris Crocker,3,0,52,29
Antonio Cromartie,3,1,53,40
Vontae Davis,3,0,26,26
Alfonzo Dennard,3,1,95,87
Cortland Finnegan,3,1,68,32
Brandon Flowers,3,0,28,29
Dashon Goldson,3,0,21,20
Jabari Greer,3,0,31,28
Steve Gregory,3,0,50,36
Joe Haden,3,0,64,50
Chris Harris,3,2,144,98
Quentin Jammer,3,1,89,80
Leonard Johnson,3,1,86,83
Reggie Nelson,3,0,10,10
Paul Posluszny,3,0,20,13
Patrick Robinson,3,1,99,99
Dominique Rodgers-Cromartie,3,0,14,14
Sam Shields,3,0,32,32
Harrison Smith,3,2,87,56
Earl Thomas,3,1,80,57
Charles Tillman,3,3,71,36
Lawrence Timmons,3,1,80,53
Bobby Wagner,3,0,55,45
Eric Weddle,3,1,52,23
Antoine Winfield,3,0,37,31
Wesley Woodyard,3,0,40,25
Usama Young,3,0,44,44
Isa Abdul-Quddus,2,0,12,12
Sam Acho,2,0,2,2
Phillip Adams,2,0,0,0
Cortez Allen,2,0,6,6
Champ Bailey,2,0,18,18
Ahmad Black,2,0,34,34
Lance Briggs,2,2,110,74
Tarell Brown,2,0,17,12
Morgan Burnett,2,0,1,1
Don Carey,2,0,51,28
Tony Carter,2,1,55,40
Antoine Cason,2,0,34,31
Patrick Chung,2,0,27,27
Ryan Clark,2,0,26,26
Chris Clemons,2,0,29,29
Kurt Coleman,2,0,13,7
Chris Conte,2,0,70,35
Chris Culliver,2,0,4,4
Jo-Lonn Dunbar,2,0,63,42
William Gay,2,0,7,6
Matt Giordano,2,0,45,24
Charles Godfrey,2,1,9,9
Corey Graham,2,0,20,20
Leon Hall,2,1,61,44
Joselio Hanson,2,0,24,21
Roman Harper,2,0,41,41
Chris Houston,2,0,2,2
Michael Huff,2,0,0,0
D'Qwell Jackson,2,1,31,27
Rashad Johnson,2,1,87,53
