Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Stephen Gostkowski,111,7214,1220,52,46.8,59,20.7,1,0,0,0
Matt Prater,98,6305,735,65,66.3,33,22.3,0,0,0,0
Matt Bosher,94,6141,1065,45,47.9,48,22.2,1,0,0,0
Lawrence Tynes,94,6062,1662,24,25.5,70,23.7,1,0,0,0
Shayne Graham,91,5732,1577,28,30.8,61,25.8,2,0,0,2
Thomas Morstead,90,5863,1049,45,50,42,25,2,0,1,1
Mason Crosby,88,5741,1193,35,39.8,51,23.4,1,1,1,0
Justin Tucker,88,5938,842,49,55.7,36,23.4,3,0,0,0
David Akers,87,5742,1276,40,46,47,27.2,0,0,0,0
Jason Hanson,87,5414,1213,30,34.5,52,23.3,2,1,2,2
Steven Hauschka,87,5729,1130,36,41.4,49,23.1,2,0,0,0
Michael Koenen,87,5727,680,58,66.7,27,25.2,2,0,0,0
Blair Walsh,86,5858,795,53,61.6,33,24.1,0,0,0,0
Dan Bailey,84,5212,1102,30,35.7,50,22,5,1,1,1
Patrick McAfee,79,5455,841,45,57,34,24.7,0,0,0,0
Phil Dawson,77,4914,853,30,39,43,19.8,2,0,1,0
Shaun Suisham,75,4784,1103,29,38.7,46,24,0,0,0,0
Rob Bironas,74,4725,860,37,50,33,26.1,3,0,2,1
Sebastian Janikowski,73,4565,868,38,52,30,28.9,7,0,2,2
Alex Henery,70,4429,1012,26,37.1,41,24.7,3,1,0,0
Josh Scobee,69,4469,1009,26,37.7,39,25.9,3,1,1,0
Nick Folk,68,4293,1167,12,17.6,53,22,2,0,1,1
Greg Zuerlein,67,4498,730,37,55.2,30,24.3,0,0,0,0
Robbie Gould,66,4329,586,38,57.6,28,20.9,1,0,0,0
Dan Carpenter,65,4249,836,30,46.2,33,25.3,2,1,0,1
Mike Nugent,65,4326,1116,21,32.3,43,26,1,0,0,1
Jay Feely,63,3938,813,29,46,31,26.2,3,0,0,0
Kai Forbath,62,3916,1048,15,24.2,45,23.3,1,0,1,0
Nick Novak,62,4023,834,22,35.5,37,22.5,2,1,1,0
Ryan Succop,58,3716,690,27,46.6,27,25.6,2,0,2,0
Rian Lindell,47,2900,881,7,14.9,40,22,0,0,0,1
Justin Medlock,41,2388,362,17,41.5,23,15.7,1,0,0,0
Graham Gano,35,2380,360,20,57.1,15,24,0,0,0,0
Billy Cundiff,29,1881,216,18,62.1,10,21.6,1,0,0,0
John Potter,26,1630,263,13,50,11,23.9,2,0,0,0
Josh Brown,23,1509,352,6,26.1,17,20.7,0,0,0,0
Nate Kaeding,22,1439,215,12,54.6,10,21.5,0,0,0,0
Olindo Mare,16,1065,130,10,62.5,6,21.7,0,0,0,0
Adam Podlesh,4,245,51,1,25,3,17,0,0,0,0
Garrett Hartley,2,24,0,0,0,0,0,2,0,0,0
Britton Colquitt,1,60,16,0,0,1,16,0,0,0,0
Johnny Hekker,1,9,0,0,0,0,0,1,0,0,0
Donnie Jones,1,58,18,0,0,1,18,0,0,0,0
Sam Koch,1,64,17,0,0,1,17,0,0,0,0
Andy Lee,1,63,13,0,0,1,13,0,0,0,0
Robert Malone,1,67,17,0,0,1,17,0,0,0,0
Zoltan Mesko,1,60,9,0,0,1,9,0,0,0,0
Brad Nortman,1,68,17,0,0,1,17,0,0,0,0
Jon Ryan,1,66,17,0,0,1,17,0,0,0,0
Dave Zastudil,1,62,33,0,0,1,33,0,0,0,0
