Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
DeAngelo Hall,43,1,43,0,1,1,43,0,0
Marcus Easley,37.5,2,75,0,2,1,55,0,0
Deji Karim,36.4,9,328,1,8,1,101,0,0
Marcel Reece,36,1,36,0,1,0,36,0,0
Percy Harvin,35.9,16,574,1,15,4,105,0,0
Cyrus Gray,33,1,33,0,1,0,33,0,0
Dion Lewis,33,1,33,0,1,0,33,0,0
Jacoby Jones,30.7,38,1167,2,34,5,108,0,0
Jerrel Jernigan,30,2,60,0,1,1,60,0,1
LaMichael James,29.8,14,417,0,11,1,62,0,0
Lavelle Hawkins,29.3,7,205,0,5,1,71,0,0
Leon Washington,29,27,784,1,19,5,98,0,1
Clyde Gates,28.8,5,144,0,4,2,47,0,0
Jeremy Ross,28.7,3,86,0,2,1,44,0,0
Leodis McKelvin,28.3,18,510,0,17,2,59,0,0
Richard Goodman,27.6,18,497,0,16,0,39,0,0
Brad Smith,27.6,18,496,1,14,1,89,0,0
Justin Rogers,27.5,2,55,0,2,0,28,0,0
Joe McKnight,27.5,39,1072,1,29,5,100,0,2
Josh Cribbs,27.4,43,1178,0,36,3,74,0,1
Marcus Thigpen,27.4,38,1040,1,30,4,96,0,0
Kyle Williams,27.2,13,353,0,8,2,94,0,0
Joique Bell,27,2,54,0,2,0,30,0,1
Emmanuel Sanders,27,1,27,0,1,0,27,0,0
David Wilson,26.9,57,1533,1,41,7,97,0,0
Darren Sproles,26.8,18,483,0,15,1,48,0,0
Travaris Cadet,26.5,26,690,0,21,1,75,0,1
Chris Rainey,26.5,39,1035,0,28,6,68,0,0
Marcus Sherels,26.4,16,422,0,13,2,41,0,0
Trindon Holliday,26.3,21,552,1,11,3,105,0,1
Mike Tolbert,26,1,26,0,1,0,26,0,0
Deonte Thompson,25.9,15,389,0,13,1,49,0,1
Devin Hester,25.9,24,621,0,19,2,40,0,1
Jacquizz Rodgers,25.7,23,592,0,19,2,77,0,0
Randall Cobb,25.4,38,964,0,33,2,46,0,1
Travis Benjamin,25.3,3,76,0,3,0,29,0,0
Brandon Tate,24.8,32,795,0,23,2,45,0,2
Devin McCourty,24.2,27,654,1,16,1,104,0,1
William Powell,24.1,21,507,0,13,2,65,0,2
Rashad Jennings,24.1,10,241,0,8,0,29,0,0
Kealoha Pilares,24,9,216,0,8,0,28,0,0
Lousaka Polite,24,1,24,0,1,0,24,0,0
Brandon Banks,24,22,527,0,17,1,55,0,0
Keshawn Martin,23.9,31,741,0,22,1,54,0,0
Coye Francies,23.8,20,475,0,16,0,32,0,0
Richard Murphy,23.6,5,118,0,4,0,32,0,0
Kendall Hunter,23.6,7,165,0,6,0,31,0,1
Arrelious Benn,23.5,13,306,0,8,1,55,0,1
Tiquan Underwood,23.5,2,47,0,2,0,25,0,0
Micheal Spurlock,23.4,16,375,1,7,1,99,0,0
Chris Givens,23.4,23,539,0,16,1,48,0,0
Darius Reynaud,23.4,53,1240,1,35,1,105,0,0
Shaun Draughn,23.4,23,537,0,19,1,41,0,1
Jalen Parmele,23.3,10,233,0,9,0,38,0,0
Joe Adams,23.1,9,208,0,7,0,31,0,1
Brandon Boykin,23,45,1037,0,35,1,44,0,1
Ted Ginn,23,11,253,0,9,0,31,0,1
LaRod Stephens-Howling,22.5,18,405,0,12,0,38,0,0
Mike Goodson,22.4,16,359,0,9,2,51,0,0
Armond Smith,21.8,6,131,0,5,0,26,0,0
Niles Paul,21.8,13,283,0,5,1,48,0,1
Lance Dunbar,21.8,12,261,0,7,1,44,0,1
Armanti Edwards,21.7,12,260,0,10,0,35,0,0
Keith Toston,21.7,3,65,0,2,0,25,0,0
Curtis Brinkley,21.5,4,86,0,3,0,28,0,0
Roscoe Parrish,21.5,4,86,0,3,0,25,0,0
Danny Woodhead,21.5,2,43,0,2,0,23,0,0
Felix Jones,21.4,11,236,0,7,0,29,0,1
Adam Jones,21.3,3,64,0,1,0,31,0,0
Stefan Logan,21.3,28,597,0,17,1,40,0,0
Devon Wylie,21.2,9,191,0,6,0,26,0,0
LeQuan Lewis,21.2,5,106,0,3,0,33,0,0
Isaiah Pead,21.2,10,212,0,6,0,32,0,1
Antonio Cromartie,21,2,42,0,2,0,22,0,0
Jorvorskie Lane,21,2,42,0,1,0,24,0,1
Cassius Vaughn,20.9,10,209,0,6,1,40,0,0
Tom Zbikowski,20.5,6,123,0,2,0,34,0,0
Chris Carr,20.4,5,102,0,3,0,26,0,0
Josh Robinson,20.3,3,61,0,2,0,24,0,0
Josh Bellamy,20.2,5,101,0,3,0,27,0,0
A.J. Jefferson,20,1,20,0,1,0,20,0,1
John Phillips,20,1,20,0,1,0,20,0,0
Quan Cosby,19.8,5,99,0,3,0,32,0,0
Javier Arenas,19.7,9,177,0,3,0,27,0,0
Bryce Brown,19.5,8,156,0,3,0,25,0,0
Evan Royster,19.5,2,39,0,1,0,22,0,0
Jordan Shipley,19.5,6,117,0,3,0,24,0,0
Matthew Slater,19.5,2,39,0,1,0,20,0,0
Jordan Todman,19.5,4,78,0,2,0,24,0,0
Omar Bolden,19.3,14,270,0,7,0,33,0,1
Dwayne Harris,19.1,11,210,0,7,0,29,0,1
Eric Smith,19,1,19,0,0,0,19,0,0
Anthony Allen,18.7,3,56,0,1,0,20,0,0
Cedric Peerman,18.5,2,37,0,0,0,19,0,0
Matt Asiata,18.3,3,55,0,1,0,22,0,0
Michael Smith,18.3,3,55,0,1,0,23,0,0
Pierre Thomas,18.2,5,91,0,1,0,38,0,0
Early Doucet,18,1,18,0,0,0,18,0,0
Jim Leonhard,18,1,18,0,0,0,18,0,0
Danieal Manning,18,1,18,0,0,0,18,0,0
Craig Stevens,18,1,18,0,0,0,18,0,0
Eric Weems,17.8,13,231,0,6,0,27,0,0
Joe Young,17,4,68,0,0,0,19,0,0
Captain Munnerlyn,17,1,17,0,0,0,17,0,0
T.Y. Hilton,16.9,7,118,0,2,0,26,0,1
LaVon Brazill,16.7,3,50,0,1,0,20,0,1
Mewelde Moore,16.7,3,50,0,1,0,24,0,0
Antoine Cason,16,1,16,0,0,0,16,0,0
Terrance Copper,16,1,16,0,0,0,16,0,0
Jerome Felton,16,1,16,0,0,0,16,0,0
David Paulson,16,1,16,0,0,0,16,0,0
Mike Thomas,15.3,3,46,0,1,0,20,0,0
Jeremy Stewart,14.3,3,43,0,0,0,16,0,0
Andre Brown,14,3,42,0,1,0,22,0,0
Riley Cooper,14,1,14,0,0,0,14,0,0
Jason McCourty,14,1,14,0,0,0,14,0,0
Konrad Reuland,14,1,14,0,0,0,14,0,0
Lawrence Vickers,14,1,14,0,0,0,14,0,0
Martellus Bennett,13,1,13,0,0,0,13,0,0
Brit Miller,13,1,13,0,0,0,13,0,1
Austin Pettis,13,1,13,0,0,0,13,0,0
Kyle Adams,12.7,3,38,0,0,0,15,0,0
Julian Edelman,12.7,3,38,0,1,0,32,0,0
D.J. Ware,12.5,2,25,0,0,0,18,0,0
Earl Bennett,12,2,24,0,0,0,18,0,0
Gino Gradkowski,12,1,12,0,0,0,12,0,1
D.J. Williams,12,2,24,0,0,0,12,0,0
Taiwan Jones,11,2,22,0,0,0,16,0,0
Zach Potter,11,1,11,0,0,0,11,0,0
Bradley Sowell,11,1,11,0,0,0,11,0,0
Wes Welker,11,3,33,0,0,0,17,0,0
D'Aundre Reed,10,1,10,0,0,0,10,0,0
Riley Reiff,10,1,10,0,0,0,10,0,0
Sione Fua,9,1,9,0,0,0,9,0,0
Stanley Havili,9,2,18,0,0,0,18,0,0
Kyle Wilson,9,1,9,0,0,0,9,0,0
Orson Charles,8.5,2,17,0,0,0,10,0,0
Danny Amendola,8,2,16,0,0,0,12,0,0
Nick Bellore,8,1,8,0,0,0,8,0,1
Harry Douglas,8,1,8,0,0,0,8,0,0
Will Johnson,8,1,8,0,0,0,8,0,0
Jason Snelling,8,2,16,0,0,0,9,0,0
Chris Pressley,7.5,2,15,0,0,0,8,0,0
Corey Graham,7,1,7,0,0,0,7,0,0
Tony Scheffler,7,1,7,0,0,0,7,0,0
Emmanuel Stephens,7,1,7,0,0,0,7,0,0
Delanie Walker,7,4,28,0,0,0,18,0,0
Christian Ballard,6,2,12,0,0,0,8,0,1
Craig Dahl,6,1,6,0,0,0,6,0,0
Will Witherspoon,6,1,6,0,0,0,6,0,0
Armando Allen,5,2,10,0,0,0,7,0,0
Craig Steltz,5,1,5,0,0,0,5,0,0
LaQuan Williams,5,1,5,0,0,0,5,0,0
Eric Hagg,4,2,8,0,0,0,5,0,0
Anthony Toribio,4,1,4,0,0,0,4,0,0
Doug Baldwin,3,1,3,0,0,0,3,0,0
Ahmad Black,3,1,3,0,0,0,3,0,0
Junior Galette,2,1,2,0,0,0,2,0,0
Vincent Jackson,2,1,2,0,0,0,2,0,0
Will Heller,1,1,1,0,0,0,1,0,0
Akeem Jordan,1,1,1,0,0,0,1,0,0
Kyle Rudolph,1,1,1,0,0,0,1,0,0
Lance Ball,0,1,0,0,0,0,0,0,0
Alex Carrington,0,1,0,0,0,0,0,0,0
James Casey,0,1,0,0,0,0,0,0,0
Jed Collins,0,1,0,0,0,0,0,0,0
Chris Gronkowski,0,1,0,0,0,0,0,0,0
Rob Gronkowski,0,1,0,0,0,0,0,0,0
James-Michael Johnson,0,1,0,0,0,0,0,0,0
Shiloh Keo,0,1,0,0,0,0,0,0,0
Ben Obomanu,0,1,0,0,0,0,0,0,0
Dennis Pitta,0,1,0,0,0,0,0,0,0
Chris Polk,0,1,0,0,0,0,0,0,0
Leonard Pope,0,1,0,0,0,0,0,1,0
George Selvie,0,1,0,0,0,0,0,0,0
Lee Smith,0,1,0,0,0,0,0,0,0
Cedric Thornton,0,1,0,0,0,0,0,0,1
Corey Wootton,0,2,0,0,0,0,0,0,0
Melvin Ingram,-0.5,2,-1,0,0,0,0,0,0
