Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Adrian Peterson,2097,348,12,27,8,82,85,24.4,3
Alfred Morris,1613,335,13,9,0,39,83,24.8,4
Marshawn Lynch,1590,315,11,9,2,77,68,21.6,4
Jamaal Charles,1509,285,5,11,5,91,62,21.8,5
Doug Martin,1454,319,11,11,5,70,58,18.2,1
Arian Foster,1424,351,15,9,1,46,78,22.2,3
Stevan Ridley,1263,290,12,6,1,41,82,28.3,4
C.J. Spiller,1244,207,6,12,5,62,52,25.1,2
Chris Johnson,1243,276,6,8,3,94,45,16.3,3
Frank Gore,1214,258,8,7,0,37,67,26,2
Ray Rice,1143,257,9,5,2,46,51,19.8,1
Matt Forte,1094,248,5,6,1,46,45,18.2,2
BenJarvus Green-Ellis,1094,278,6,7,2,48,54,19.4,3
Shonn Greene,1063,276,8,2,0,36,52,18.8,3
Steven Jackson,1045,258,4,5,1,46,47,18.2,0
Ahmad Bradshaw,1015,221,6,4,0,37,56,25.3,3
Reggie Bush,986,227,6,6,2,65,43,18.9,4
Trent Richardson,950,267,11,2,0,32,36,13.5,3
LeSean McCoy,840,200,2,7,0,34,45,22.5,4
Robert Griffin III,815,120,7,6,2,76,40,33.3,9
Vick Ballard,814,211,2,4,0,26,50,23.7,3
Michael Turner,800,222,10,5,1,43,40,18,3
Mikel Leshoure,798,215,9,0,0,16,46,21.4,3
Cam Newton,741,127,8,9,2,72,49,38.6,4
DeAngelo Williams,737,173,5,5,2,65,32,18.5,2
Willis McGahee,731,167,4,2,0,31,43,25.8,5
Ryan Mathews,707,184,1,1,0,31,34,18.5,2
Darren McFadden,707,216,2,4,1,64,33,15.3,1
DeMarco Murray,663,161,4,5,1,48,39,24.2,2
Jonathan Dwyer,623,156,2,3,0,34,27,17.3,2
Mark Ingram,602,156,5,4,0,31,28,18,0
Bryce Brown,564,115,4,6,2,65,33,28.7,4
Bernard Pierce,532,108,1,3,1,78,21,19.4,0
Knowshon Moreno,525,138,4,1,0,20,32,23.2,1
Russell Wilson,489,94,4,2,0,25,30,31.9,2
Daryl Richardson,475,98,0,4,2,53,19,19.4,2
Pierre Thomas,473,105,1,2,1,48,16,15.2,0
Alex Green,464,135,0,2,1,41,17,12.6,0
Fred Jackson,437,115,3,0,0,15,25,21.7,4
Bilal Powell,437,110,4,0,0,18,23,20.9,0
Donald Brown,417,108,1,0,0,19,20,18.5,0
Colin Kaepernick,415,63,5,3,2,50,18,28.6,7
Joique Bell,414,82,3,3,1,67,16,19.5,1
Maurice Jones-Drew,414,86,1,3,1,59,21,24.4,1
Michael Bush,411,114,5,2,0,20,28,24.6,1
Isaac Redman,410,110,2,3,0,28,27,24.6,2
Felix Jones,402,111,3,1,0,22,23,20.7,1
Andre Brown,385,73,8,3,0,31,25,34.2,0
Justin Forsett,374,63,1,3,1,81,14,22.2,0
Kendall Hunter,371,72,2,2,0,26,18,25,0
Jacquizz Rodgers,362,94,1,2,1,43,16,17,0
David Wilson,358,71,4,5,2,52,17,23.9,1
LaRod Stephens-Howling,356,110,4,3,2,52,15,13.6,0
Robert Turbin,354,80,0,2,0,26,15,18.8,0
Jonathan Stewart,336,93,1,2,0,21,14,15,1
Mike Vick,332,62,1,1,0,20,20,32.3,7
Ronnie Hillman,330,85,1,3,0,31,19,22.4,2
Daniel Thomas,325,91,4,2,0,20,15,16.5,3
Jackie Battle,311,95,3,2,1,52,19,20,0
Peyton Hillis,309,85,1,0,0,18,19,22.4,2
Danny Woodhead,301,76,4,0,0,19,19,25,0
Jake Locker,291,41,1,5,0,32,13,31.7,2
Rashad Jennings,283,101,2,1,0,21,16,15.8,3
Ben Tate,279,65,2,2,0,25,17,26.2,1
Brandon Bolden,274,56,2,4,0,27,18,32.1,0
Montario Hardesty,271,65,1,1,0,25,12,18.5,2
Marcel Reece,271,59,0,0,0,17,16,27.1,1
Aaron Rodgers,259,54,2,2,0,27,20,37,0
Cedric Peerman,258,36,1,3,1,48,10,27.8,0
Andrew Luck,255,62,5,0,0,19,23,37.1,1
James Starks,255,71,1,1,0,22,12,16.9,1
Christian Ponder,253,60,2,4,0,29,11,18.3,2
Shane Vereen,251,62,3,0,0,16,15,24.2,0
Lamar Miller,250,51,1,2,0,28,12,23.5,0
Cedric Benson,248,71,1,0,0,11,10,14.1,1
Darren Sproles,244,48,1,2,1,47,9,18.8,0
Chris Wells,234,88,5,1,0,31,11,12.5,1
Jay Cutler,233,41,0,2,0,24,15,36.6,1
Shaun Draughn,233,59,2,1,0,25,16,27.1,1
Mike Goodson,221,35,0,3,2,43,6,17.1,0
Ronnie Brown,220,46,0,1,0,21,12,26.1,0
Chris Ivory,217,40,2,3,1,56,7,17.5,0
William Powell,217,60,0,0,0,17,10,16.7,0
Ryan Tannehill,211,49,2,3,0,31,16,32.6,4
Montell Owens,209,42,1,1,0,32,10,23.8,0
Ryan Fitzpatrick,197,48,1,1,0,20,9,18.8,0
Tashard Choice,193,47,1,1,0,22,9,19.2,0
Mike Tolbert,183,54,7,0,0,13,24,44.4,0
Rashard Mendenhall,182,51,0,1,0,20,8,15.7,3
Joe McKnight,179,30,0,2,1,61,7,23.3,1
Toby Gerhart,169,50,1,1,0,22,10,20,2
Ryan Williams,164,58,0,2,0,25,7,12.1,2
Lance Ball,158,42,1,1,0,22,10,23.8,0
DuJuan Harris,157,34,2,1,0,21,8,23.5,0
