Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Calvin Johnson,122,1964,5,40,5,53,92,75.4,3,530,205
Brandon Marshall,118,1508,11,18,2,56,75,63.6,2,360,194
Wes Welker,118,1354,6,13,2,59,72,61,2,702,174
Andre Johnson,112,1598,4,23,5,60,79,70.5,0,552,164
Jason Witten,110,1039,3,8,0,36,56,50.9,0,310,150
Reggie Wayne,106,1355,5,22,0,33,73,68.9,1,378,194
A.J. Green,97,1350,11,16,7,73,61,62.9,2,427,164
Demaryius Thomas,94,1434,10,29,5,71,60,63.8,3,551,141
Tony Gonzalez,93,930,8,3,0,25,65,69.9,0,250,124
Dez Bryant,92,1382,12,19,6,85,54,58.7,2,463,138
Roddy White,92,1351,7,18,4,59,73,79.4,1,346,143
Victor Cruz,86,1092,10,12,3,80,52,60.5,0,332,143
Michael Crabtree,85,1105,9,15,1,49,57,67.1,0,539,126
Eric Decker,85,1064,13,11,2,55,52,61.2,0,290,123
Jimmy Graham,85,982,9,12,1,46,59,69.4,1,315,135
Marques Colston,83,1154,10,15,2,60,65,78.3,4,306,132
Randall Cobb,80,954,8,17,0,39,45,56.2,0,479,104
Steve Johnson,79,1046,6,12,2,63,52,65.8,1,381,148
Julio Jones,79,1198,10,17,5,80,56,70.9,0,486,129
Brandon Myers,79,806,4,9,0,29,41,51.9,0,286,105
Darren Sproles,75,667,7,7,1,44,29,38.7,0,673,104
Brian Hartline,74,1083,1,14,3,80,48,64.9,1,263,128
Brandon Lloyd,74,911,4,10,1,53,50,67.6,0,192,130
Steve Smith,73,1174,4,17,3,66,51,69.9,0,277,138
Vincent Jackson,72,1384,8,24,6,95,61,84.7,0,394,147
Larry Fitzgerald,71,798,4,9,0,37,44,62,0,288,153
Heath Miller,71,816,8,11,1,43,44,62,0,368,101
Jeremy Maclin,69,857,7,12,4,70,36,52.2,1,281,122
Greg Olsen,69,843,5,11,1,47,42,60.9,0,261,104
Miles Austin,66,943,6,13,1,49,48,72.7,1,305,118
Antonio Brown,66,787,5,10,1,60,43,65.2,2,344,105
Anquan Boldin,65,921,4,17,1,43,45,69.2,0,267,112
Lance Moore,65,1041,6,14,2,51,55,84.6,0,162,105
Justin Blackmon,64,865,5,9,2,81,41,64.1,1,288,133
Jermaine Gresham,64,737,5,8,2,55,33,51.6,2,429,94
James Jones,64,784,14,11,1,49,45,70.3,0,236,98
Andre Roberts,64,759,5,10,2,46,40,62.5,1,234,113
Mike Wallace,64,836,8,9,4,82,33,51.6,2,276,119
Kendall Wright,64,626,4,6,0,38,38,59.4,1,330,104
Danny Amendola,63,666,3,5,2,56,38,60.3,2,263,101
Mike Williams,63,996,9,17,6,65,44,69.8,0,350,127
Owen Daniels,62,716,6,7,0,39,37,59.7,0,328,103
Percy Harvin,62,677,3,8,1,45,36,58.1,0,531,85
Davone Bess,61,778,1,11,0,39,38,62.3,1,267,104
Jermichael Finley,61,667,2,10,1,40,31,50.8,1,302,88
Dennis Pitta,61,669,7,8,1,61,29,47.5,0,283,93
Ray Rice,61,478,1,6,1,43,22,36.1,0,507,84
