Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Marvin Harrison,143,1722,11,22,4,69,92,64.3,0,428,205
Hines Ward,112,1329,12,19,2,72,66,58.9,1,504,161
Randy Moss,106,1347,7,19,6,60,66,62.3,1,330,184
Eric Moulds,100,1292,10,14,6,70,64,64,1,356,180
Terrell Owens,100,1300,13,17,5,76,61,61,0,568,159
Marty Booker,97,1189,6,20,3,54,54,55.7,0,351,167
Troy Brown,97,890,3,3,0,38,48,49.5,2,428,141
Peerless Price,94,1252,9,16,6,73,57,60.6,2,435,148
Jerry Rice,92,1211,7,12,3,75,59,64.1,1,375,150
Charlie Garner,91,941,4,8,3,69,44,48.4,0,765,111
Torry Holt,91,1302,4,17,3,58,69,75.8,1,326,160
Laveranues Coles,89,1264,5,19,2,43,67,75.3,1,352,134
Rod Smith,89,1027,5,11,1,46,53,59.6,1,336,147
Joe Horn,88,1312,7,19,6,63,65,73.9,1,416,149
Amani Toomer,82,1343,8,24,4,82,59,72,0,300,134
Tim Brown,81,930,2,11,2,45,48,59.3,0,423,127
Marshall Faulk,80,537,2,3,1,40,23,28.8,2,527,102
Jimmy Smith,80,1027,7,15,1,47,53,66.2,0,302,137
Isaac Bruce,79,1075,7,20,0,34,50,63.3,2,186,130
Derrick Mason,79,1012,5,12,1,40,56,70.9,1,264,125
LaDainian Tomlinson,79,489,1,2,0,30,20,25.3,1,552,101
Plaxico Burress,78,1325,7,21,5,62,64,82,2,237,144
Koren Robinson,78,1240,5,19,4,83,58,74.4,2,465,141
Keyshawn Johnson,76,1088,5,14,1,76,53,69.7,0,267,142
Jeremy Shockey,74,894,2,16,0,30,49,66.2,3,427,127
Tai Streets,72,756,5,7,1,47,46,63.9,1,138,109
Rod Gardner,71,1006,8,13,2,43,51,71.8,1,254,141
Donald Driver,70,1064,9,15,3,85,47,67.1,1,321,113
Priest Holmes,70,672,3,6,3,64,30,42.9,0,741,81
Tiki Barber,69,597,0,5,0,38,23,33.3,4,554,95
Chad Johnson,69,1166,5,13,4,72,58,84.1,0,214,137
Ed McCaffrey,69,903,2,11,3,69,44,63.8,0,209,103
Todd Heap,68,836,6,13,2,43,44,64.7,0,236,122
Kevin Johnson,67,703,4,10,0,30,38,56.7,0,152,120
