Player,INT,INT TD,INT Yds,Lng
Michael Hawthorne,1,0,0,0
Kelly Herndon,1,0,0,0
Vonnie Holliday,1,0,3,3
Rashad Holman,1,0,1,1
Bobbie Howard,1,0,9,9
Orlando Huff,1,0,0,0
Pete Hunter,1,0,16,16
Michael Jameson,1,0,0,0
Dhani Jones,1,0,1,1
Marvin Jones,1,0,0,0
Tebucky Jones,1,0,0,0
Isaiah Kacyvenski,1,0,27,27
Eric Kelly,1,0,0,0
Kenard Lang,1,0,71,71
Michael Lewis,1,0,0,0
Mo Lewis,1,0,14,14
Mike Logan,1,0,46,46
David Macklin,1,0,30,30
Chris McAlister,1,0,0,0
Tod McBride,1,0,0,0
Dexter McCleon,1,0,0,0
Daylon McCutcheon,1,0,24,24
Willie McGinest,1,0,2,2
Jon McGraw,1,0,0,0
Ryan McNeil,1,0,16,16
R.W. McQuarters,1,0,33,33
Donald Mitchell,1,0,-2,-2
Kevin Mitchell,1,0,7,7
Kenny Mixon,1,0,6,6
Damon Moore,1,0,35,35
Zeke Moreno,1,0,8,8
Willie Offord,1,0,6,6
Julius Peppers,1,0,21,21
Julian Peterson,1,0,2,2
Ahmed Plummer,1,0,0,0
Jeff Posey,1,0,0,0
Montae Reagor,1,0,31,31
Coby Rhinehart,1,0,0,0
Simeon Rice,1,0,30,30
Eddie Robinson,1,0,21,21
Bill Romanowski,1,0,0,0
Brian Russell,1,0,18,18
Lewis Sanders,1,0,25,25
Bart Scott,1,0,0,0
Junior Seau,1,0,25,25
Richard Seymour,1,0,6,6
Brandon Short,1,0,32,32
Brian Simmons,1,1,51,51
Alshermond Singleton,1,0,0,0
Matt Stevens,1,0,0,0
Quincy Stewart,1,0,0,0
Barron Tanner,1,0,17,17
Kevin Thomas,1,0,31,31
Zach Thomas,1,0,7,7
Lamont Thompson,1,0,4,4
Jeremiah Trotter,1,0,2,2
Brian Urlacher,1,0,0,0
Mike Vrabel,1,0,0,0
Denard Walker,1,0,8,8
Keith Washington,1,0,-2,-2
Marcus Washington,1,1,40,40
Chris Watson,1,0,0,0
Fred Weary,1,0,14,14
Jason Webster,1,1,37,37
Bryant Westbrook,1,0,0,0
Marcellus Wiley,1,0,40,40
Aeneas Williams,1,0,3,3
Brian Williams,1,0,2,2
Tank Williams,1,0,0,0
Tyrone Williams,1,0,0,0
Willie Williams,1,0,2,2
Grant Wistrom,1,0,2,2
Shawn Wooden,1,0,0,0
Charles Woodson,1,0,3,3
Darren Woodson,1,0,1,1
Jerry Azumah,0,0,18,18
