Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Rafael Cooper,55,1,55,0,1,1,55,0,0
Quentin McCord,39,1,39,0,1,0,26,0,0
Travis Jervey,35.8,4,143,0,3,1,67,0,0
Joe Burns,35,1,35,0,1,0,35,0,0
Fred McAfee,34.5,2,69,0,1,1,51,0,0
Jimmy Redmond,32,1,32,0,1,0,32,0,0
Ron Dixon,30.5,2,61,0,2,0,35,0,0
Trung Canidate,28.1,7,197,0,6,1,53,0,0
MarTay Jenkins,28,20,559,1,16,1,95,0,0
Kevin Faulk,27.9,26,725,2,23,2,87,0,0
Albert Johnson,27.5,12,330,0,11,1,49,0,0
Brian Mitchell,27,43,1162,0,35,6,57,0,1
Tony Driver,27,1,27,0,1,0,27,0,0
Reggie Tongue,27,1,27,0,1,0,27,0,0
Javin Hunter,26.2,4,105,0,1,1,63,0,0
Chad Morton,26,58,1509,2,40,4,98,0,0
Eddie Drummond,26,40,1039,0,28,4,91,0,0
Michael L. Lewis,25.8,70,1807,2,48,6,97,0,1
Reuben Droughns,25.8,20,516,0,15,2,53,0,0
Aaron Stecker,25.2,37,934,0,29,1,67,0,2
Brandon Bennett,25.1,49,1231,1,31,4,94,0,1
Reggie Swinton,24.9,28,697,1,19,1,100,0,0
Scottie Montgomery,24.7,15,370,0,11,1,40,0,0
Ladell Betts,24.6,28,690,0,22,1,60,0,1
Reche Caldwell,24.4,9,220,0,7,0,39,0,1
Marcus Knight,24.3,29,705,0,19,2,65,0,2
Maurice Morris,24.2,34,821,1,20,2,97,0,0
Aveion Cason,24,2,48,0,2,0,24,0,0
Dorsey Levens,24,1,24,0,1,0,24,0,0
Deion Branch,24,36,863,0,26,2,63,0,1
Larry Foster,23.8,12,286,0,9,1,50,0,0
Dante Hall,23.8,57,1354,1,30,5,88,0,1
Kevin Kasper,23.6,55,1300,0,36,3,56,0,1
Ike Charlton,23.6,10,236,0,8,0,32,0,0
Chester Taylor,23.6,10,236,0,5,2,54,0,1
Delvin Joyce,23.5,33,776,0,22,2,46,0,1
Dez White,23.5,2,47,0,2,0,27,0,0
Travis Minor,23.3,46,1071,0,28,4,66,0,0
Dwight Smith,23.2,4,93,0,4,0,25,0,1
Ronney Jenkins,23.1,40,925,0,27,2,56,0,0
Justin McCareins,23.1,13,300,0,8,1,48,0,0
Tamarick Vanover,23.1,14,323,0,10,0,39,0,0
Antwaan Randle El,22.9,32,733,1,16,2,99,0,0
Ahmad Merritt,22.9,45,1029,0,28,2,63,0,0
Terrence Wilkins,22.8,47,1074,0,29,2,42,0,0
Cedric James,22.8,10,228,0,8,0,29,0,0
Ronald Curry,22.7,3,68,0,2,0,27,0,1
Desmond Howard,22.6,26,587,0,12,2,70,0,0
Jason McAddley,22.5,2,45,0,2,0,25,0,0
LaMont Jordan,22.4,5,112,0,3,0,34,0,0
Terry Kirby,22.4,19,425,1,10,1,96,0,0
Woody Dantzler,22.3,27,602,1,15,1,84,0,2
T.J. Houshmandzadeh,22.2,13,288,0,7,1,44,0,0
Avion Black,22,24,529,0,13,2,49,0,1
Terrell Fletcher,22,1,22,0,1,0,22,0,0
Jamal Robertson,22,11,242,0,7,1,42,0,0
Javon Walker,22,35,769,0,20,2,55,0,0
Allen Rossum,22,53,1164,1,26,4,91,0,1
Steve Smith,22,26,571,0,17,1,51,0,0
Jimmy Williams,21.9,35,765,0,23,2,50,0,1
Troy Walters,21.7,53,1150,0,33,1,44,0,2
Najeh Davenport,21.7,6,130,0,3,0,27,0,0
Kenny Watson,21.6,23,496,0,16,0,28,0,0
James Fenderson,21.5,2,43,0,2,0,22,0,0
Moe Williams,21.5,24,516,0,13,1,51,0,0
Andre Davis,21.4,50,1068,1,27,1,95,0,1
Rudi Johnson,21.3,13,277,0,8,1,42,0,0
Troy Edwards,21.1,10,211,0,6,0,32,0,0
Isaac Byrd,21,14,294,0,10,0,35,0,0
Tony Carter,21,2,42,0,1,0,25,0,0
