Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Deion Branch,29,2,58,0,1,1,40,0,0
D'Wayne Bates,23.2,4,93,0,1,1,61,2,0
Dexter Jackson,20,1,20,0,1,0,21,0,0
Coby Rhinehart,18,1,18,0,0,0,18,0,0
Dre' Bly,17.2,8,138,1,1,1,78,3,0
Jimmy Williams,16.8,20,336,1,6,3,89,8,1
Santana Moss,16.5,25,413,2,9,2,63,8,2
Lamont Brightful,16.1,15,241,1,3,2,95,10,1
Andre King,15,1,15,0,0,0,15,0,0
Az-Zahir Hakim,14.8,10,148,1,2,1,72,4,0
Dennis Northcutt,14.7,25,367,2,5,2,87,10,2
Michael L. Lewis,14.2,44,625,1,7,3,83,6,4
Dante Hall,13.4,29,390,2,3,2,90,11,2
Avion Black,13.4,14,188,1,1,1,76,3,1
Chad Morton,12.8,4,51,0,1,0,21,4,1
Bobby Shaw,12.4,25,310,1,3,2,69,17,1
Brian Mitchell,12.3,46,567,1,7,2,76,11,2
Tim Dwight,12.2,19,231,0,4,0,37,11,0
Joey Galloway,12.1,15,181,0,3,1,71,8,1
Allen Rossum,12,24,288,0,5,0,36,10,0
Phillip Buchanon,11.9,15,178,1,3,1,83,8,2
Bobby Engram,10.7,21,224,1,2,1,61,23,1
Dedric Ward,10.6,16,169,0,2,0,34,11,1
Jeff Ogden,10.5,2,21,0,0,0,19,0,0
Leon Johnson,10.3,28,288,0,5,0,30,10,1
Jacquez Green,10.2,17,174,1,1,1,90,9,1
Champ Bailey,9.9,24,238,0,3,0,39,4,3
Terrence Wilkins,9.7,25,242,0,4,2,55,13,2
Karl Williams,9.5,43,410,1,4,3,56,20,0
John Simon,8.7,13,113,0,1,0,30,6,1
Albert Johnson,8.6,8,69,0,0,0,13,3,1
Steve Smith,8.6,55,470,2,4,2,87,13,4
Isaac Byrd,8.5,2,17,0,0,0,17,3,1
Delvin Joyce,8.4,25,210,0,3,0,37,18,2
Deltha O'Neal,8.4,30,251,0,3,2,53,7,2
Damon Gibson,8.3,3,25,0,0,0,19,1,1
Kevin Faulk,8.1,8,65,0,0,0,16,4,0
Darrell Jackson,8,4,32,0,0,0,14,0,1
Nick Davis,7.9,24,190,0,1,1,57,18,1
Robert Baker,7.9,7,55,0,1,0,21,3,0
Jermaine Lewis,7.8,36,280,0,3,1,48,17,3
Troy Walters,7.7,35,270,0,3,0,34,15,4
Eddie Drummond,7.7,18,138,1,1,1,73,8,2
Reggie Swinton,7.4,19,141,0,3,0,26,9,1
Cedrick Wilson,7.4,8,59,0,0,0,13,4,0
Justin McCareins,7.3,6,44,0,0,0,16,4,0
Troy Brown,7.3,24,175,0,1,0,27,10,2
Larry Foster,7.2,4,29,0,0,0,10,0,0
Hank Poteat,7.2,4,29,0,0,0,11,2,1
Chris McAlister,7.2,17,122,0,1,0,28,4,2
Ahmad Merritt,7.1,10,71,0,0,0,18,2,2
Antwaan Randle El,7,37,257,0,3,0,29,11,3
Derrick Mason,6.7,9,60,0,1,0,21,12,1
Tyrone Poole,6,4,24,0,0,0,16,0,1
Arnold Jackson,5.9,31,182,0,1,0,22,4,2
Tim Brown,5.5,10,55,0,0,0,11,17,3
Tamarick Vanover,5.4,16,86,0,0,0,16,4,3
Desmond Howard,5.3,9,48,0,0,0,14,5,0
Charlie Rogers,5.3,26,137,0,0,0,16,11,0
Kwamie Lassiter,5.2,4,21,0,0,0,10,0,0
Darrien Gordon,5.1,35,180,0,2,0,27,9,4
Tiki Barber,5,1,5,0,0,0,5,1,0
Nate Clements,5,4,20,0,0,0,11,0,1
T.J. Houshmandzadeh,4.9,24,117,0,1,0,34,4,3
Andre Davis,4.7,7,33,0,0,0,15,4,0
Daryl Jones,4.7,6,28,0,0,0,17,3,1
Chad Scott,4,1,4,0,0,0,4,0,0
Peter Warrick,3.5,4,14,0,0,0,10,0,1
Kahlil Hill,3,4,12,0,0,0,5,2,1
Joe Walker,3,2,6,0,0,0,5,0,0
J.J. Moses,2.4,5,12,0,0,0,8,0,1
Bruce Branch,1.5,2,3,0,0,0,3,0,0
Charles Woodson,1.5,4,6,0,0,0,4,1,0
Jason Craft,1,1,1,0,0,0,1,0,0
Ken-Yon Rambo,0.6,5,3,0,0,0,4,2,1
Tony Carter,0,1,0,0,0,0,0,0,0
Chris Cash,0,1,0,0,0,0,0,0,1
Ike Charlton,0,1,0,0,0,0,0,0,1
Keyuo Craver,0,1,0,0,0,0,0,0,1
Antuan Edwards,0,1,0,0,0,0,0,0,0
Brian Finneran,0,2,0,0,0,0,0,0,1
Darren Sharper,0,1,0,0,0,0,0,2,0
Bobby Taylor,0,1,0,0,0,0,0,0,1
Eric Metcalf,-0.3,3,-1,0,0,0,0,0,1
Reche Caldwell,-1,2,-2,0,0,0,0,0,1
Jabar Gaffney,-1,3,-3,0,0,0,1,0,1
