Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Rich Gannon,4689,7.6,618,418,67.6,26,10,97.3,226,36.6,48,8,75,36,214
Drew Bledsoe,4359,7.2,610,375,61.5,24,15,86,218,35.7,45,13,73,54,369
Peyton Manning,4200,7.1,591,392,66.3,27,19,88.8,213,36,51,11,69,23,145
Kerry Collins,4073,7.5,545,335,61.5,19,14,85.4,193,35.4,61,4,82,24,152
Daunte Culpepper,3853,7,549,333,60.7,18,23,75.4,188,34.2,48,9,61,47,244
Tom Brady,3764,6.3,601,373,62.1,28,14,85.7,184,30.6,37,3,49,31,190
Trent Green,3690,7.8,470,287,61.1,26,13,92.6,176,37.4,46,13,99,26,141
Brett Favre,3658,6.6,551,341,61.9,27,16,85.6,189,34.3,39,7,85,26,188
Aaron Brooks,3572,6.8,528,283,53.6,27,15,80.2,165,31.2,47,12,64,36,236
Steve McNair,3387,6.9,492,301,61.2,22,15,84,178,36.2,35,6,55,21,121
Jeff Garcia,3344,6.3,528,328,62.1,21,10,85.6,171,32.4,31,7,76,17,93
Drew Brees,3284,6.2,526,320,60.8,17,16,76.9,163,31,40,4,52,24,180
Brian Griese,3214,7.4,436,291,66.7,15,15,85.6,156,35.8,30,7,82,34,237
Jon Kitna,3178,6.7,473,294,62.2,16,16,79.1,156,33,29,4,72,24,159
Chad Pennington,3120,7.8,399,275,68.9,22,6,104.2,167,41.8,40,3,47,22,135
Matt Hasselbeck,3075,7.3,419,267,63.7,15,10,87.8,157,37.5,36,4,49,26,143
Brad Johnson,3049,6.8,451,281,62.3,22,6,92.9,142,31.5,32,6,76,21,121
Jake Plummer,2972,5.6,530,284,53.6,18,20,65.7,145,27.4,29,3,80,36,248
Mike Vick,2936,7,421,231,54.9,16,8,81.6,139,33,44,8,74,33,206
Tim Couch,2842,6.4,443,273,61.6,18,18,76.8,128,28.9,35,8,78,30,213
Tommy Maddox,2836,7.5,377,234,62.1,20,16,85.2,137,36.3,40,6,72,26,148
Mark Brunell,2788,6.7,416,245,58.9,17,7,85.7,140,33.6,28,6,79,34,210
Rodney Peete,2630,6.9,381,223,58.5,15,14,77.4,114,29.9,45,6,69,31,192
David Carr,2592,5.8,444,233,52.5,9,15,62.8,117,26.4,31,5,81,76,411
Joey Harrington,2294,5.4,429,215,50.1,12,16,59.9,110,25.6,28,6,64,8,75
Donovan McNabb,2289,6.3,361,211,58.4,17,6,86,108,29.9,27,3,59,28,166
Jeff Blake,2084,7.1,295,165,55.9,13,11,77.3,96,32.5,26,5,77,30,203
Jay Fiedler,2024,6.9,292,179,61.3,14,9,85.2,108,37,25,3,59,13,89
Jim Miller,1944,6.2,314,180,57.3,13,9,77.5,98,31.2,27,2,54,16,101
Marc Bulger,1826,8.5,214,138,64.5,14,6,101.5,86,40.2,26,6,58,12,102
Chad Hutchinson,1555,6.2,250,127,50.8,7,8,66.3,63,25.2,20,7,58,34,265
Patrick Ramsey,1539,6.8,227,117,51.5,9,8,71.8,67,29.5,19,5,62,18,132
Quincy Carter,1465,6.6,221,125,56.6,7,8,72.3,66,29.9,14,3,80,19,130
Kurt Warner,1431,6.5,220,144,65.4,3,11,67.4,66,30,15,1,43,21,130
Shane Matthews,1251,5.3,237,124,52.3,11,6,72.6,64,27,9,1,43,9,54
Jamie Martin,1216,6.2,195,124,63.6,7,10,71.7,67,34.4,15,0,33,10,77
Trent Dilfer,1182,7,168,94,56,4,6,71.1,51,30.4,9,4,83,7,36
Kordell Stewart,1155,7,166,109,65.7,6,6,82.8,60,36.1,10,2,64,7,46
Ray Lucas,1045,6.5,160,92,57.5,4,6,69.9,47,29.4,13,2,77,12,90
Chris Redman,1034,5.7,182,97,53.3,7,3,76.1,49,26.9,14,0,36,11,68
Chris Chandler,1023,6.4,161,103,64,4,4,79.8,43,26.7,15,3,76,23,144
A.J. Feeley,1011,6.6,154,86,55.8,6,5,75.4,44,28.6,15,3,53,7,48
Steve Beuerlein,925,7.9,117,68,58.1,6,5,82.8,43,36.8,13,3,52,12,78
Mike McMahon,874,6,147,62,42.2,7,9,52.4,40,27.2,12,4,49,12,99
Kelly Holcomb,790,7.4,106,64,60.4,8,4,92.9,42,39.6,11,2,44,5,40
Danny Wuerffel,719,7.8,92,58,63,3,6,70.9,33,35.9,8,1,40,11,83
Rob Johnson,536,6.1,88,57,64.8,1,2,75.8,26,29.6,4,0,23,19,94
Vinny Testaverde,499,6,83,54,65.1,3,3,78.3,23,27.7,4,0,35,9,62
Doug Johnson,448,7.9,57,37,64.9,2,3,78.7,24,42.1,4,1,63,3,11
Gus Frerotte,437,5.1,85,44,51.8,1,5,46,24,28.2,2,1,51,10,74
Tim Rattay,232,5.4,43,26,60.5,2,0,90.5,11,25.6,1,0,27,5,26
David Garrard,231,5,46,23,50,1,2,53.8,16,34.8,2,0,22,7,40
Koy Detmer,224,8,28,19,67.9,2,0,115.8,10,35.7,5,0,37,1,8
Henry Burris,207,4.1,51,18,35.3,3,5,28.4,9,17.6,4,1,45,4,20
Chris Weinke,180,4.7,38,17,44.7,0,3,26.2,10,26.3,3,0,24,6,35
Randy Fasani,171,3.9,44,15,34.1,0,4,8.8,9,20.4,3,0,27,7,60
Doug Pederson,134,4.8,28,19,67.9,1,0,90.5,7,25,2,0,20,1,8
Akili Smith,117,3.6,33,12,36.4,0,1,34.5,6,18.2,1,0,24,3,23
Jake Delhomme,113,11.3,10,8,80,0,0,113.8,4,40,1,1,54,0,0
Todd Bouman,85,14.2,6,3,50,0,0,95.8,2,33.3,2,1,48,2,22
Shaun King,80,3,27,10,37,0,1,30,4,14.8,1,0,20,1,5
Todd Collins,73,12.2,6,5,83.3,1,0,156.9,3,50,1,0,29,0,0
Josh McCown,66,3.7,18,7,38.9,0,2,10.2,3,16.7,1,0,26,5,50
Doug Flutie,64,5.8,11,3,27.3,0,0,51.3,2,18.2,1,1,47,0,0
Cory Sauter,59,6.6,9,6,66.7,0,0,85,3,33.3,1,0,31,0,0
Brian Mitchell,57,57,1,1,100,1,0,158.3,1,100,1,1,57,0,0
Antwaan Randle El,45,5.6,8,7,87.5,0,0,90.1,3,37.5,1,0,25,1,10
Marty Booker,44,8.8,5,1,20,1,0,103.3,1,20,1,1,44,0,0
Jabar Gaffney,39,39,1,1,100,1,0,158.3,1,100,1,0,39,0,0
Kevin Johnson,33,16.5,2,1,50,1,0,135.4,1,50,1,0,33,0,0
Bubba Franks,31,31,1,1,100,1,0,158.3,1,100,1,0,31,0,0
Jesse Palmer,30,7.5,4,3,75,0,0,95.8,2,50,0,0,14,0,0
Leon Johnson,27,27,1,1,100,0,0,118.8,1,100,1,0,27,1,0
Brian Westbrook,25,25,1,1,100,1,0,158.3,1,100,1,0,25,0,0
Neil O'Donnell,24,4.8,5,3,60,0,0,72.1,2,40,0,0,15,0,0
Reche Caldwell,20,20,1,1,100,0,0,118.8,1,100,1,0,20,0,0
Craig Hentrich,17,17,1,1,100,0,0,118.8,1,100,0,0,17,0,0
Kevin Lockett,14,14,1,1,100,1,0,158.3,1,100,0,0,14,0,0
Randy Moss,13,4.3,3,1,33.3,1,0,87.5,1,33.3,0,0,13,0,0
Frank Wycheck,13,6.5,2,1,50,0,0,70.8,1,50,0,0,13,0,0
Brad Maynard,12,12,1,1,100,1,0,156.2,1,100,0,0,12,0,0
Scott Covington,7,1.4,5,2,40,0,0,47.9,0,0,0,0,4,2,16
James Allen,5,2.5,2,1,50,1,0,95.8,1,50,0,0,5,0,0
Alex Van Pelt,5,2.5,2,2,100,0,0,79.2,0,0,0,0,4,0,0
Rohan Davey,3,1.5,2,1,50,0,0,56.2,0,0,0,0,3,0,0
Richie Anderson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dee Brown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Wayne Chrebet,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Chris Doering,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kevin Faulk,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rod Gardner,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Todd Heap,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Priest Holmes,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Frisman Jackson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Pat Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Terry Kirby,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dorsey Levens,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Curtis Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Deuce McAllister,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Freddie Mitchell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Chris Mohr,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
David Patten,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ricky Proehl,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,1
Sage Rosenfels,0,0,3,0,0,0,0,39.6,0,0,0,0,0,0,0
Rod Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
James Stewart,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tom Tupa,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Matt Turk,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Brian Urlacher,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Michael Wiley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Dave Zastudil,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
