Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Justin McCareins,18,2,0,0,0,16,1,50,0
John Simon,18,9,1,0,0,13,3,33.3,0
Travis Jervey,17,10,0,0,0,9,1,10,1
Jimmy Kleinsasser,17,6,0,0,0,4,1,16.7,0
Doug Johnson,16,8,1,0,0,15,2,25,1
Dan Kreider,16,6,0,0,0,5,2,33.3,0
Michael L. Lewis,15,1,0,0,0,15,1,100,0
Jarrod Baxter,14,7,0,0,0,6,2,28.6,0
Troy Brown,14,3,0,1,0,21,1,33.3,0
Randy Jordan,14,3,1,0,0,12,1,33.3,0
Rodney Peete,14,22,0,0,0,10,3,13.6,2
Darnay Scott,14,1,0,0,0,14,1,100,0
Matt Turk,14,1,0,0,0,14,1,100,0
Kelly Campbell,11,1,0,0,0,11,1,100,0
Nick Davis,11,1,0,0,0,11,1,100,0
Reuben Droughns,11,4,1,0,0,9,1,25,0
Fred McAfee,11,1,0,0,0,11,1,100,0
Jim Miller,11,13,0,0,0,5,3,23.1,4
Terrelle Smith,11,5,0,0,0,5,0,0,0
Javon Walker,11,1,0,0,0,11,1,100,0
Dez White,11,3,0,1,0,21,1,33.3,0
David Akers,10,1,0,0,0,10,1,100,0
Marvin Harrison,10,2,0,0,0,8,0,0,0
Steve Beuerlein,9,5,1,0,0,8,1,20,1
Todd Bouman,9,1,0,0,0,9,1,100,0
Reche Caldwell,9,2,0,0,0,6,0,0,0
Jacquez Green,9,2,0,0,0,8,0,0,0
Kelly Holcomb,9,8,0,0,0,7,2,25,0
Javin Hunter,9,1,0,0,0,9,0,0,1
Darnerien McCants,9,1,0,0,0,9,0,0,0
Rod Smith,9,6,0,0,0,9,0,0,0
Chris Weinke,9,5,0,0,0,13,1,20,0
Jim Finn,8,5,0,0,0,5,0,0,0
Jermaine Lewis,8,3,0,0,0,5,0,0,0
Randy McMichael,8,1,0,0,0,8,0,0,0
Chad Morton,8,4,0,0,0,6,0,0,0
Chris Redman,8,10,0,0,0,6,2,20,1
Cory Sauter,8,2,0,0,0,7,0,0,0
Lamont Warren,8,6,0,0,0,8,1,16.7,0
Joe Burns,7,5,0,0,0,6,0,0,0
Todd Collins,7,1,0,0,0,7,0,0,0
Andre Davis,7,3,0,0,0,9,0,0,0
Ike Hilliard,7,1,0,0,0,7,0,0,0
James Hodgins,7,3,0,0,0,5,1,33.3,0
Eric Metcalf,7,2,0,0,0,5,1,50,0
Quincy Morgan,7,3,0,0,0,11,1,33.3,0
Eric Moulds,7,1,0,0,0,7,0,0,0
A.J. Feeley,6,12,0,0,0,6,0,0,2
Doug Flutie,6,1,0,0,0,6,0,0,0
MarTay Jenkins,6,3,0,0,0,10,1,33.3,0
Jamie Martin,6,5,0,0,0,5,0,0,0
David Patten,6,2,0,0,0,7,0,0,0
Jerry Porter,6,4,0,0,0,4,0,0,0
Chad Stanley,6,1,0,0,0,6,0,0,0
Craig Hentrich,5,1,0,0,0,5,1,100,0
George Layne,5,1,0,0,0,5,1,100,0
Ahmad Merritt,5,1,0,0,0,5,0,0,0
Sammy Morris,5,2,0,0,0,5,0,0,0
Akili Smith,5,4,0,0,0,3,1,25,0
Champ Bailey,4,1,0,0,0,4,0,0,1
Koy Detmer,4,2,1,0,0,3,1,50,1
Joey Harrington,4,7,0,0,0,6,0,0,1
Damon Huard,4,1,0,0,0,4,1,100,0
Richard Huntley,4,3,0,0,0,3,0,0,0
Daryl Jones,4,1,0,0,0,4,0,0,0
Jay Graham,3,1,0,0,0,3,0,0,0
Az-Zahir Hakim,3,4,0,0,0,10,0,0,0
Darrell Jackson,3,3,0,0,0,4,0,0,0
Keenan McCardell,3,1,0,0,0,3,0,0,0
Autry Denson,2,2,0,0,0,3,0,0,0
Joe Horn,2,1,0,0,0,2,0,0,0
Delvin Joyce,2,2,0,0,0,1,0,0,0
Rob Konrad,2,3,0,0,0,2,0,0,1
Stanley Pritchett,2,1,0,0,0,2,0,0,0
J.R. Redmond,2,4,0,0,0,5,0,0,0
Frank Sanders,2,3,0,0,0,5,0,0,0
Rod Smart,2,1,0,0,0,2,1,100,0
Jimmy Smith,2,1,0,0,0,2,0,0,0
Donte' Stallworth,2,2,0,0,0,4,0,0,0
Amani Toomer,2,1,0,0,0,2,0,0,0
Rod Gardner,1,1,0,0,0,1,0,0,0
Fred McCrary,1,2,0,0,0,2,0,0,0
Michael Westbrook,1,1,0,0,0,1,0,0,0
Deion Branch,0,2,0,0,0,4,1,50,0
Isaac Byrd,0,1,0,0,0,0,0,0,0
Greg Comella,0,1,0,0,0,0,0,0,0
Chris Hetherington,0,1,0,0,0,0,0,0,0
John Jett,0,1,0,0,0,0,0,0,1
Bryan Johnson,0,1,0,0,0,0,0,0,0
Sean Landeta,0,1,0,0,0,0,0,0,1
Scott Player,0,1,0,0,0,0,0,0,1
Tim Rattay,0,5,0,0,0,5,0,0,0
Kyle Richardson,0,1,0,0,0,0,0,0,0
Tom Rouen,0,2,0,0,0,0,0,0,2
Jerald Sowell,0,1,0,0,0,0,0,0,0
Stephen Trejo,0,1,0,0,0,0,0,0,0
Ken Walter,0,0,0,0,0,0,0,0,0
Doug Pederson,-1,1,0,0,0,-1,0,0,0
Jonathan Quinn,-1,1,0,0,0,-1,0,0,0
Patrick Ramsey,-1,13,1,0,0,3,3,23.1,3
Jake Delhomme,-2,4,0,0,0,6,1,25,0
Kerry Collins,-3,44,0,0,0,8,0,0,6
Neil O'Donnell,-3,3,0,0,0,-1,0,0,0
Jesse Palmer,-3,1,0,0,0,-3,0,0,0
Marques Tuiasosopo,-3,2,0,0,0,-1,0,0,0
Rohan Davey,-4,2,0,0,0,-2,0,0,0
Kevin Dyson,-4,2,0,0,0,5,0,0,0
Karl Hankton,-4,2,0,0,0,2,0,0,0
Cecil Martin,-4,1,0,0,0,-4,0,0,0
Steve Smith,-4,1,0,0,0,-4,0,0,0
Karl Williams,-5,3,0,0,0,-3,0,0,0
Brian Moorman,-6,1,0,0,0,-6,0,0,0
Pat Johnson,-9,1,0,0,0,-9,0,0,0
Sage Rosenfels,-9,2,0,0,0,-2,0,0,0
Tom Tupa,-9,1,0,0,0,-9,0,0,0
Micah Knorr,-10,1,0,0,0,-10,0,0,0
Corey Bradford,-11,2,0,0,0,-11,0,0,0
Dave Zastudil,-12,1,0,0,0,-12,0,0,0
Marc Bulger,-13,12,1,0,0,1,1,8.3,1
Peerless Price,-13,3,0,0,0,1,0,0,0
Todd Pinkston,-15,1,0,0,0,-15,0,0,1
Jeff Feagles,-23,2,0,0,0,-8,0,0,1
