Player,FF,FR,FR TD
Dwight Freeney,9,1,0
Leonard Little,9,1,0
Jason Taylor,7,2,0
Simeon Rice,6,0,0
Chad Bratzke,5,1,0
Brian Dawkins,5,3,0
Mark Fields,5,2,0
Julius Peppers,5,0,0
LaVar Arrington,4,3,1
Dre' Bly,4,2,1
Donte Curry,4,1,0
Kabeer Gbaja-Biamila,4,1,0
Charles Grant,4,1,1
Victor Green,4,3,0
Shaunard Harts,4,1,0
Michael Lewis,4,3,0
Gerald McBurrows,4,0,0
Damien Richardson,4,0,0
Mike Rucker,4,1,0
Charles Woodson,4,1,0
Mark Word,4,0,0
Eric Barton,3,0,0
Mike Brown,3,2,1
Keith Bulluck,3,2,1
Andre Carter,3,1,0
Rosevelt Colvin,3,1,0
Frank Ferrara,3,0,0
Jason Gildon,3,0,0
Barrett Green,3,0,0
Anthony Henry,3,0,0
Vonnie Holliday,3,0,0
Darren Howard,3,0,0
Ben Leber,3,0,0
Mo Lewis,3,0,0
Adewale Ogunleye,3,2,0
Nick Rogers,3,0,0
Sam Rogers,3,2,0
Bruce Smith,3,0,0
Marcus Stroud,3,1,0
Tim Terry,3,1,0
Nate Wayne,3,2,0
Anthony Weaver,3,0,0
Roy Williams,3,3,0
Tyrone Williams,3,0,0
Jeff Zgonina,3,1,0
Akin Ayodele,2,0,0
Jerry Azumah,2,0,0
Shawn Barber,2,3,0
Micheal Barrow,2,0,0
Marcus Bell,2,2,0
Jeff Burris,2,1,0
Charlie Clemons,2,3,0
Marcus Coleman,2,2,0
Jason Craft,2,1,0
Tony Dixon,2,0,0
Hugh Douglas,2,0,0
Andre Dyson,2,0,0
Kalimba Edwards,2,1,0
Ron Edwards,2,1,1
Greg Ellis,2,0,0
London Fletcher,2,2,0
David Gibson,2,1,0
La'Roi Glover,2,0,0
Paul Grasmanis,2,0,0
Clark Haggans,2,0,0
Casey Hampton,2,1,0
Kevin Hardy,2,0,0
Rodney Harrison,2,0,0
Edgerton Hartwell,2,0,0
Eric Hicks,2,1,0
Sedrick Hodge,2,1,0
Orlando Huff,2,0,0
Tebucky Jones,2,2,1
N. D. Kalu,2,0,0
Levon Kirkland,2,1,0
Sammy Knight,2,1,0
Kenard Lang,2,0,0
Mike Logan,2,0,0
Mike Maslowski,2,1,0
Donald Mitchell,2,3,0
Alex Molden,2,2,0
Chad Morton,2,0,0
Keith Newman,2,1,0
Chike Okeafor,2,0,0
Julian Peterson,2,1,0
Roman Phifer,2,1,0
Tommy Polley,2,1,0
Robert Porcher,2,3,1
Joey Porter,2,2,0
Jeff Posey,2,0,0
Carl Powell,2,0,0
Bryan Robinson,2,0,0
Orpheus Roye,2,0,0
Brad Scioli,2,0,0
Sam Shade,2,0,0
Justin Smith,2,0,0
Otis Smith,2,1,0
Omar Stoutmire,2,0,0
Michael Strahan,2,1,0
Fred Thomas,2,1,0
Brian Urlacher,2,2,0
Bracy Walker,2,0,0
Brian Walker,2,0,0
Darwin Walker,2,1,0
Gerard Warren,2,2,0
Tank Williams,2,1,0
Pat Williams,2,1,0
Darren Woodson,2,1,0
Ellis Wyms,2,1,0
Renaldo Wynn,2,1,0
Rabih Abdullah,1,1,0
John Abraham,1,0,0
Keith Adams,1,0,0
James Allen,1,0,0
Ashley Ambrose,1,0,0
JoJuan Armour,1,0,0
Jessie Armstead,1,3,0
Trace Armstrong,1,1,0
Reggie Austin,1,0,0
David Barrett,1,1,0
William Bartee,1,0,0
Idrees Bashir,1,1,0
Ainsley Battles,1,1,0
Rogers Beckett,1,0,0
Jay Bellamy,1,2,0
Jason Belser,1,2,0
Rocky Bernard,1,0,0
Blaine Bishop,1,0,0
Rocky Boiman,1,0,0
Alfonso Boone,1,1,0
Matt Bowen,1,0,0
Sam Brandon,1,1,0
Raheem Brock,1,1,0
Zack Bronson,1,0,0
Keith Brooking,1,2,0
Derrick Brooks,1,1,1
Alex Brown,1,3,0
Chad Brown,1,0,0
Cornell Brown,1,0,0
Courtney Brown,1,2,0
Eric Brown,1,0,0
Fakhir Brown,1,0,0
Sheldon Brown,1,0,0
Tedy Bruschi,1,0,0
Tony Bryant,1,1,0
Ray Buchanan,1,0,0
Rob Burnett,1,0,0
Keith Burns,1,0,0
Keion Carpenter,1,1,0
Chris Cash,1,2,0
Wayne Chrebet,1,0,0
Duane Clemons,1,1,1
Rich Coady,1,0,0
Antonio Cochran,1,0,0
Marco Coleman,1,0,0
Chris Cooper,1,0,0
Henri Crockett,1,1,0
Lional Dalton,1,0,0
Chartric Darby,1,0,0
Donovin Darius,1,0,0
Don Davis,1,0,0
Will Demps,1,0,0
Na'il Diggs,1,2,0
Chris Draft,1,2,0
Donald Driver,1,0,0
Reuben Droughns,1,1,0
Antuan Edwards,1,1,0
Shaun Ellis,1,0,0
Luther Elliss,1,0,0
Carlos Emmons,1,1,1
Demetric Evans,1,0,0
Travis Fisher,1,1,0
Lee Flowers,1,1,0
Jay Foreman,1,0,0
Corey Fuller,1,0,0
Trent Gamble,1,1,1
Sam Garnes,1,1,0
Ian Gold,1,2,0
Jack Golden,1,0,0
Deon Grant,1,1,0
Jarvis Green,1,0,0
Michael Green,1,1,0
Nick Greisen,1,1,0
Cornelius Griffin,1,0,0
Carlos Hall,1,0,0
Cory Hall,1,0,0
Corey Harris,1,0,0
Walt Harris,1,2,0
Artrell Hawkins,1,2,0
Steve Heiden,1,1,0
John Henderson,1,2,0
Tommy Hendricks,1,0,0
Darrell Hill,1,0,0
Robert Holcombe,1,1,0
Warrick Holdman,1,0,0
Earl Holmes,1,1,0
Kenny Holmes,1,2,1
T.J. Houshmandzadeh,1,0,0
Cletidus Hunt,1,2,0
Grady Jackson,1,3,0
Michael Jameson,1,0,0
Ed Jasper,1,1,0
Bryan Johnson,1,0,0
Ellis Johnson,1,0,0
Joe Johnson,1,1,0
Ted Johnson,1,0,0
Henry Jones,1,0,0
Marvin Jones,1,2,0
Ricot Joseph,1,0,0
Isaiah Kacyvenski,1,0,0
Kevin Kaesviharn,1,0,0
Brad Kassell,1,0,0
Brian Kelly,1,0,0
Bryan Knight,1,3,0
Kwamie Lassiter,1,1,0
Ty Law,1,1,0
D.D. Lewis,1,0,0
Kevin Lewis,1,1,0
Michael L. Lewis,1,0,0
Ray Lewis,1,1,0
Rian Lindell,1,0,0
Earl Little,1,0,0
Ken Lucas,1,0,0
Keith Lyle,1,0,0
David Macklin,1,0,0
Sam Madison,1,0,0
Marquand Manuel,1,0,0
Torrance Marshall,1,0,0
Tod McBride,1,3,0
Dexter McCleon,1,1,0
Andy McCollum,1,0,0
Rob Meier,1,0,0
Brian Mitchell,1,1,0
Keith Mitchell,1,0,0
John Mobley,1,2,0
Brandon Moore,1,0,0
Dan Morgan,1,0,0
Rob Morris,1,0,0
Leonard Myers,1,0,0
John Nix,1,0,0
Kendrick Office,1,1,0
Ifeanyi Ohalete,1,1,0
Anton Palepoi,1,0,0
John Parrella,1,0,0
Tony Parrish,1,2,0
Marvcus Patton,1,2,0
Kavika Pittman,1,0,0
