Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Sebastian Janikowski,97,6460,1826,22,22.7,74,24.7,0,0,1,1
Jay Feely,92,5905,1607,16,17.4,73,22,1,1,2,0
David Akers,89,5530,1637,10,11.2,76,21.5,2,1,2,1
Ryan Longwell,85,5187,1800,2,2.4,83,21.7,1,0,0,0
Mike Hollis,84,4932,1634,2,2.4,76,21.5,2,1,4,2
Olindo Mare,84,5365,1540,12,14.3,69,22.3,1,1,2,0
Joe Nedney,84,5375,1482,9,10.7,74,20,1,1,0,0
Adam Vinatieri,83,5010,1493,6,7.2,73,20.4,1,0,3,0
Martin Gramatica,81,5224,1567,6,7.4,72,21.8,1,0,2,0
John Hall,79,4926,1574,5,6.3,74,21.3,0,0,0,1
Rian Lindell,79,4582,1591,0,0,73,21.8,4,1,2,2
Phil Dawson,77,4597,1366,7,9.1,67,20.4,1,1,1,0
Mike Vanderjagt,77,4545,1515,1,1.3,74,20.5,1,0,1,0
Matt Bryant,75,4528,1623,2,2.7,72,22.5,0,0,1,0
Jason Hanson,74,4775,1560,5,6.8,68,22.9,1,0,0,0
Hayden Epstein,72,4445,1360,10,13.9,59,23,3,1,0,1
Jose Cortez,71,4415,1422,7,9.9,62,22.9,1,0,1,0
Jeff Wilkins,71,4390,1354,9,12.7,57,23.8,3,2,2,2
Toby Gowin,69,4527,1297,6,8.7,62,20.9,1,0,0,0
Paul Edinger,67,4037,1350,2,3,60,22.5,3,0,2,0
Micah Knorr,66,4305,1291,7,10.6,58,22.3,0,0,1,0
Morten Andersen,64,3788,1219,6,9.4,57,21.4,1,0,0,0
Neil Rackers,64,3522,1179,3,4.7,56,21,3,1,0,1
Bill Gramatica,60,3580,1391,0,0,57,24.4,0,0,3,0
Kris Brown,56,3402,1142,2,3.6,51,22.4,2,0,1,1
Todd Sauerbrun,56,3429,821,7,12.5,45,18.2,0,0,4,0
Wade Richey,50,3273,639,16,32,31,20.6,0,0,3,0
Todd Peterson,49,2718,942,1,2,44,21.4,3,0,2,1
James Tuthill,45,2860,1007,3,6.7,42,24,0,0,0,1
Jason Elam,44,2775,980,1,2.3,43,22.8,0,0,0,0
Matt Stover,40,2298,759,1,2.5,37,20.5,1,0,1,0
Jeff Reed,35,2040,729,1,2.9,34,21.4,0,0,0,0
Doug Brien,31,1882,594,2,6.4,27,22,2,0,1,1
Michael Husted,31,1948,652,1,3.2,30,21.7,0,0,0,0
J.R. Jenkins,31,1936,713,3,9.7,28,25.5,0,0,0,1
Billy Cundiff,30,1743,583,1,3.3,27,21.6,2,1,0,0
Jeff Chandler,29,1719,589,1,3.4,27,21.8,0,0,1,1
John Carney,26,1669,520,2,7.7,23,22.6,0,0,1,0
Tim Seder,23,1113,369,0,0,20,18.4,2,0,1,0
Steve Christie,21,1147,325,0,0,19,17.1,1,0,0,0
Danny Boyd,17,965,328,0,0,17,19.3,0,0,0,0
Gary Anderson,8,440,157,0,0,8,19.6,0,0,0,0
Brett Conway,5,258,90,0,0,5,18,0,0,0,0
Richie Cunningham,5,245,92,0,0,4,23,1,0,0,0
Shayne Graham,5,330,105,0,0,5,21,0,0,0,0
Matt Allen,2,120,38,0,0,2,19,0,0,0,0
Dave Zastudil,2,128,40,0,0,2,20,0,0,0,0
Darren Bennett,1,73,15,0,0,1,15,0,0,0,0
Travis Dorsch,1,40,12,0,0,1,12,0,0,0,0
Filip Filipovic,1,59,22,0,0,1,22,0,0,0,0
Brad Maynard,1,51,11,0,0,1,11,0,0,0,0
Scott Player,1,68,16,0,0,1,16,0,0,0,0
Chad Stanley,1,53,14,0,0,1,14,0,0,0,0
Dan Stryzinski,1,39,9,0,0,1,9,0,0,0,0
Danny Wuerffel,1,41,29,0,0,1,29,0,0,0,0
