Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Falcons,32,40,80,0_0,10_8,14_12,13_11,0_0,0_0,52,2
Buccaneers,32,39,82,0_0,8_7,15_14,10_6,0_0,0_0,53,2
Saints,31,35,88.6,0_0,9_9,13_11,12_11,0_0,0_0,48,0
Eagles,30,34,88.2,0_0,9_9,16_14,7_6,0_0,0_0,51,0
Steelers,29,40,72.5,1_1,8_7,15_11,14_9,0_0,0_0,50,2
Packers,28,34,82.4,1_1,9_8,13_12,10_7,0_0,0_0,49,1
Patriots,27,30,90,0_0,6_6,12_12,10_8,0_0,0_0,57,0
Broncos,26,36,72.2,1_1,9_9,9_7,11_5,0_0,0_0,55,1
Raiders,26,33,78.8,0_0,11_10,8_7,12_7,0_0,0_0,51,2
Giants,26,32,81.2,2_2,7_7,19_14,4_3,0_0,0_0,47,1
49ers,26,36,72.2,1_1,12_10,9_8,13_7,0_0,0_0,47,1
Bills,25,33,75.8,0_0,8_7,10_8,10_7,0_0,0_0,54,1
Titans,25,31,80.6,0_0,9_9,12_10,8_5,0_0,0_0,53,0
Dolphins,24,31,77.4,0_0,14_13,3_2,11_7,0_0,0_0,53,0
Jets,24,31,77.4,0_0,9_9,11_9,10_6,0_0,0_0,46,4
Lions,23,28,82.1,0_0,8_8,9_8,8_7,0_0,0_0,49,0
Colts,23,31,74.2,1_1,8_7,7_6,12_6,0_0,0_0,54,1
Chiefs,23,27,85.2,0_0,6_6,11_11,9_5,0_0,0_0,50,0
Vikings,23,29,79.3,1_1,11_11,6_6,10_4,0_0,0_0,53,3
Seahawks,23,29,79.3,1_1,9_9,10_8,5_4,0_0,0_0,52,0
Bears,22,28,78.6,0_0,4_4,6_5,10_8,0_0,0_0,53,1
Browns,22,28,78.6,0_0,10_9,8_6,7_5,0_0,0_0,52,1
Ravens,21,26,80.8,0_0,9_9,5_4,10_7,0_0,0_0,51,1
Jaguars,19,27,70.4,0_0,11_11,8_6,6_2,0_0,0_0,43,0
Rams,19,25,76,0_0,5_5,10_8,9_6,0_0,0_0,47,0
Chargers,18,26,69.2,0_0,8_8,6_5,9_4,0_0,0_0,53,3
Texans,17,24,70.8,1_0,3_3,1_1,14_11,0_0,0_0,51,2
Redskins,16,25,64,0_0,6_6,9_6,9_3,0_0,0_0,53,2
Panthers,15,25,60,1_1,6_4,4_2,11_6,0_0,0_0,50,2
Bengals,15,18,83.3,2_2,5_5,3_3,5_3,0_0,0_0,54,0
Cardinals,15,21,71.4,0_0,7_6,2_2,8_6,0_0,0_0,50,0
Cowboys,12,19,63.2,0_0,3_3,7_5,8_4,0_0,0_0,48,0
