Team,FR TD,SFTY,INT TD
Falcons,0,1,1
Ravens,0,1,1
Bills,0,0,1
Panthers,0,0,2
Bears,0,0,4
Bengals,0,1,1
Browns,0,0,1
Cowboys,0,1,0
Broncos,0,1,5
Lions,0,0,2
Packers,0,1,1
Titans,0,0,4
Colts,0,2,2
Jaguars,0,0,0
Chiefs,0,0,2
Rams,0,0,0
Raiders,0,2,4
Dolphins,0,1,0
Vikings,0,0,0
Patriots,0,0,0
Saints,0,0,4
Giants,0,0,0
Jets,0,0,1
Eagles,0,0,2
Cardinals,0,0,0
Steelers,0,1,0
Chargers,0,1,4
49ers,0,0,2
Seahawks,0,1,3
Buccaneers,0,1,4
Redskins,0,1,0
