Team,FF,FR,FR TD
Titans,26,0,0
Ravens,25,0,0
Lions,24,0,0
Broncos,23,0,0
Panthers,22,0,0
Dolphins,21,0,0
Raiders,20,0,0
Browns,18,0,0
Saints,18,0,0
Bills,17,0,0
Jaguars,17,0,0
Steelers,17,0,0
Bengals,16,0,0
Jets,16,0,0
Eagles,16,0,0
Seahawks,16,0,0
Redskins,16,0,0
Cowboys,15,0,0
Patriots,15,0,0
49ers,15,0,0
Bears,13,0,0
Cardinals,13,0,0
Falcons,12,0,0
Buccaneers,12,0,0
Rams,11,0,0
Colts,10,0,0
Vikings,9,0,0
Chargers,9,0,0
Chiefs,8,0,0
Giants,8,0,0
Packers,7,0,0
