Team,Rec,Yds,Yds/Rec,TD,20+,40+,Lng,Rec 1st,Rec 1st%,Rec FUM
Chargers,401,4928,12.3,25,69,14,88,240,59.8,6
Dolphins,367,5146,14,49,80,12,80,242,65.9,6
Cardinals,347,4634,13.4,28,70,14,83,201,57.9,7
Buccaneers,334,3907,11.7,22,39,7,74,212,63.5,3
Eagles,331,3823,11.6,19,41,6,90,177,53.5,3
Cowboys,322,3995,12.4,19,54,9,68,202,62.7,2
49ers,312,4079,13.1,32,55,13,80,205,65.7,1
Bengals,306,3659,12,17,54,7,80,180,58.8,7
Chiefs,305,3869,12.7,21,52,8,65,177,58,3
Bills,298,3252,10.9,18,35,8,70,149,50,10
Lions,298,3787,12.7,19,49,11,77,168,56.4,4
Falcons,294,3546,12.1,14,42,10,61,150,51,6
Patriots,292,3685,12.6,26,46,5,76,187,64,2
Giants,288,4066,14.1,22,62,8,65T,198,68.8,2
Redskins,286,3417,12,24,36,9,80T,164,57.3,3
Seahawks,283,3751,13.2,32,56,11,80,172,60.8,3
Oilers,282,3610,12.8,14,49,7,76T,164,58.2,4
Packers,281,3740,13.3,30,53,11,79,168,59.8,3
Vikings,281,3337,11.9,18,46,6,70,153,54.4,4
Browns,273,3490,12.8,14,47,8,64,178,65.2,4
Jets,272,3341,12.3,20,34,4,49,176,64.7,2
Raiders,266,3718,14,21,47,15,92,162,60.9,2
Broncos,263,3116,11.8,22,32,10,73T,153,58.2,3
Saints,246,3198,13,21,50,6,74,139,56.5,2
Steelers,240,3519,14.7,25,50,11,80T,166,69.2,7
Bears,226,2695,11.9,14,40,7,61,116,51.3,10
Colts,206,2543,12.3,13,33,5,74,115,55.8,3
Rams,176,2382,13.5,16,37,10,68T,100,56.8,4
