Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Jakobi Meyers,12,4,3,2,66.7,1,0,113.9,1,33.3,0,0,9,0,0
Tommy Townsend,11,11,1,1,100,0,0,112.5,1,100,0,0,11,0,0
Johnny Hekker,7,7,1,1,100,0,0,95.8,0,0,0,0,7,0,0
Devin Singletary,6,6,1,1,100,1,0,131.2,1,100,0,0,6,0,0
Jerick McKinnon,4,4,1,1,100,1,0,122.9,1,100,0,0,4,0,0
Cam Akers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Bryan Anger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tutu Atwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Bellinger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Boyd,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Parris Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Malik Cunningham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
DeeJay Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tank Dell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Chris Godwin,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Connor Heyward,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tanner Hudson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Josh Jacobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Justin Jefferson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Nathan Peterman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Aaron Rodgers,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,10
Deebo Samuel,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jonnu Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Amon-Ra St. Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Kadarius Toney,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kyle Trask,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ced Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Garrett Wilson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Christian Kirk,-1,-0.5,2,1,50,0,0,56.2,0,0,0,0,0,0,0
AJ McCarron,-1,-1,1,1,100,0,0,79.2,0,0,0,0,-1,0,0
Ja'Marr Chase,-7,-7,1,1,100,0,0,79.2,0,0,0,0,-7,0,0
