Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Lydell Mitchell,71,620,4,0,0,38,0,0,0,0,0
Bob Chandler,60,745,4,0,0,31,0,0,0,0,0
Clark Gaines,55,469,1,0,0,31,0,0,0,0,0
Nat Moore,52,765,12,0,0,73,0,0,0,0,0
Don McCauley,51,495,2,0,0,34,0,0,0,0,0
Ahmad Rashad,51,681,2,0,0,48,0,0,0,0,0
James Scott,50,809,3,0,0,72,0,0,0,0,0
Lynn Swann,50,789,7,0,0,46,0,0,0,0,0
Dave Casper,48,584,6,0,0,27,0,0,0,0,0
Harold Jackson,48,666,6,0,0,58,0,0,0,0,0
Drew Pearson,48,870,2,0,0,67,0,0,0,0,0
Walter White,48,674,5,0,0,48,0,0,0,0,0
Rickey Young,48,423,0,0,0,28,0,0,0,0,0
Harold Carmichael,46,665,7,0,0,50,0,0,0,0,0
Preston Pearson,46,535,4,0,0,36,0,0,0,0,0
John Stallworth,44,784,7,0,0,49,0,0,0,0,0
Jim Braxton,43,461,1,0,0,27,0,0,0,0,0
Ken Burrough,43,816,8,0,0,85,0,0,0,0,0
Sam Cunningham,42,370,1,0,0,35,0,0,0,0,0
Tony Galbreath,41,265,0,0,0,30,0,0,0,0,0
Reuben Gant,41,646,2,0,0,39,0,0,0,0,0
Cleo Miller,41,291,1,0,0,28,0,0,0,0,0
Sammy White,41,760,9,0,0,69,0,0,0,0,0
Ike Harris,40,547,3,0,0,38,0,0,0,0,0
Horace King,40,238,0,0,0,30,0,0,0,0,0
Billy Brooks,39,772,4,0,0,94,0,0,0,0,0
Alfred Jenkins,39,677,4,0,0,73,0,0,0,0,0
Darryl Stingley,39,657,5,0,0,68,0,0,0,0,0
Chuck Foreman,38,308,3,0,0,31,0,0,0,0,0
Mel Gray,38,782,5,0,0,69,0,0,0,0,0
Riley Odoms,37,429,3,0,0,33,0,0,0,0,0
Greg Pruitt,37,471,1,0,0,60,0,0,0,0,0
Barty Smith,37,340,1,0,0,42,0,0,0,0,0
Jean Fugett,36,631,5,0,0,52,0,0,0,0,0
Reggie Rucker,36,565,2,0,0,40,0,0,0,0,0
Charlie Joiner,35,542,6,0,0,32,0,0,0,0,0
Wesley Walker,35,740,3,0,0,87,0,0,0,0,0
Frank Grant,34,480,3,0,0,59,0,0,0,0,0
Duriel Harris,34,601,5,0,0,47,0,0,0,0,0
Brent McClanahan,34,276,2,0,0,23,0,0,0,0,0
Terry Metcalf,34,403,2,0,0,68,0,0,0,0,0
Morris Owens,34,655,3,0,0,67,0,0,0,0,0
Fred Biletnikoff,33,446,5,0,0,44,0,0,0,0,0
Cliff Branch,33,540,6,0,0,43,0,0,0,0,0
Henry Childs,33,518,9,0,0,59,0,0,0,0,0
Steve Largent,33,643,10,0,0,74,0,0,0,0,0
Charlie Smith,33,464,4,0,0,32,0,0,0,0,0
Don Herrmann,32,408,0,0,0,39,0,0,0,0,0
David Hill,32,465,2,0,0,61,0,0,0,0,0
Ed Podolak,32,313,0,0,0,23,0,0,0,0,0
Gene Washington,32,638,5,0,0,47,0,0,0,0,0
Raymond Chester,31,556,3,0,0,78,0,0,0,0,0
Terry Nelson,31,401,3,0,0,46,0,0,0,0,0
Don Testerman,31,219,4,0,0,25,0,0,0,0,0
Joe Washington,31,244,0,0,0,29,0,0,0,0,0
Sherman Smith,30,419,2,0,0,44,0,0,0,0,0
Haskel Stanback,30,261,0,0,0,36,0,0,0,0,0
Tony Dorsett,29,273,1,0,0,23,0,0,0,0,0
Lenvil Elliott,29,238,1,0,0,33,0,0,0,0,0
John Cappelletti,28,228,1,0,0,25,0,0,0,0,0
Glenn Doughty,28,435,4,0,0,57,0,0,0,0,0
Billy Joe DuPree,28,347,3,0,0,23,0,0,0,0,0
Archie Griffin,28,240,0,0,0,24,0,0,0,0,0
Ray Jarvis,28,353,1,0,0,28,0,0,0,0,0
Mike Thomas,28,245,2,0,0,25,0,0,0,0,0
Keith Krepfle,27,530,3,0,0,55,0,0,0,0,0
Robert Miller,27,246,0,0,0,25,0,0,0,0,0
Haven Moses,27,539,4,0,0,35,0,0,0,0,0
Steve Odom,27,549,3,0,0,95,0,0,0,0,0
Walter Payton,27,269,2,0,0,75,0,0,0,0,0
Jerome Barkum,26,450,6,0,0,40,0,0,0,0,0
Danny Buggs,26,341,1,0,0,45,0,0,0,0,0
Jack Dolbin,26,443,3,0,0,81,0,0,0,0,0
