Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Dave Williams,60,1,60,0,0,0,60,0,0
Doug Plank,21,1,21,0,0,0,21,0,0
Brian Baschnagel,18,3,54,0,0,0,42,2,0
Billy Hardee,17,1,17,0,0,0,17,0,0
Billy Johnson,15.4,35,539,2,0,0,87,8,0
Stanley Morgan,13.8,16,220,0,0,0,53,2,0
Keith Moody,13.1,15,196,1,0,0,91,6,0
Rick Kane,13,1,13,0,0,0,13,1,0
Mike Fuller,12.9,28,360,1,0,0,88,2,0
Rick Upchurch,12.8,51,653,1,0,0,87,6,0
Ken Schroy,12.7,3,38,0,0,0,17,0,0
Bruce Harper,12.5,34,425,0,0,0,49,5,0
Wally Henry,12.5,2,25,0,0,0,22,0,0
Jimmy Robinson,12.4,7,87,0,0,0,50,5,0
Tony Hill,12.4,10,124,0,0,0,29,1,0
Tony Davis,11.6,19,220,0,0,0,70,6,0
John Kimbrough,11.5,16,184,1,0,0,73,1,0
Gary Davis,11,1,11,0,0,0,11,3,0
John Schultz,11,1,11,0,0,0,11,0,0
Larry Marshall,10.6,46,489,0,0,0,48,5,0
Johnny Rodgers,10.5,15,158,0,0,0,52,0,0
Neal Colzie,10.4,32,334,0,0,0,23,6,0
Bobby Hammond,10.4,32,334,1,0,0,68,8,0
Rick Byas,10,1,10,0,0,0,10,0,0
Len Walterscheid,9.8,6,59,0,0,0,18,1,0
Lynn Swann,9.8,9,88,0,0,0,31,0,0
Eddie Payton,9.7,30,290,1,0,0,87,0,0
Steve Schubert,9.4,31,291,1,0,0,70,9,0
Roland Woolsey,9.1,32,290,0,0,0,44,3,0
Willard Harrell,9,28,253,1,0,0,75,10,0
Randy Rich,9,2,18,0,0,0,13,1,0
Freddie Solomon,8.9,32,285,0,0,0,39,1,0
Howard Stevens,8.8,34,301,0,0,0,24,6,0
Danny Reece,8.8,31,274,0,0,0,36,2,0
Pat Tilley,8.5,13,111,0,0,0,21,4,0
Butch Johnson,8.5,50,423,0,0,0,38,15,0
Mike Haynes,8.3,24,200,0,0,0,46,2,0
Gary Green,8.2,14,115,0,0,0,18,2,0
Jim Smith,8.2,36,294,0,0,0,30,0,0
Steve Largent,8,4,32,0,0,0,12,1,0
Chris Pane,8,6,48,0,0,0,14,2,0
Eddie Brown,7.9,57,452,0,0,0,43,8,0
Terry Metcalf,7.7,14,108,0,0,0,23,0,0
Virgil Livers,7.7,6,46,0,0,0,21,1,0
Rich Mauti,7.6,37,281,0,0,0,33,10,0
Ricky Feacher,7.5,2,15,0,0,0,15,0,0
Lemar Parrish,7.5,4,30,0,0,0,11,0,0
Billy Waddy,7.1,31,219,0,0,0,48,5,0
Cullen Bryant,7,20,141,0,0,0,26,1,0
Bill Bradley,7,11,77,0,0,0,14,0,0
Jack Deloplaine,7,1,7,0,0,0,7,0,0
Tony Leonard,7,22,154,0,0,0,19,2,0
Rolland Lawrence,6.9,51,352,0,0,0,37,10,0
Johnnie Gray,6.8,10,68,0,0,0,24,3,0
Duke Fergerson,6.8,8,54,0,0,0,14,3,0
Walter Packer,6.6,20,131,0,0,0,31,0,0
Ed Podolak,6.5,2,13,0,0,0,7,1,0
Bob Grim,6.3,11,69,0,0,0,44,4,0
Terry Anderson,6,1,6,0,0,0,6,0,0
Tommy Casanova,6,1,6,0,0,0,6,1,0
Jim Stienke,6,5,30,0,0,0,13,0,0
Rick Jennings,5.9,12,71,0,0,0,19,1,0
Manfred Moore,5.9,47,277,0,0,0,28,2,0
Billy Ryckman,5.7,7,40,0,0,0,20,2,0
Larry Brunson,5.4,20,108,0,0,0,19,0,0
Charlie Babb,5,2,10,0,0,0,7,1,0
Isaac Hagins,5,17,85,0,0,0,29,1,0
Willie Shelby,4.9,11,54,0,0,0,13,3,0
Steve Holden,4.7,3,14,0,0,0,13,0,0
Ike Forte,4.5,2,9,0,0,0,6,1,0
Marvin Cobb,4,1,4,0,0,0,4,0,0
Lee Nelson,4,1,4,0,0,0,4,0,0
Dick Jauron,3.7,11,41,0,0,0,12,8,0
Lyle Blackwood,3.1,7,22,0,0,0,10,5,0
Jerome Dove,3,1,3,0,0,0,3,0,0
Stan Black,2.9,13,38,0,0,0,11,1,0
Steve Rivera,2.3,3,7,0,0,0,3,0,0
Mark Mitchell,2,2,4,0,0,0,4,0,0
Bruce Elia,1,1,1,0,0,0,1,0,0
Dick Anderson,0.8,4,3,0,0,0,3,1,0
Jerry Anderson,0,1,0,0,0,0,0,0,0
Mike Baldassin,0,1,0,0,0,0,0,1,0
Doug Beaudoin,0,1,0,0,0,0,0,0,0
Gordon Bell,0,1,0,0,0,0,0,0,0
Luther Blue,0,1,0,0,0,0,0,0,0
Reggie Craig,0,1,0,0,0,0,0,0,0
Ray Oldham,0,1,0,0,0,0,0,3,0
Jeff Severson,0,1,0,0,0,0,0,0,0
Greg Stemrick,0,1,0,0,0,0,0,0,0
Clarence Williams,0,1,0,0,0,0,0,0,0
Mike Williams,0,1,0,0,0,0,0,0,0
Reggie Williams,0,1,0,0,0,0,0,0,0
Leonard Willis,0,1,0,0,0,0,0,1,0
Cliff Harris,-2,1,-2,0,0,0,-2,0,0
Beasley Reece,-5,1,-5,0,0,0,-5,0,0
