Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Ray Guy,76,0,0,13,17.1,0,0,0,0,0,0
Efren Herrera,74,0,0,3,4,0,0,0,0,0,0
Toni Linhart,66,0,0,7,10.6,0,0,0,0,0,0
Rafael Septien,66,0,0,12,18.2,0,0,0,0,0,0
John Smith,63,0,0,11,17.5,0,0,0,0,0,0
Roy Gerela,60,0,0,9,15,0,0,0,0,0,0
John Leypoldt,60,0,0,9,15,0,0,0,0,0,0
Don Cockroft,59,0,0,7,11.9,0,0,0,0,0,0
Chris Bahr,58,0,0,9,15.5,0,0,0,0,0,0
Bob Thomas,58,0,0,5,8.6,0,0,0,0,0,0
Jim Bakken,57,0,0,2,3.5,0,0,0,0,0,0
Rolf Benirschke,54,0,0,5,9.3,0,0,0,0,0,0
Mark Moseley,54,0,0,0,0,0,0,0,0,0,0
Lonnie Perrin,54,0,0,11,20.4,0,0,0,0,0,0
Fred Cox,51,0,0,1,2,0,0,0,0,0,0
Jan Stenerud,51,0,0,5,9.8,0,0,0,0,0,0
Richie Szaro,51,0,0,4,7.8,0,0,0,0,0,0
Pat Leahy,50,0,0,3,6,0,0,0,0,0,0
Mike Michel,50,0,0,4,8,0,0,0,0,0,0
Joe Danelo,48,0,0,12,25,0,0,0,0,0,0
Steve Mike-Mayer,43,0,0,9,20.9,0,0,0,0,0,0
Ray Wersching,42,0,0,1,2.4,0,0,0,0,0,0
Chester Marcol,41,0,0,3,7.3,0,0,0,0,0,0
Toni Fritsch,35,0,0,3,8.6,0,0,0,0,0,0
Nick Mike-Mayer,34,0,0,1,2.9,0,0,0,0,0,0
Horst Muhlmann,31,0,0,0,0,0,0,0,0,0,0
Dave Green,30,0,0,1,3.3,0,0,0,0,0,0
Carson Long,29,0,0,0,0,0,0,0,0,0,0
Fred Steinfort,26,0,0,2,7.7,0,0,0,0,0,0
Tom Dempsey,23,0,0,1,4.4,0,0,0,0,0,0
Garo Yepremian,13,0,0,0,0,0,0,0,0,0,0
Neil O'Donoghue,12,0,0,0,0,0,0,0,0,0,0
Tom Wittum,9,0,0,2,22.2,0,0,0,0,0,0
Jim Turner,7,0,0,0,0,0,0,0,0,0,0
Ove Johansson,5,0,0,0,0,0,0,0,0,0,0
Allan Leavitt,5,0,0,0,0,0,0,0,0,0,0
Skip Butler,4,0,0,0,0,0,0,0,0,0,0
Dan Pastorini,3,0,0,0,0,0,0,0,0,0,0
Ted Thompson,2,0,0,0,0,0,0,0,0,0,0
David Beverly,1,0,0,0,0,0,0,0,0,0,0
Rick Danmeier,1,0,0,0,0,0,0,0,0,0,0
David Lee,1,0,0,0,0,0,0,0,0,0,0
Pat McInally,1,0,0,0,0,0,0,0,0,0,0
Cliff Parsley,1,0,0,0,0,0,0,0,0,0,0
Bob Parsons,1,0,0,0,0,0,0,0,0,0,0
Chuck Ramsey,1,0,0,0,0,0,0,0,0,0,0
Wilbur Summers,1,0,0,0,0,0,0,0,0,0,0
