Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Joe Ferguson,2803,6.1,457,221,48.4,12,24,54.8,141,30.8,0,0,42,36,273
Bert Jones,2686,6.8,393,224,57,17,11,80.8,136,34.6,0,0,78,26,221
Roger Staubach,2620,7.3,361,210,58.2,18,9,87,91,25.2,0,0,67,30,219
Jim Hart,2542,7.2,355,186,52.4,13,20,64.3,53,14.9,0,0,69,13,89
Terry Bradshaw,2523,8,314,162,51.6,17,19,71.4,94,29.9,0,0,65,26,235
Bob Griese,2252,7.3,307,180,58.6,22,13,87.8,94,30.6,0,0,73,36,303
Ron Jaworski,2183,6.3,346,166,48,18,21,60.4,82,23.7,0,0,55,47,342
Ken Stabler,2176,7.4,294,169,57.5,20,20,75.2,88,29.9,0,0,44,16,141
Steve Grogan,2162,7.1,305,160,52.5,17,21,65.2,101,33.1,0,0,68,14,155
Ken Anderson,2145,6.6,323,166,51.4,11,11,69.7,53,16.4,0,0,94,28,197
Bob Avellini,2004,6.8,293,154,52.6,11,18,61.3,66,22.5,0,0,75,23,200
Dan Pastorini,1987,6.2,319,169,53,13,18,62.3,53,16.6,0,0,85,20,198
Craig Morton,1929,7.6,254,131,51.6,14,8,82,47,18.5,0,0,81,43,338
Richard Todd,1863,7,265,133,50.2,11,17,60.3,70,26.4,0,0,87,24,203
Mike Livingston,1823,6.5,282,143,50.7,9,15,59.8,54,19.2,0,0,49,30,285
Fran Tarkenton,1734,6.7,258,155,60.1,9,14,69.2,47,18.2,0,0,59,22,232
Jim Plunkett,1693,6.8,248,128,51.6,9,14,62.1,43,17.3,0,0,47,30,242
Jim Zorn,1687,6.7,251,104,41.4,16,19,54.3,64,25.5,0,0,82,11,43
Pat Haden,1551,7.2,216,122,56.5,11,6,84.5,63,29.2,0,0,58,17,151
Greg Landry,1359,5.7,240,135,56.2,6,7,68.7,50,20.8,0,0,39,34,302
Lynn Dickey,1346,6.1,220,113,51.4,5,14,51.4,51,23.2,0,0,95,21,187
Joe Pisarcik,1346,5.6,241,103,42.7,4,14,42.3,41,17,0,0,82,32,262
Archie Manning,1284,6.3,205,113,55.1,8,9,68.8,40,19.5,0,0,59,36,288
James Harris,1240,5.9,211,109,51.7,5,11,55.8,36,17.1,0,0,78,12,106
Brian Sipe,1233,6.3,195,112,57.4,9,14,61.8,27,13.8,0,0,52,16,114
Billy Kilmer,1187,5.9,201,99,49.2,8,7,66.5,63,31.3,0,0,59,22,180
Joe Theismann,1097,6,182,84,46.2,7,9,57.9,56,30.8,0,0,52,30,241
Scott Hunter,898,6,151,70,46.4,2,3,61.6,31,20.5,0,0,49,11,88
Gary Huff,889,6.4,138,67,48.6,3,13,37.4,19,13.8,0,0,67,15,150
Dan Fouts,869,8,109,69,63.3,4,6,77.4,33,30.3,0,0,67,10,77
Dave Mays,797,6.6,121,67,55.4,6,10,57.8,19,15.7,0,0,60,6,67
Steve Bartkowski,796,5.8,136,64,47.1,5,13,38.4,37,27.2,0,0,73,29,296
Steve Myer,729,5.6,130,70,53.8,6,12,47.2,24,18.5,0,0,45,9,80
Tony Adams,691,7.5,92,47,51.1,2,11,43.6,10,10.9,0,0,63,18,136
David Whitehurst,634,6,105,50,47.6,1,7,42.3,26,24.8,0,0,48,10,68
Joe Namath,606,5.7,107,50,46.7,3,5,54.5,15,14,0,0,42,7,76
Jeb Blount,522,5.9,89,37,41.6,0,7,28.4,12,13.5,0,0,56,18,164
Bob Lee,522,7.2,72,42,58.3,4,4,76.3,17,23.6,0,0,48,7,47
Bobby Scott,516,6.3,82,36,43.9,3,8,37.5,13,15.8,0,0,53,5,43
Gary Danielson,445,4.4,100,42,42,1,5,38.1,16,16,0,0,61,9,64
Tommy Kramer,425,7.5,57,30,52.6,5,4,77,9,15.8,0,0,69,6,45
Jerry Golsteyn,416,5.9,70,31,44.3,2,8,33.7,11,15.7,0,0,47,14,113
John Reaves,383,6.5,59,24,40.7,0,5,27.7,0,0,0,0,40,2,17
Terry Luck,316,6.3,50,25,50,1,7,37.2,4,8,0,0,33,1,8
Matt Robinson,310,5.7,54,20,37,2,8,29.6,8,14.8,0,0,58,7,57
Randy Hedberg,244,2.7,90,25,27.8,0,10,0,1,1.1,0,0,19,15,131
Bill Munson,225,7.3,31,20,64.5,1,1,83.4,0,0,0,0,28,1,11
Craig Penrose,217,5.6,39,21,53.8,0,4,30.6,0,0,0,0,35,5,49
Mike Rae,162,5.4,30,15,50,1,4,37.8,7,23.3,0,0,30,9,88
Joe Reed,150,3.8,40,13,32.5,0,4,5.2,0,0,0,0,26,11,75
Bobby Douglass,130,4.2,31,16,51.6,1,3,33.7,2,6.4,0,0,31,5,29
Norris Weese,119,6,20,11,55,1,0,89.4,0,0,0,0,31,2,15
Marty Domres,113,2.8,40,17,42.5,1,1,47.9,0,0,0,0,18,4,24
Scott Bull,89,3.7,24,7,29.2,0,2,7.8,0,0,0,0,26,6,47
Vince Ferragamo,83,5.5,15,9,60,2,0,114.7,0,0,0,0,17,1,10
John Hadl,76,3.2,24,11,45.8,0,3,13.9,0,0,0,0,18,2,26
Cliff Olander,76,4.8,16,7,43.8,0,2,18.8,3,18.8,0,0,15,1,4
Bob Parsons,61,15.2,4,4,100,0,0,118.8,0,0,0,0,32,0,0
Dave Green,59,29.5,2,2,100,0,0,118.8,0,0,0,0,45,0,0
Neil Graff,47,3.9,12,6,50,0,0,60.1,0,0,0,0,21,1,10
Kim McQuilken,47,6.7,7,5,71.4,1,0,129.2,0,0,0,0,14,0,0
Ronnie Coleman,44,14.7,3,1,33.3,1,0,121.5,0,0,0,0,44,0,0
Tony Dungy,43,5.4,8,3,37.5,0,2,16.2,0,0,0,0,18,0,0
David Sims,43,10.8,4,1,25,1,1,71.9,1,25,0,0,43,0,0
Billy Donckers,38,7.6,5,5,100,0,0,98.3,0,0,0,0,16,1,11
Danny White,35,3.5,10,4,40,0,1,10.4,0,0,0,0,12,2,15
Tony Dorsett,34,34,1,1,100,0,0,118.8,0,0,0,0,34,0,0
Willard Harrell,33,33,1,1,100,0,0,118.8,0,0,0,0,33,1,10
Joe Washington,32,32,1,1,100,1,0,158.3,0,0,0,0,32,0,0
Greg Pruitt,28,3.1,9,4,44.4,3,0,91.7,2,22.2,0,0,13,1,10
Terry Metcalf,27,5.4,5,3,60,1,1,74.6,0,0,0,0,11,1,9
Mike Kruczek,19,2.7,7,2,28.6,0,0,39.6,0,0,0,0,13,0,0
Archie Griffin,18,18,1,1,100,1,0,158.3,0,0,0,0,18,1,3
Roman Gabriel,15,5,3,1,33.3,0,0,50.7,0,0,0,0,15,0,0
Tom Wittum,15,5,3,1,33.3,0,0,50.7,0,0,0,0,15,0,0
Glen Walker,13,13,1,1,100,0,0,118.8,0,0,0,0,13,0,0
Don Strock,12,3,4,2,50,0,1,16.7,0,0,0,0,9,0,0
Paul Krause,11,11,1,1,100,1,0,152.1,0,0,0,0,11,0,0
Mike Phipps,5,1,5,3,60,0,0,64.6,0,0,0,0,10,3,26
Wilbur Summers,5,5,1,1,100,0,0,87.5,0,0,0,0,5,0,0
Pat McInally,4,4,1,1,100,0,0,83.3,0,0,0,0,4,0,0
Tom Blanchard,3,1,3,1,33.3,1,1,42.4,0,0,0,0,3,0,0
Terry Joyce,1,1,1,1,100,0,0,79.2,0,0,0,0,1,0,0
Sam Adkins,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Brian Baschnagel,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
