Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Ken Burrough,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Louis Carter,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Marvin Cobb,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brian Dowling,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Esposito,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bruce Harper,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Roland Harper,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Kenny Harrison,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
David Hill,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John James,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Billy Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Dave Logan,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Eddie Payton,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Steve Preece,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
O.J. Simpson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Sherman Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Leonard Thompson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bill Troup,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Charlie Waters,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
Delvin Williams,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Don Woods,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
June Jones,-1,-1,1,1,100,0,0,79.2,0,0,0,0,-1,0,0
