Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Walter Payton,1852,339,14,0,0,73,0,0,0
Mark van Eeghen,1273,324,7,0,0,27,0,0,0
Lawrence McCutcheon,1238,294,7,0,0,48,0,0,0
Franco Harris,1162,300,11,0,0,61,0,0,0
Lydell Mitchell,1159,301,3,0,0,64,0,0,0
Chuck Foreman,1112,270,6,0,0,51,0,0,0
Greg Pruitt,1086,236,3,0,0,78,0,0,0
Sam Cunningham,1015,270,4,0,0,31,0,0,0
Tony Dorsett,1007,208,12,0,0,84,0,0,0
Delvin Williams,931,268,7,0,0,40,0,0,0
Haskel Stanback,873,247,6,0,0,35,0,0,0
Chuck Muncie,811,201,6,0,0,36,0,0,0
Mike Thomas,806,228,3,0,0,31,0,0,0
Clarence Davis,787,194,5,0,0,37,0,0,0
Wilbur Jackson,780,179,7,0,0,80,0,0,0
Sherman Smith,763,163,4,0,0,39,0,0,0
Cleo Miller,756,163,4,0,0,38,0,0,0
Terry Metcalf,739,149,4,0,0,62,0,0,0
Don Calhoun,727,198,4,0,0,25,0,0,0
Robert Newhouse,721,180,3,0,0,29,0,0,0
Wayne Morris,661,165,8,0,0,35,0,0,0
Ronnie Coleman,660,185,5,0,0,22,0,0,0
Rob Carpenter,652,144,1,0,0,77,0,0,0
Tony Galbreath,644,168,3,0,0,26,0,0,0
Benny Malone,615,129,5,0,0,66,0,0,0
John Cappelletti,598,178,5,0,0,15,0,0,0
Clark Gaines,595,158,3,0,0,19,0,0,0
Pete Johnson,585,153,4,0,0,65,0,0,0
Bobby Hammond,577,154,3,0,0,30,0,0,0
O.J. Simpson,557,126,0,0,0,39,0,0,0
Barty Smith,554,166,2,0,0,11,0,0,0
Ed Podolak,550,133,5,0,0,41,0,0,0
Archie Griffin,549,137,0,0,0,31,0,0,0
Mike Hogan,546,155,0,0,0,19,0,0,0
Rickey Young,543,157,4,0,0,15,0,0,0
Gary Davis,533,126,2,0,0,60,0,0,0
Horace King,521,155,1,0,0,35,0,0,0
Tony Reed,505,126,2,0,0,59,0,0,0
Roland Hooks,497,128,0,0,0,66,0,0,0
Otis Armstrong,489,130,4,0,0,35,0,0,0
Doug Kotar,480,132,2,0,0,32,0,0,0
Woody Thompson,478,132,1,0,0,22,0,0,0
Rocky Bleier,465,135,4,0,0,16,0,0,0
Larry Csonka,464,134,1,0,0,15,0,0,0
Don Testerman,459,119,1,0,0,20,0,0,0
Roland Harper,457,120,0,0,0,19,0,0,0
Lonnie Perrin,456,110,3,0,0,62,0,0,0
Ricky Bell,436,148,1,0,0,20,0,0,0
Rick Kane,421,124,4,0,0,35,0,0,0
Leroy Harris,417,91,4,0,0,77,0,0,0
Norm Bulaich,416,91,4,0,0,29,0,0,0
Rob Lytle,408,104,1,0,0,21,0,0,0
Don Woods,405,118,1,0,0,29,0,0,0
Jim Braxton,372,113,1,0,0,12,0,0,0
David Sims,369,99,5,0,0,17,0,0,0
Tom Sullivan,363,125,0,0,0,14,0,0,0
Ron Lee,346,84,3,0,0,30,0,0,0
Tim Wilson,343,99,3,0,0,16,0,0,0
Preston Pearson,341,89,1,0,0,22,0,0,0
Dexter Bussey,338,85,4,0,0,31,0,0,0
Jim Otis,334,99,2,0,0,25,0,0,0
Steve Grogan,324,61,1,0,0,41,0,0,0
Brent McClanahan,324,95,1,0,0,18,0,0,0
Wendell Tyler,317,61,3,0,0,44,0,0,0
