Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Steve Odom,20.4,23,468,0,0,0,37,0,0
Clarence Williams,20,24,481,0,0,0,32,0,0
Dick Ambrose,20,1,20,0,0,0,20,0,0
Bob Brunet,20,2,40,0,0,0,20,0,0
Carl Garrett,20,21,420,0,0,0,31,0,0
Brian Kelley,20,1,20,0,0,0,20,0,0
Rick Middleton,20,1,20,0,0,0,20,0,0
Johnny Musso,20,5,100,0,0,0,33,0,0
Karl Farmer,20,21,419,0,0,0,30,0,0
Ricky Feacher,19.9,11,219,0,0,0,26,0,0
Brian Duncan,19.9,15,298,0,0,0,36,0,0
Len Walterscheid,19.7,3,59,0,0,0,37,0,0
Larry Brunson,19.6,11,216,0,0,0,32,0,0
Howard Stevens,19.6,11,216,0,0,0,37,0,0
Gordon Bell,19.6,12,235,0,0,0,35,0,0
Kurt Allerman,19.5,2,39,0,0,0,22,0,0
Wayne Morris,19.5,2,39,0,0,0,22,0,0
Mike Voight,19.5,8,156,0,0,0,34,0,0
Vince Evans,19.5,13,253,0,0,0,30,0,0
Robin Earl,19,2,38,0,0,0,23,0,0
Lester Hayes,19,3,57,0,0,0,23,0,0
Chuck Muncie,19,1,19,0,0,0,19,0,0
Bill Bradley,18.8,4,75,0,0,0,28,0,0
Sherman Smith,18.7,3,56,0,0,0,21,0,0
Leonard Willis,18.5,8,148,0,0,0,27,0,0
Anthony Davis,18.5,15,277,0,0,0,28,0,0
Ricky Wesson,18.4,7,129,0,0,0,27,0,0
Doug Beaudoin,18.2,4,73,0,0,0,30,0,0
Jack Deloplaine,18,1,18,0,0,0,18,0,0
Clarence Harmon,18,1,18,0,0,0,18,0,0
Marv Hubbard,18,1,18,0,0,0,18,0,0
Doug Kotar,18,2,36,0,0,0,19,0,0
Tommy Marvaso,18,2,36,0,0,0,20,0,0
Don Nottingham,18,2,36,0,0,0,18,0,0
Charles Romes,18,1,18,0,0,0,18,0,0
Eric Torkelson,18,2,36,0,0,0,25,0,0
Cullen Bryant,17.5,2,35,0,0,0,26,0,0
Eddie Moss,17.5,2,35,0,0,0,21,0,0
Pete Banaszak,17,7,119,0,0,0,30,0,0
Tom Moriarty,17,8,136,0,0,0,22,0,0
Leonard Thompson,16.8,5,84,0,0,0,24,0,0
Joe Campbell,16.5,2,33,0,0,0,20,0,0
Steve Jones,16.5,8,132,0,0,0,25,0,0
Artie Owens,16.5,8,132,0,0,0,19,0,0
Johnny Rodgers,16.5,4,66,0,0,0,33,0,0
Tim Wilson,16.5,2,33,0,0,0,18,0,0
Jim Culbreath,16.4,5,82,0,0,0,30,0,0
Emery Moorehead,16.2,4,65,0,0,0,24,0,0
Sammy White,16.1,7,113,0,0,0,36,0,0
Jerry Anderson,16.1,8,129,0,0,0,21,0,0
Monroe Eley,16,1,16,0,0,0,16,0,0
Ken Ellis,16,5,80,0,0,0,30,0,0
Willard Harrell,16,3,48,0,0,0,24,0,0
Bob McKay,16,1,16,0,0,0,16,0,0
Jim Otis,16,1,16,0,0,0,16,0,0
Chris Pane,16,1,16,0,0,0,16,0,0
Bob Raba,16,4,64,0,0,0,20,0,0
Ernest Pough,15.9,7,111,0,0,0,22,0,0
Jess Phillips,15.5,6,93,0,0,0,22,0,0
Mark Bailey,15.3,3,46,0,0,0,16,0,0
Greg Boykin,15.2,5,76,0,0,0,24,0,0
Scott Dierking,15.2,6,91,0,0,0,20,0,0
Ray Burks,15,1,15,0,0,0,15,0,0
Marvin Cobb,15,1,15,0,0,0,15,0,0
Charlie Getty,15,1,15,0,0,0,15,0,0
Ken Huff,15,1,15,0,0,0,15,0,0
Glenn Hyde,15,1,15,0,0,0,15,0,0
Marshall Johnson,15,1,15,0,0,0,15,0,0
Jon Keyworth,15,1,15,0,0,0,15,0,0
Secdrick McIntyre,15,1,15,0,0,0,15,0,0
Tim Moresco,15,1,15,0,0,0,15,0,0
Jackie Smith,15,1,15,0,0,0,15,0,0
Art Stringer,15,1,15,0,0,0,15,0,0
Keith Wortman,15,1,15,0,0,0,15,0,0
Roland Harper,14.7,3,44,0,0,0,22,0,0
Mark Murphy,14.7,3,44,0,0,0,20,0,0
Willie Spencer,14.7,3,44,0,0,0,16,0,0
Randy Rich,14.6,5,73,0,0,0,19,0,0
Andy Bolton,14.3,6,86,0,0,0,26,0,0
Bob Babich,14,1,14,0,0,0,14,0,0
Lynn Boden,14,1,14,0,0,0,14,0,0
Tony Davis,14,3,42,0,0,0,18,0,0
Don Testerman,14,1,14,0,0,0,14,0,0
Terry Robiskie,13.8,6,83,0,0,0,24,0,0
Mike Collier,13.8,4,55,0,0,0,19,0,0
Don McCauley,13.4,5,67,0,0,0,20,0,0
Robert Miller,13.2,5,66,0,0,0,20,0,0
James Betterson,13,1,13,0,0,0,13,0,0
Derrel Gofourth,13,1,13,0,0,0,13,0,0
Rolland Lawrence,13,1,13,0,0,0,13,0,0
David Sims,13,4,52,0,0,0,19,0,0
Rusty Tillman,13,3,39,0,0,0,16,0,0
Gary Shirk,12.7,3,38,0,0,0,19,0,0
Mark Kellar,12.3,3,37,0,0,0,16,0,0
Perry Griggs,12,1,12,0,0,0,12,0,0
John Woodcock,12,1,12,0,0,0,12,0,0
Bob Ferrell,11.7,3,35,0,0,0,17,0,0
Kim Jones,11.5,2,23,0,0,0,13,0,0
Ralph Hill,11,1,11,0,0,0,11,0,0
Pete Johnson,11,1,11,0,0,0,11,0,0
Brad Oates,11,1,11,0,0,0,11,0,0
Rick Kingrea,10.5,2,21,0,0,0,21,0,0
Steve Wagner,10.3,6,62,0,0,0,20,0,0
Bob Nelson,10,1,10,0,0,0,10,0,0
Rod Phillips,10,1,10,0,0,0,10,0,0
Perry Smith,10,1,10,0,0,0,10,0,0
Steve Raible,9.5,2,19,0,0,0,12,0,0
Bill Dunstan,9,1,9,0,0,0,9,0,0
Mike Franckowiak,9,1,9,0,0,0,9,0,0
Jimmie Kennedy,9,1,9,0,0,0,9,0,0
Jim Obradovich,9,1,9,0,0,0,9,0,0
Andy Selfridge,9,1,9,0,0,0,9,0,0
Ted Thompson,9,1,9,0,0,0,9,0,0
Delvin Williams,9,1,9,0,0,0,9,0,0
Carl Ekern,8,1,8,0,0,0,8,0,0
John Grant,8,1,8,0,0,0,8,0,0
Tom Henderson,8,1,8,0,0,0,8,0,0
Charlie Joiner,8,1,8,0,0,0,8,0,0
Sanders Shiver,7,1,7,0,0,0,7,0,0
Greg Fairchild,6,1,6,0,0,0,6,0,0
Wade Griffin,6,1,6,0,0,0,6,0,0
Bob Grim,4,1,4,0,0,0,4,0,0
Dana Nafziger,4,1,4,0,0,0,4,0,0
Roland Woolsey,2,1,2,0,0,0,2,0,0
Rob Nairne,1,1,1,0,0,0,1,0,0
Warren Bankston,0,1,0,0,0,0,0,0,0
Glenn Doughty,0,1,0,0,0,0,0,0,0
Jim Gueno,0,1,0,0,0,0,0,0,0
Larry Mallory,0,1,0,0,0,0,0,0,0
Mike McCoy,0,1,0,0,0,0,0,0,0
Billy Ryckman,0,1,0,0,0,0,0,0,0
Nate Simpson,0,1,0,0,0,0,0,0,0
Dennis Swilley,0,1,0,0,0,0,0,0,0
