Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Steelers,2956,1163,195,99,180,60.2,116,23.6,1079
Patriots,2922,1139,333,161,169,58.5,116,23.1,1091
Bills,2875,1259,103,65,176,57.9,117,21.3,1078
Broncos,2870,1256,140,25,187,53.4,105,22.4,1060
Packers,2856,1058,207,117,166,51.6,98,21.9,1006
Bengals,2829,979,313,121,133,48.9,89,21,986
Eagles,2817,1165,198,89,184,56.1,104,22.8,1054
Chargers,2816,1124,186,74,171,56.8,120,26.4,1050
Giants,2811,1145,139,65,153,59.5,127,22.7,1024
Seahawks,2786,999,172,74,144,51.4,114,24.1,1019
Jets,2757,1164,259,123,173,58.8,106,20.4,1031
Cardinals,2750,1277,171,85,173,55.8,107,23.7,1007
Dolphins,2747,1261,210,99,207,60.5,85,20.3,1030
Lions,2696,929,151,64,139,52.6,101,22.2,937
Oilers,2692,1199,149,38,208,58.3,101,24.7,1066
Vikings,2689,917,88,51,182,57.8,85,19,1008
Bears,2671,930,179,51,113,49.1,98,20.6,913
Buccaneers,2665,924,149,39,141,53.8,80,19.9,949
Redskins,2606,902,193,61,143,49.8,92,23.2,969
Falcons,2587,993,219,122,185,55.4,91,23,1008
Chiefs,2581,1043,114,52,180,62.7,94,21.1,970
Raiders,2568,945,100,12,168,59.8,95,21.9,978
Colts,2566,749,266,109,180,54.2,71,19.4,988
Saints,2536,903,135,87,158,57.7,94,22.7,935
Cowboys,2531,1064,150,89,172,54.3,120,24.5,994
Rams,2504,982,136,61,147,59.5,117,26.1,953
Browns,2503,827,173,137,152,58,91,21.4,948
49ers,2349,1131,198,124,212,59.9,134,28.9,1022
