Team,Rec,Yds,Yds/Rec,TD,20+,40+,Lng,Rec 1st,Rec 1st%,Rec FUM
Vikings,352,3528,10,25,0,0,58,176,50,0
Saints,294,3452,11.7,17,0,0,71,154,52.4,0
Chargers,271,3566,13.2,26,0,0,55,171,63.1,0
Seahawks,261,3401,13,15,0,0,64,156,59.8,0
Cardinals,252,3357,13.3,16,0,0,74T,158,62.7,0
Cowboys,251,3405,13.6,25,0,0,91,167,66.5,0
Raiders,251,3095,12.3,16,0,0,49T,164,65.3,0
Bengals,250,3039,12.2,14,0,0,57T,141,56.4,0
Lions,247,2746,11.1,19,0,0,47,141,57.1,0
Browns,236,3137,13.3,22,0,0,69,130,55.1,0
Rams,236,3109,13.2,13,0,0,68T,148,62.7,0
Dolphins,226,2707,12,24,0,0,63,135,59.7,0
Falcons,221,2883,13,11,0,0,71,133,60.2,0
Broncos,217,2710,12.5,17,0,0,42,137,63.1,0
Steelers,212,2961,14,28,0,0,70,149,70.3,0
Redskins,212,2978,14,17,0,0,63T,134,63.2,0
Eagles,207,2485,12,16,0,0,56,112,54.1,0
Chiefs,204,2032,10,7,0,0,44,98,48,0
Bills,203,2503,12.3,21,0,0,92,113,55.7,0
Colts,202,2543,12.6,17,0,0,78T,124,61.4,0
Oilers,201,2473,12.3,16,0,0,80,119,59.2,0
Patriots,196,3006,15.3,15,0,0,75T,125,63.8,0
Jets,193,2957,15.3,19,0,0,77T,128,66.3,0
49ers,190,2306,12.1,9,0,0,58,106,55.8,0
Bears,186,2221,11.9,7,0,0,61T,99,53.2,0
Packers,180,2358,13.1,11,0,0,58,101,56.1,0
Giants,176,2428,13.8,13,0,0,67,101,57.4,0
Buccaneers,151,2171,14.4,12,0,0,66,101,66.9,0
